word,machine_translation,human_translation,machine_translation_updated
solid,ri to,le,le
solidarity,iṣọkan,NA,iṣọkan
solution,ojutu,NA,ojutu
solutions,solusan,awọn ojutu,awọn ojutu
solve,yanju,NA,yanju
solved,yanju,NA,yanju
solves,yanju,NA,yanju
solving,lohun,n yanju,n yanju
soothe,tù,NA,tù
soothed,farabale,tù,tù
soothing,itutu,n tù,n tù
sophisticated,fafa,jọju,jọju
spark,sipaki,dan,dan
sparkle,danu,danmeremere,danmeremere
sparkles,tàn,NA,tàn
sparkling,danmeremere,NA,danmeremere
spirit,emi,NA,emi
spirited,ẹmi,NA,ẹmi
splendid,ẹlẹwa,NA,ẹlẹwa
sprightly,daradara,nididaraya,nididaraya
stable,idurosinsin,NA,idurosinsin
stamina,ìfaradà,NA,ìfaradà
steadfast,ṣinṣin,NA,ṣinṣin
stimulate,lowo,NA,lowo
stimulated,ji,NA,ji
stimulating,safikun,NA,safikun
stout,alagbara,NA,alagbara
straight,Taara,NA,Taara
strength,agbara,NA,agbara
strengthen,teramo,NA,teramo
strengthened,lókun,NA,lókun
strengthening,okun,NA,okun
strengthens,arawa,NA,arawa
strong,lagbara,NA,lagbara
stronger,ni okun sii,NA,ni okun sii
strongest,alagbara julọ,NA,alagbara julọ
stunning,yanilenu,NA,yanilenu
substantial,idaran,NA,idaran
substantially,ni pataki,NA,ni pataki
success,aseyori,NA,aseyori
successful,aseyori,NA,aseyori
sunshine,oorun,NA,oorun
super,nla,NA,nla
superb,to dara julọ,NA,to dara julọ
superior,ti o ga julọ,NA,ti o ga julọ
support,atilẹyin,NA,atilẹyin
supported,atilẹyin,tilẹyin,tilẹyin
supporter,alatilẹyin,NA,alatilẹyin
supporters,alatilẹyin,NA,alatilẹyin
supporting,atilẹyin,NA,atilẹyin
supportive,atilẹyin,NA,atilẹyin
supports,atilẹyin,tilẹyin,tilẹyin
survived,ye,NA,ye
surviving,yè,NA,yè
survivor,iyokù,NA,iyokù
sweet,dun,NA,dun
swift,yiyara,NA,yiyara
swiftly,yiyara,NA,yiyara
sympathetic,alaanu,kaanu,kaanu
sympathy,aanu,ikaanu,ikaanu
tender,tutu,NA,tutu
terrific,lasan,ibẹru,ibẹru
thank,dúpẹ lọwọ,NA,dúpẹ lọwọ
thankful,ọpẹ,NA,ọpẹ
thanks,o ṣeun,NA,o ṣeun
thoughtful,laniiyan,NA,laniiyan
thrilled,yiya,NA,yiya
tolerant,ifarada,NA,ifarada
top,oke,NA,oke
tops,gbepokini,gbe ipokini,gbe ipokini
tranquil,idakẹjẹ,NA,idakẹjẹ
treasure,ìṣúra,NA,ìṣúra
treasures,ìṣúra,awọn ìṣúra,awọn ìṣúra
triumph,isegun,segun,segun
triumphant,olubori,NA,olubori
true,otitọ,NA,otitọ
trust,gbekele,NA,gbekele
trusted,gbẹkẹle,NA,gbẹkẹle
unbiased,aigbesehin,NA,aigbesehin
unequaled,aiṣedeede,NA,aiṣedeede
unified,iṣọkan,NA,iṣọkan
united,isokan,NA,isokan
unmatched,alailẹgbẹ,NA,alailẹgbẹ
unstoppable,unstoppable,alaile daduro,alaile daduro
untarnished,untarnished,lailabukun,lailabukun
useful,wulo,NA,wulo
usefulness,iwulo,NA,iwulo
validate,fọwọsi,NA,fọwọsi
validated,fọwọsi,NA,fọwọsi
validates,validates,fọwọsi,fọwọsi
validating,afọwọsi,ifọwọsi,ifọwọsi
vested,ti gba,NA,ti gba
vibrant,larinrin,NA,larinrin
vigilant,ṣọra,NA,ṣọra
vindicate,idalare,dalare,dalare
vindicated,idalare,dalare,dalare
vindicates,awọn idalare,dalare,dalare
vindicating,idalare,NA,idalare
virtuous,oniwa rere,NA,oniwa rere
vision,iran,NA,iran
visionary,iranran,NA,iranran
visioning,riran,NA,riran
visions,ìran,awọn ìran,awọn ìran
vitality,agbara,NA,agbara
vitamin,Vitamin,NA,Vitamin
vivacious,vivacious,to yara,to yara
want,fẹ,NA,fẹ
warm,loworo,NA,loworo
warmth,iferan,NA,iferan
wealth,oro,NA,oro
wealthy,ọlọrọ,NA,ọlọrọ
welcome,kaabo,NA,kaabo
welcomed,tewogba,NA,tewogba
welcomes,kaabọ,ki kaabọ,ki kaabọ
whimsical,ifẹkufẹ,NA,ifẹkufẹ
willingness,ìmúratán,NA,ìmúratán
win,ṣẹgun,NA,ṣẹgun
winner,olubori,NA,olubori
winning,gba,n bori,n bori
wins,bori,NA,bori
wish,fẹ,NA,fẹ
wishes,lopo lopo,ifẹọkan,ifẹọkan
wishing,edun okan,NA,edun okan
won,gba,NA,gba
wonderful,iyanu,NA,iyanu
woow,woo,NA,woo
worshiped,jọ́sìn,NA,jọ́sìn
worth,tọ,NA,tọ
worthy,yẹ,NA,yẹ
wow,Iro ohun,wow,wow
yeah,bẹẹni,NA,bẹẹni
yearning,ifẹkufẹ,ifẹ gbigbona,ifẹ gbigbona
yeees,bẹẹni,NA,bẹẹni
yes,bẹẹni,NA,bẹẹni
youthful,ọdọ,NA,ọdọ
yummy,oloyinmọmọ,NA,oloyinmọmọ
zealous,onítara,NA,onítara
abound,pọ,NA,pọ
abounds,pọ,NA,pọ
abundance,opo,NA,opo
abundant,lọpọlọpọ,NA,lọpọlọpọ
accessable,wiwọle,NA,wiwọle
accessible,wiwọle,NA,wiwọle
acclaim,iyin,NA,iyin
acclaimed,iyin,NA,iyin
acclamation,iyin,NA,iyin
accolade,iyin,NA,iyin
accolades,iyin,NA,iyin
accommodative,ibugbe,se gbe,se gbe
accomodative,ibugbe,se gbe,se gbe
accomplishment,aṣepari,NA,aṣepari
accomplishments,awọn aṣeyọri,NA,awọn aṣeyọri
accurate,deede,NA,deede
accurately,deede,NA,deede
achievement,aseyori,NA,aseyori
achievements,awọn aṣeyọri,NA,awọn aṣeyọri
achievible,iyọrisi,NA,iyọrisi
acumen,itara,NA,itara
adaptable,adaptable,mu yẹ,mu yẹ
adaptive,aṣamubadọgba,NA,aṣamubadọgba
adjustable,adijositabulu,tunṣe,tunṣe
admirable,admirable,wunilori,wunilori
admirably,admirably,niyin,niyin
admiration,iwunilori,NA,iwunilori
admirer,olufẹ,olufẹni,olufẹni
admiringly,ẹwà,n fẹni,n fẹni
adorer,olufẹ,NA,olufẹ
adoring,adoring,juba,juba
adoringly,adoringly,n juba,n juba
adroit,adroit,gbọn,gbọn
adroitly,adroitly,gbọn,gbọn
adulate,adulate,ipọnni,ipọnni
adulation,ibukun,ipọnni,ipọnni
adulatory,adulatory,ipọnni,ipọnni
advantageous,anfani,ṣe anfani,ṣe anfani
advantageously,advantageously,to ṣanfani,to ṣanfani
adventuresome,ìrìn,laiya,laiya
advocate,alagbawi,gbejoro,gbejoro
advocated,agbejoro,gbejoro,gbejoro
advocates,alagbawi,gbejoro,gbejoro
affability,igbẹkẹle,ninurere,ninurere
affable,affable,ninurere,ninurere
affably,affably,ninurere,ninurere
affectation,ipa,ifarawe,ifarawe
affinity,ijora,NA,ijora
affirm,jẹrisi,NA,jẹrisi
affirmation,ìmúdájú,NA,ìmúdájú
affirmative,affirmative,ìtẹnumọ́,ìtẹnumọ́
affluence,ọlọrọ,NA,ọlọrọ
affluent,ọlọrọ,lọrọ,lọrọ
afford,irewesi,ni to,ni to
affordable,ifarada,ni to,ni to
affordably,ni ifarada,ni to,ni to
afordable,afordable,ni to,ni to
agile,agile,mura giri,mura giri
agilely,agilely,mura giri,mura giri
agility,agility,imura giri,imura giri
agreeableness,itẹwọgba,NA,itẹwọgba
agreeably,ni ibamu,NA,ni ibamu
all-around,gbogbo-ayika,NA,gbogbo-ayika
alluring,ifamọra,NA,ifamọra
alluringly,elere,fanimọra,fanimọra
altruistic,altruistic,aimọtara-ẹnikan,aimọtara-ẹnikan
altruistically,altruistically,aimọtara-ẹnikan,aimọtara-ẹnikan
amazement,iyalẹnu,NA,iyalẹnu
amazingly,iyalẹnu,NA,iyalẹnu
ambitiously,ambitiously,ọkanjuwa,ọkanjuwa
ameliorate,ṣe atunṣe,NA,ṣe atunṣe
amenable,amulo,ṣe yi-lọkan pada,ṣe yi-lọkan pada
amenity,ohun elo,NA,ohun elo
amiability,ifarada,niwa ọrẹ,niwa ọrẹ
amiabily,amiabily,niwa  ọrẹ,niwa  ọrẹ
amiable,alaanu,niwa  ọrẹ,niwa  ọrẹ
amicability,alaafia,NA,alaafia
amicable,alaafia,NA,alaafia
amicably,alaafia,NA,alaafia
amity,amity,Ibasepo ọrẹ,Ibasepo ọrẹ
ample,iwonba,NA,iwonba
amply,pupọ,ọpọ,ọpọ
amusing,amóríyá,NA,amóríyá
amusingly,amusingly,móríyá,móríyá
angel,angeli,NA,angeli
angelic,angeli,NA,angeli
apotheosis,apotheosis,oke patapata,oke patapata
appeal,afilọ,bẹbẹ,bẹbẹ
appealing,afilọ,n bẹbẹ,n bẹbẹ
appreciable,mọrírì,NA,mọrírì
appreciative,mọrírì,NA,mọrírì
appreciatively,mọrírì,NA,mọrírì
appropriate,yẹ,NA,yẹ
approve,fi ọwọ si,NA,fi ọwọ si
ardently,ardently,imura si,imura si
ardor,ardor,itara,itara
articulate,sọ asọye,NA,sọ asọye
aspiration,ifẹkufẹ,ìfẹ ọkan,ìfẹ ọkan
aspirations,awọn ireti,ìfẹ ọkan,ìfẹ ọkan
aspire,lepa,NA,lepa
assurance,idaniloju,NA,idaniloju
assurances,awọn idaniloju,NA,awọn idaniloju
assure,idaniloju,daniloju,daniloju
assuredly,nit assuredtọ,ni daniloju,ni daniloju
assuring,idaniloju,daniloju,daniloju
astonish,iyalẹnu,yalẹnu,yalẹnu
astonishing,iyalẹnu,yalẹnu,yalẹnu
astonishingly,iyalẹnu,si yalẹnu,si yalẹnu
astonishment,iyalẹnu,NA,iyalẹnu
astutely,lasan,ọlọgbọn,ọlọgbọn
attentive,fetísílẹ,NA,fetísílẹ
attractive,wuni,NA,wuni
attractively,fifamọra,NA,fifamọra
attune,attune,mọ,mọ
audible,ngbohun,NA,ngbohun
audibly,gbohungbohun,gbo daadaa,gbo daadaa
auspicious,rere,loju rere,loju rere
authentic,ojulowo,NA,ojulowo
authoritative,alaṣẹ,NA,alaṣẹ
autonomous,adase,NA,adase
available,wa,NA,wa
aver,aver,tẹnumọ,tẹnumọ
avidly,ni itara,pẹlu inu didun,pẹlu inu didun
awe,iyalẹnu,NA,iyalẹnu
awed,iyalẹnu,NA,iyalẹnu
awesomely,awesomely,pẹlu iyalẹnu,pẹlu iyalẹnu
awesomeness,iyalẹnu,NA,iyalẹnu
awestruck,iyalẹnu,NA,iyalẹnu
awsome,awsome,iyanu,iyanu
backbone,egungun,egungun ẹyin,egungun ẹyin
balanced,iwontunwonsi,NA,iwontunwonsi
beauteous,ẹlẹwa,NA,ẹlẹwa
beautifullly,ẹwa,lẹwa,lẹwa
beauty,ẹwa,NA,ẹwa
beckon,beckon,pe,pe
beckoned,beckoned,pe,pe
beckoning,beckoning,n pe,n pe
beckons,beckons,pe,pe
believable,gbagbọ,se gbagbọ,se gbagbọ
believeable,gbagbọ,se gbagbọ,se gbagbọ
benefactor,oloore,NA,oloore
beneficent,alaanu,NA,alaanu
beneficial,anfani,NA,anfani
beneficially,anfaani,NA,anfaani
beneficiary,alanfani,NA,alanfani
benevolence,oninuure,NA,oninuure
benevolent,oninuure,ninuure,ninuure
benifits,awọn anfani,NA,awọn anfani
best-known,ti o mọ julọ,NA,ti o mọ julọ
best-performing,ti o dara julọ,NA,ti o dara julọ
best-selling,tita to dara julọ,NA,tita to dara julọ
better-known,dara-mọ,mọ daadaa,mọ daadaa
better-than-expected,dara julọ ju ti a ti ṣe yẹ lọ,dara  ju bi a ti lero lọ,dara  ju bi a ti lero lọ
beutifully,beutifully,daradara,daradara
blameless,alailẹgan,NA,alailẹgan
blissfully,ni idunnu,NA,ni idunnu
bloom,gbin,ruwe,ruwe
blossom,tanná,NA,tanná
bolster,ṣe atilẹyin,NA,ṣe atilẹyin
bonny,egungun,kiki egungun,kiki egungun
bonus,ajeseku,ebun,ebun
bonuses,awọn ajeseku,awọn ebun,awọn ebun
boom,ariwo,NA,ariwo
booming,ariwo,NA,ariwo
boundless,ailopin,NA,ailopin
bountiful,lọpọlọpọ,NA,lọpọlọpọ
brainiest,ologbon,NA,ologbon
brainy,ọpọlọ,NA,ọpọlọ
brand-new,ẹya tuntun,NA,ẹya tuntun
bravery,akọni,NA,akọni
breakthroughs,awaridii,NA,awaridii
breathlessness,ìmí mímí,lai nìmí,lai nìmí
breathtakingly,yanilenu,NA,yanilenu
breeze,afẹfẹ,NA,afẹfẹ
brighten,tan imọlẹ,NA,tan imọlẹ
brighter,tan imọlẹ,mọlẹ,mọlẹ
brilliance,didan,NA,didan
brilliances,brilliances,didan,didan
brilliantly,o wu,didan mọna,didan mọna
brotherly,arakunrin,NA,arakunrin
bullish,akọmalu,NA,akọmalu
cajole,cajole,tan,tan
calmness,idakẹjẹ,NA,idakẹjẹ
capability,agbara,NA,agbara
capably,ni agbara,NA,ni agbara
captivate,ṣe ifamọra,NA,ṣe ifamọra
captivating,captivating,n fanimọra,n fanimọra
cashback,owo sisan pada,NA,owo sisan pada
cashbacks,awọn owo sisan,NA,awọn owo sisan
catchy,mimu,NA,mimu
celebration,ajoyo,NA,ajoyo
celebratory,ayẹyẹ,NA,ayẹyẹ
champ,aṣaju,NA,aṣaju
champion,asiwaju,NA,asiwaju
charisma,charisma,iwa to wuni,iwa to wuni
charismatic,charismatic,iwa to wuni,iwa to wuni
charitable,alanu,NA,alanu
charmingly,pele,nifaiya,nifaiya
chaste,mimọ,NA,mimọ
cheaper,din owo,dinwo,dinwo
cheapest,lawin,dinwo julọ,dinwo julọ
cherub,kerubu,NA,kerubu
chivalrous,chivalrous,oni iwa rere,oni iwa rere
chivalry,chivalry,iwa rere,iwa rere
civility,ọlaju,oni iwa rere,oni iwa rere
civilize,ọlaju,NA,ọlaju
classic,Ayebaye,NA,Ayebaye
cleanest,mimọ julọ,NA,mimọ julọ
cleanliness,mimọ,NA,mimọ
cleanly,mimo,NA,mimo
clear-cut,ko o-ge,daju,daju
clearer,clearer,mọ si,mọ si
cleverly,ogbon,pelu ogbon,pelu ogbon
cohere,isopọ,NA,isopọ
coherence,isokan,NA,isokan
coherent,isokan,ṣọkan,ṣọkan
cohesive,iṣọkan,ṣọkan,ṣọkan
colorful,lo ri,alawọ pupọ,alawọ pupọ
comely,ẹlẹwa,NA,ẹlẹwa
comfortably,ni itunu,NA,ni itunu
comfy,itura,NA,itura
commendable,gbóríyìn fún,NA,gbóríyìn fún
commendably,gboriyin fun,gborinyin fun,gborinyin fun
commodious,eru,dẹrun,dẹrun
compact,iwapọ,wapapọ,wapapọ
compactly,iwapọ,wapapọ,wapapọ
compassion,aanu,NA,aanu
compatible,ibaramu,NA,ibaramu
complement,iranlowo,Ìkíni ibuyin,Ìkíni ibuyin
complementary,tobaramu,NA,tobaramu
complemented,gbelese,ibuyin,ibuyin
complements,awọn afikun,NA,awọn afikun
compliant,ifaramọ,ẹsun,ẹsun
compliment,iyin,NA,iyin
complimentary,ikini,NA,ikini
conciliatory,olufaragba,ituloju,ituloju
concise,ṣoki,NA,ṣoki
congenial,congenial,didaraya,didaraya
congratulatory,oriire,NA,oriire
conscientious,tọkàntọkàn,apọ̀n,apọ̀n
considerate,agbatẹniro,NA,agbatẹniro
consistent,dédé,NA,dédé
consistently,àìyẹsẹ,NA,àìyẹsẹ
constructive,onitumọ,NA,onitumọ
consummate,pari,Ṣe pari,Ṣe pari
contentment,ìtẹ́lọ́rùn,NA,ìtẹ́lọ́rùn
continuity,ilosiwaju,NA,ilosiwaju
contrasty,ilodi si,o yatọ,o yatọ
contribution,ilowosi,Idawo,Idawo
convenience,wewewe,dẹrun,dẹrun
convenient,rọrun,NA,rọrun
conveniently,ni irọrun,NA,ni irọrun
convience,ifaramọ,dẹrun,dẹrun
convienient,ifaramọ,dẹrun,dẹrun
convient,ifaramọ,dẹrun,dẹrun
convincing,ni idaniloju,NA,ni idaniloju
convincingly,ni idaniloju,pelu idaniloju,pelu idaniloju
coolest,tutu julọ,NA,tutu julọ
cooperative,ajumose,NA,ajumose
cooperatively,ifowosowopo,NA,ifowosowopo
cornerstone,okuta igun ile,NA,okuta igun ile
correct,atunse,tunse,tunse
correctly,bi o ti tọ,NA,bi o ti tọ
cost-effective,iye owo to munadoko,ko wọn ju,ko wọn ju
cost-saving,fifipamọ iye owo,ko nanilowo,ko nanilowo
counter-attack,counter-kolu,NA,counter-kolu
counter-attacks,counter-ku,ikọlu pada,ikọlu pada
courageously,igboya,pelu igboya,pelu igboya
courageousness,igboya,NA,igboya
courtly,adajo,ile ejọ,ile ejọ
covenant,majẹmu,NA,majẹmu
cozy,farabale,nirọra,nirọra
credence,igbẹkẹle,NA,igbẹkẹle
credible,gbagbọ,NA,gbagbọ
crisp,agaran,NA,agaran
crisper,agaran,NA,agaran
cure,imularada,NA,imularada
cure-all,imularada-gbogbo,NA,imularada-gbogbo
cushy,cushy,dẹrun,dẹrun
cuteness,didara julọ,NA,didara julọ
daringly,laya,NA,laya
darling,olufẹ,NA,olufẹ
dashing,dashing,lẹwa,lẹwa
dawn,owurọ,NA,owurọ
dazzle,dazzle,dan manran,dan manran
dazzled,dazzled,dan manran,dan manran
dazzling,yanilenu,dan manran,dan manran
dead-cheap,olowo-poku,NA,olowo-poku
dead-on,ti ku,dede,dede
decency,ọmọluwabi,NA,ọmọluwabi
decent,bojumu,NA,bojumu
decisiveness,ipinnu,NA,ipinnu
defeat,ijatil,ṣẹgun,ṣẹgun
defeated,ṣẹgun,NA,ṣẹgun
defeating,ṣẹgun,NA,ṣẹgun
defeats,awọn ijatil,awọn iṣẹgun,awọn iṣẹgun
deference,iteriba,NA,iteriba
deft,deft,ọlọgbon,ọlọgbon
deginified,ti bajẹ,eni ọwọ,eni ọwọ
delectable,alafẹfẹ,daradara,daradara
delicacy,delicacy,adidun,adidun
delicate,elege,NA,elege
delicious,adun,ladun,ladun
delightful,igbadun,NA,igbadun
delightfully,inudidun,NA,inudidun
delightfulness,igbadun,NA,igbadun
dependable,gbẹkẹle,NA,gbẹkẹle
dependably,ti o gbẹkẹle,NA,ti o gbẹkẹle
deservedly,yẹ,NA,yẹ
deserving,yẹ,NA,yẹ
desiring,ifẹkufẹ,fẹ,fẹ
destiny,ayanmọ,NA,ayanmọ
detachable,yiya sọtọ,NA,yiya sọtọ
devout,olùfọkànsìn,NA,olùfọkànsìn
dexterous,alaigbọran,lọgbọn,lọgbọn
dexterously,alaigbọran,pẹlu ọgbọn,pẹlu ọgbọn
dextrous,dextrous,lọgbọn,lọgbọn
dignified,olola,NA,olola
dignify,ọlá,NA,ọlá
dignity,iyì,NA,iyì
diligence,aisimi,NA,aisimi
diligent,alãpọn,NA,alãpọn
diligently,tokantokan,NA,tokantokan
diplomatic,oselu,NA,oselu
dirt-cheap,dọti-olowo poku,dinwo,dinwo
distinction,iyatọ,NA,iyatọ
distinctive,iyasọtọ,NA,iyasọtọ
distinguished,yato si,NA,yato si
diversified,orisirisi,NA,orisirisi
divine,Ibawi,atorunwa,atorunwa
divinely,atorunwa,NA,atorunwa
dominate,jọba,NA,jọba
dominated,ti jẹ gaba lori,NA,ti jẹ gaba lori
dominates,jọba,NA,jọba
dote,dote,afẹju,afẹju
dotingly,dotingly,afẹju,afẹju
doubtless,aniani,NA,aniani
dreamland,ilẹ ala,NA,ilẹ ala
dumbfounded,dumbfounded,yalẹnu,yalẹnu
dumbfounding,dumbfounding,n yanilẹnu,n yanilẹnu
dummy-proof,idinwon-ẹri,NA,idinwon-ẹri
durable,ti o tọ,aigbagbara,aigbagbara
dynamic,ìmúdàgba,NA,ìmúdàgba
eagerly,ni itara,NA,ni itara
eagerness,itara,NA,itara
earnestly,tọkàntọkàn,NA,tọkàntọkàn
earnestness,itara,NA,itara
eased,rọrùn,NA,rọrùn
eases,irọrun,mu rọrun,mu rọrun
easier,o rorun gan,NA,o rorun gan
easiest,rọrun julọ,NA,rọrun julọ
easiness,irọrun,NA,irọrun
easing,irọrun,rọrun,rọrun
easy-to-use,rọrun-si-lilo,rọrun-lati-lo,rọrun-lati-lo
easygoing,lo jeje,NA,lo jeje
ebullience,ebullience,ayọ,ayọ
ebullient,ebullient,ni ayọ,ni ayọ
ebulliently,ebulliently,pelu ayọ,pelu ayọ
economical,ti ọrọ -aje,NA,ti ọrọ -aje
ecstasies,awọn igbadun,NA,awọn igbadun
ecstasy,igbadun,NA,igbadun
ecstatically,ecstatically,ayọ pupọ,ayọ pupọ
edify,ṣatunṣe,NA,ṣatunṣe
educated,kọ ẹkọ,NA,kọ ẹkọ
effectiveness,ndin,aseyọri,aseyọri
effectual,ipa,lagbara,lagbara
efficacious,doko,sisẹ daradara,sisẹ daradara
efficient,daradara,NA,daradara
efficiently,daradara,NA,daradara
effortless,akitiyan,lai se akitiyan,lai se akitiyan
effortlessly,akitiyan,lai se akitiyan,lai se akitiyan
effusion,idasilẹ,NA,idasilẹ
effusive,agbara,to tujade,to tujade
effusively,daradara,tu jade,tu jade
effusiveness,imudarasi,itujade,itujade
elan,elan,itara,itara
elate,yọ,NA,yọ
elatedly,inu didun,NA,inu didun
electrify,itanna,NA,itanna
elegance,didara,NA,didara
elevate,gbe soke,NA,gbe soke
elite,olutayo,NA,olutayo
eloquence,ijafafa,NA,ijafafa
eloquent,ologbon,NA,ologbon
eloquently,daadaa,NA,daadaa
embolden,ìgboyà,NA,ìgboyà
eminence,olokiki,NA,olokiki
eminent,olokiki,NA,olokiki
empathize,ni aanu,NA,ni aanu
empathy,ìyọ́nú,NA,ìyọ́nú
empower,agbara,ro lagbara,ro lagbara
empowerment,ifiagbara,ifiagbara fun,ifiagbara fun
enchant,enchant,ṣe ifaiya si,ṣe ifaiya si
enchanting,enchanting,n ṣe ifaiya,n ṣe ifaiya
enchantingly,enchantingly,ifaiya,ifaiya
encouraging,iwuri,NA,iwuri
encouragingly,iwuri,NA,iwuri
endear,olufẹ,fẹran,fẹran
endearing,iferan,NA,iferan
endorsing,ifọwọsi,NA,ifọwọsi
energize,agbara,NA,agbara
energy-efficient,agbara-daradara,ko je agbara,ko je agbara
energy-saving,fifipamọ agbara,ko je agbara,ko je agbara
engaging,lowosi,NA,lowosi
engrossing,engrossing,gba gbogbo,gba gbogbo
enhance,mu dara,NA,mu dara
enhanced,imudara,NA,imudara
enhancement,imudara,NA,imudara
enhances,awọn ilọsiwaju,mu dara,mu dara
enjoyable,igbaladun,NA,igbaladun
enjoyably,igbadun,NA,igbadun
enjoyed,gbadun,NA,gbadun
enjoyment,igbadun,NA,igbadun
enlightenment,ìlàlóye,NA,ìlàlóye
enliven,gbe laaye,so daye,so daye
ennoble,ennoble,gbega,gbega
enough,to,NA,to
enrapt,enrapt,fe mọra,fe mọra
enraptured,enraptured,fi ayọ kun,fi ayọ kun
enrich,bùkún,NA,bùkún
enrichment,idarato,NA,idarato
entertain,ṣe ere idaraya,NA,ṣe ere idaraya
entertains,awon alarinrin,ṣe ere idaraya,ṣe ere idaraya
enthrall,iwunilori,NA,iwunilori
enthralled,yin ojlofọndotenamẹ,iwunilori,iwunilori
enthuse,moriwu,NA,moriwu
enthusiasm,itara,NA,itara
enthusiast,olutayo,onitara,onitara
enthusiastically,ni itara,NA,ni itara
entice,tàn,NA,tàn
enticed,tàn,NA,tàn
enticing,tàn,NA,tàn
enticingly,enticingly,pelu etàn,pelu etàn
entranced,entranced,fa,fa
entrancing,entrancing,ifaya,ifaya
entrust,gbekele,NA,gbekele
enviable,ilara,NA,ilara
enviably,ilara,NA,ilara
envious,ilara,NA,ilara
enviously,ilara,NA,ilara
enviousness,ilara,NA,ilara
envy,ilara,NA,ilara
equitable,deede,NA,deede
ergonomical,ergonomical,dara,dara
err-free,ti ko ni aṣiṣe,NA,ti ko ni aṣiṣe
erudite,erudite,ọmọwe,ọmọwe
eulogize,eulogize,yin,yin
euphorically,euphorically,pelu ayọ,pelu ayọ
evaluative,igbelewọn,NA,igbelewọn
evenly,boṣeyẹ,NA,boṣeyẹ
eventful,iṣẹlẹ,NA,iṣẹlẹ
everlasting,ayeraye,NA,ayeraye
evocative,evocative,ipe jade,ipe jade
exalt,gbega,NA,gbega
exaltation,igbega,NA,igbega
exalted,gbega,NA,gbega
exaltedly,ga,NA,ga
exalting,gbega,NA,gbega
exaltingly,gbega,NA,gbega
examplar,oluyẹwo,NA,oluyẹwo
examplary,ayẹwo,apẹrẹ,apẹrẹ
excallent,iyalẹnu,NA,iyalẹnu
exceed,kọja,NA,kọja
exceeded,ti kọja,NA,ti kọja
exceeding,pupọju,NA,pupọju
exceedingly,pupọju,NA,pupọju
exceeds,koja,NA,koja
excel,tayo,NA,tayo
exceled,ti jade,NA,ti jade
excelent,alakikanju,NA,alakikanju
excellant,olutayo,NA,olutayo
excelled,tayọ,NA,tayọ
excellency,olaju,NA,olaju
excellently,o tayọ,NA,o tayọ
excels,tayọ,NA,tayọ
exceptional,alailẹgbẹ,lailẹgbẹ,lailẹgbẹ
exceptionally,Iyatọ,lailẹgbẹ,lailẹgbẹ
excitedly,inu didun,NA,inu didun
excitedness,igbadun,inu didun,inu didun
excites,excites,ru soke,ru soke
excitingly,moriwu,NA,moriwu
exellent,ologbon,NA,ologbon
exemplar,apẹẹrẹ,NA,apẹẹrẹ
exemplary,apẹẹrẹ,NA,apẹẹrẹ
exhilarate,igbadun,fun ni inudidun,fun ni inudidun
exhilaratingly,igbadun,pelu inudidun,pelu inudidun
exhilaration,igbadun,inudidun,inudidun
expansive,gbooro,NA,gbooro
expeditiously,ni kiakia,NA,ni kiakia
expertly,amoye,NA,amoye
exquisite,olorinrin,didara,didara
exquisitely,olorinrin,didara,didara
extol,gbega,NA,gbega
extoll,gbega,NA,gbega
extraordinarily,Iyatọ,NA,Iyatọ
extraordinary,alailẹgbẹ,NA,alailẹgbẹ
exuberance,idunnu,NA,idunnu
exuberantly,pelu idunnu,NA,pelu idunnu
exult,yọyọ,NA,yọyọ
exultation,ayọ,NA,ayọ
exultingly,inu didun,NA,inu didun
eye-catch,gba oju,fanimọra,fanimọra
eye-catching,oju-mimu,fanimọra,fanimọra
eyecatch,eyecatch,fanimọra,fanimọra
eyecatching,ipenpeju,fanimọra,fanimọra
fabulously,gbayi,NA,gbayi
facilitate,dẹrọ,NA,dẹrọ
fairly,ni deede,NA,ni deede
fairness,ododo,NA,ododo
faithfully,tọkàntọkàn,NA,tọkàntọkàn
faithfulness,ìdúróṣinṣin,NA,ìdúróṣinṣin
famed,olokiki,NA,olokiki
famous,olokiki,NA,olokiki
famously,olokiki,NA,olokiki
fancier,olufẹ,NA,olufẹ
fancinating,fancinating,nifanimọra,nifanimọra
fancy,fanimọra,NA,fanimọra
fans,egeb,ẹgbẹ ololufẹ,ẹgbẹ ololufẹ
fantastically,ikọja,NA,ikọja
fascinatingly,fanimọra,NA,fanimọra
fascination,ifanimora,NA,ifanimora
fashionable,asiko,NA,asiko
fashionably,asa,NA,asa
fast,sare,NA,sare
fast-growing,yiyara dagba,NA,yiyara dagba
fast-paced,yiyara,NA,yiyara
faster,Yara ju,NA,Yara ju
fastest,yiyara,yara julọ,yara julọ
fastest-growing,yiyara-dagba,NA,yiyara-dagba
faultless,ailabawọn,NA,ailabawọn
fave,fave,ayanfẹ,ayanfẹ
favorable,ọjo,ni ojurere,ni ojurere
favour,ojurere,NA,ojurere
fearlessly,laibẹru,NA,laibẹru
feasible,ṣee ṣe,NA,ṣee ṣe
feasibly,ṣee ṣe,NA,ṣee ṣe
feat,feat,iṣẹ agbara,iṣẹ agbara
feature-rich,ẹya-ara-ọlọrọ,ṣiṣe pupọ,ṣiṣe pupọ
feisty,feisty,ni igboya,ni igboya
felicitate,ṣe inudidun,NA,ṣe inudidun
