word,machine_translation,human_translation,machine_translation_updated
cannibalize,cannibalize,jẹ̀nìyàn,jẹ̀nìyàn
capitulate,capitulate,sọ̀rètínù,sọ̀rètínù
capricious,capricious,aláìnídánilójú,aláìnídánilójú
capriciously,capriciously,aláìnídánilójú,aláìnídánilójú
capriciousness,capriciousness,àìnídánilójú,àìnídánilójú
capsize,wọ ọkọ,dojúdé,dojúdé
carelessness,aibikita,àìbìkítà,àìbìkítà
caricature,caricature,àwòrán apanilẹ́rìnín,àwòrán apanilẹ́rìnín
carnage,ipakupa,ìpakúpa,ìpakúpa
carp,carp,ẹja odò,ẹja odò
cartoonish,aworan efe,àwòrán apanilẹ́rìnín,àwòrán apanilẹ́rìnín
cash-strapped,owo sisan,àìlówólọ́wọ́,àìlówólọ́wọ́
castigate,kikorò,fìyà jẹ́ni,fìyà jẹ́ni
castrated,simẹnti,Tẹ̀ lọ́dàá,Tẹ̀ lọ́dàá
cataclysm,ajalu,àjálù ńlá,àjálù ńlá
cataclysmal,cataclysmal,àjálù ńlá,àjálù ńlá
cataclysmic,ajalu,àjálù ńlá,àjálù ńlá
cataclysmically,cataclysmically,nípa àjálù ńlá,nípa àjálù ńlá
catastrophes,ajalu,àwọn àjálù ńlá,àwọn àjálù ńlá
catastrophically,ajalu,nípa àjálù ńlá,nípa àjálù ńlá
catastrophies,ajalu,àwọn àjálù ńlá,àwọn àjálù ńlá
caustic,caustic,ajóni,ajóni
caustically,caustically,nípa jíjóni,nípa jíjóni
cautionary,ṣọra,ìkìlọ̀,ìkìlọ̀
cave,iho,ihò,ihò
censure,ibawi,ìfẹ̀sùnkàn,ìfẹ̀sùnkàn
chafe,chafe,ìbínú,ìbínú
chaff,iyangbo,Ìyàngbò,Ìyàngbò
challenging,nija,le,le
chasten,ibawi,báwí,báwí
chastisement,ijiya,ìbáwí,ìbáwí
chatter,iwiregbe,ìwírègbéè,ìwírègbéè
chatterbox,chatterbox,ẹlẹ́jọ́ wẹ́wẹ́,ẹlẹ́jọ́ wẹ́wẹ́
cheap,olowo poku,olówó pọ́kú,olówó pọ́kú
cheapen,din owo,dínwó,dínwó
cheaply,olowo poku,olówó pọ́kú,olówó pọ́kú
cheating,ireje,ìrẹ́jẹ,ìrẹ́jẹ
checkered,ṣayẹwo,ṣàyẹ̀wò,ṣàyẹ̀wò
cheesy,cheesy,wàrà,wàrà
chide,chide,báwí,báwí
chill,biba,òtútù,òtútù
chilly,tutu,tutù,tutù
chintzy,chintzy,aláràǹbarà,aláràǹbarà
choleric,choleric,ìbínú,ìbínú
choppy,gige,gígé,gígé
chore,iṣẹ ṣiṣe,iṣẹ́ ṣíṣe,iṣẹ́ ṣíṣe
chronic,onibaje,burú jáì,burú jáì
chunky,chunky,sanra,sanra
clamor,ariwo,ariwo,ariwo
clamorous,ariwo,ariwo,ariwo
cliche,tẹ,tẹ́,tẹ́
cliched,tẹ,ti tẹ́,ti tẹ́
clique,akopọ,ẹgbẹ́,ẹgbẹ́
clog,pa,dí,dí
clogged,clogged,dí,dí
clogs,clogs,ìdì,ìdì
cloud,awọsanma,àwọsánmà,àwọsánmà
clouding,kurukuru,kùrukùru,kùrukùru
cloudy,kurukuru,kùrukùru,kùrukùru
clumsy,alaigbọran,págunpàgun,págunpàgun
clunky,alaigbọran,gira,gira
coarse,isokuso,ìsọkúsọ,ìsọkúsọ
coerce,fi agbara mu,fi ipá mú,fi ipá mú
coercion,ipá,ipá,ipá
coercive,fi ipa mu,fi ipá mú,fi ipá mú
cold,tutu,tutù,tutù
coldly,tutu,tutù,tutù
collude,ṣajọpọ,gbìmọ̀ pọ̀,gbìmọ̀ pọ̀
collusion,ifowosowopo,ìgbìmọ̀ pọ̀,ìgbìmọ̀ pọ̀
combative,ija,ìjà,ìjà
combust,ijona,jóná,jóná
comical,apanilerin,apanilẹ́rìnín,apanilẹ́rìnín
commiserate,commiserate,kẹ́dùn,kẹ́dùn
commonplace,wọpọ,wọ́pọ̀,wọ́pọ̀
commotion,rudurudu,rúdurùdu,rúdurùdu
commotions,commotions,àwọn rúdurùdu,àwọn rúdurùdu
complaining,fejosun,fẹjọ́sùn,fẹjọ́sùn
complaint,ẹdun ọkan,ẹ̀dun ọkàn,ẹ̀dun ọkàn
complaints,ẹdun ọkan,àwọn ẹ̀dun ọkàn,àwọn ẹ̀dun ọkàn
complex,eka,le,le
complicated,idiju,lọ́jú,lọ́jú
complication,ilolu,ìlọ́júpọ̀,ìlọ́júpọ̀
compulsion,ipá,ipá,ipá
compulsive,compulsive,ipá,ipá
concede,gba,gbà,gbà
conceded,ti gba,ti gbà,ti gbà
conceit,igberaga,ìgbéraga,ìgbéraga
conceited,ìgbéraga,ìgbéraga,ìgbéraga
concern,ibakcdun,ìbákẹ́dùn,ìbákẹ́dùn
concerned,fiyesi,fiyèsí,fiyèsí
concerns,awọn ifiyesi,ìfiyèsí,ìfiyèsí
concession,iyọọda,ìyọ̀ọ̀da,ìyọ̀ọ̀da
concessions,awọn iyọọda,àwọn ìyọ̀ọ̀da,àwọn ìyọ̀ọ̀da
condemnable,jẹbi,jẹ̀bi,jẹ̀bi
condescend,irẹlẹ,ìrẹ̀lẹ̀,ìrẹ̀lẹ̀
condescending,onirẹlẹ,onírẹ̀lẹ̀,onírẹ̀lẹ̀
condescendingly,ni itẹlọrun,onírẹ̀lẹ̀,onírẹ̀lẹ̀
condescension,irẹlẹ,ìrẹ̀lẹ̀,ìrẹ̀lẹ̀
confess,jẹwọ,jẹ́wọ́,jẹ́wọ́
confession,ijewo,ìjẹ́wọ́,ìjẹ́wọ́
confessions,awọn ijẹwọ,àwọn ìjẹ́wọ́,àwọn ìjẹ́wọ́
confined,ni ihamọ,ìhámọ́,ìhámọ́
conflicted,rogbodiyan,rògbòdìyàn,rògbòdìyàn
confound,daamu,dààmú,dààmú
confounded,daamu,dààmú,dààmú
confounding,idamu,ìdààmú,ìdààmú
confront,dojuko,dojú kọ,dojú kọ
confrontation,ijako,ìdojúkọ,ìdojúkọ
confrontational,ilodiwọn,ìdojúkọ,ìdojúkọ
confuses,dapo,dàrú,dàrú
confusion,iporuru,ìdàrú,ìdàrú
confusions,iporuru,ìdàrú,ìdàrú
congested,congested,dí,dí
congestion,isokuso,ìdènà,ìdènà
cons,konsi,kọ́,kọ́
conservative,Konsafetifu,olùdìṣẹ̀ṣemú,olùdìṣẹ̀ṣemú
conspicuous,yori,yọrí,yọrí
conspicuously,ni gbangba,ni gbangba,ni gbangba
conspiracies,awọn igbero,àwọn ìgbèrò,àwọn ìgbèrò
conspirator,apanirun,agbèrò,agbèrò
conspiratorial,apanirun,ìgbèrò,ìgbèrò
conspire,gbìmọ,gbìmọ̀,gbìmọ̀
consternation,idaamu,ìyàlẹ́nu,ìyàlẹ́nu
contaminate,kontaminesonu,sọ dalábùkù,sọ dalábùkù
contaminated,ti doti,ti sọ dalábùkù,ti sọ dalábùkù
contaminates,contaminates,sọ dalábùkù,sọ dalábùkù
contaminating,kontaminesonu,ń sọ dalábùkù,ń sọ dalábùkù
contamination,kontaminesonu,ìsọdalábùkù,ìsọdalábùkù
contemptible,ẹgan,ẹ̀gàn,ẹ̀gàn
contention,ariyanjiyan,àríyànjiyàn,àríyànjiyàn
contort,contort,yí,yí
contortions,contortions,yíyí,yíyí
contradict,tako,takò,takò
contradiction,ilodi,ìlòdì,ìlòdì
contradictory,ilodi,ìlòdì,ìlòdì
contrariness,ilodiwọn,ìlòdì,ìlòdì
contravene,ilodi si,ìlòdì sí,ìlòdì sí
contrive,ṣe ilana,ṣe ìlànà,ṣe ìlànà
contrived,ti pinnu,ti pinnu,ti pinnu
controversy,àríyànjiyàn,àríyànjiyàn,àríyànjiyàn
convoluted,convoluted,ẹjọ́,ẹjọ́
corrode,ibajẹ,ìbàjẹ́,ìbàjẹ́
corrosion,ipata,ìpátá,ìpátá
corrosions,ipata,àwọn ìpátá,àwọn ìpátá
corrosive,ibajẹ,ìbàjẹ́,ìbàjẹ́
corrupt,ibajẹ,bàjẹ́,bàjẹ́
corrupted,ti bajẹ,ti bàjẹ́,ti bàjẹ́
corrupting,ibajẹ,ń bàjẹ́,ń bàjẹ́
corruption,iwa ibaje,ìbàjẹ́,ìbàjẹ́
corrupts,ibajẹ,bàjẹ́,bàjẹ́
corruptted,ibajẹ,ti bàjẹ́,ti bàjẹ́
costlier,iye owo,wọ́n,wọ́n
counter-productive,counter-productive,àtakò,àtakò
counterproductive,alaileso,aláìléso,aláìléso
coupists,awọn ọlọtẹ,àwọn ọlọ́tẹ̀,àwọn ọlọ́tẹ̀
covetous,ojukokoro,ojúkòkòrò,ojúkòkòrò
crabby,crabby,ìkórìíra,ìkórìíra
crack,kiraki,sán,sán
cracked,sisan,ti sán,ti sán
cracks,dojuijako,sán,sán
craftily,arekereke,àrékérekè,àrékérekè
craftly,arekereke,àrékérekè,àrékérekè
crafty,arekereke,àrékérekè,àrékérekè
cramped,híhá,híhá,híhá
cramping,cramping,híhá,híhá
cranky,cranky,àìlera,àìlera
crappy,inira,ìnira,ìnira
craps,craps,aayò,aayò
crashed,kọlu,ti kọlù,ti kọlù
crashes,awọn ijamba,àwọn ìjàmbá,àwọn ìjàmbá
crashing,jamba,ìjàmbá,ìjàmbá
crass,crass,ìsọkúsọ,ìsọkúsọ
craven,craven,ojo,ojo
cravenly,cravenly,ojo,ojo
craze,ifẹkufẹ,ìṣiwèrè,ìṣiwèrè
crazily,iyalenu,ìṣiwèrè,ìṣiwèrè
craziness,aṣiwere,ìṣiwèrè,ìṣiwèrè
creak,creak,ìró,ìró
creaking,creaking,ìró,ìró
creaks,creaks,ìró,ìró
credulous,alaigbagbọ,aláìmọ̀kan,aláìmọ̀kan
creep,nrakò,rákò,rákò
creeping,ti nrakò,ń rákò,ń rákò
creeps,creeps,rákò,rákò
creepy,ti irako,ìrákò,ìrákò
crept,jijo,rá,rá
cringe,kigbe,kígbe,kígbe
cringed,cringed,kígbe,kígbe
cringes,cringes,kígbe,kígbe
cripple,arọ,arọ,arọ
crippled,arọ,arọ,arọ
cripples,arọ,àwọn arọ,àwọn arọ
crippling,arọ,rọ,rọ
critical,lominu ni,ṣe pàtàkì,ṣe pàtàkì
criticisms,alariwisi,àríwísí,àríwísí
cronyism,cronyism,Ojú ìṣáájú,Ojú ìṣáájú
crook,akàn,ẹlẹ́tàn,ẹlẹ́tàn
crooked,wíwọ́,ẹlẹ́tàn,ẹlẹ́tàn
crooks,awọn ẹlẹtan,àwọn ẹlẹ́tàn,àwọn ẹlẹ́tàn
crowded,gbọran,agbo ènìyàn púpọ̀,agbo ènìyàn púpọ̀
crowdedness,opo eniyan,ọ̀pọ̀ ènìyàn,ọ̀pọ̀ ènìyàn
crude,robi,rọ̀bì,rọ̀bì
crueler,onibajẹ,burú jáì,burú jáì
cruelest,ìkà,ìkà,ìkà
cruelly,ìkà,ìkà,ìkà
cruelness,ìkà,ìkà,ìkà
cruelties,ìkà,ìkà,ìkà
crumble,isisile,fọ́,fọ́
crumbling,isubu,ìṣubú,ìṣubú
crummy,eruku,kò dára,kò dára
crumple,erupẹ,wó,wó
crumpled,ti fọ,ti wó,ti wó
crumples,crumples,wó,wó
culpable,ẹlẹṣẹ,ẹlẹ́sẹ̀,ẹlẹ́sẹ̀
culprit,ẹlẹṣẹ,ẹlẹ́sẹ̀,ẹlẹ́sẹ̀
cumbersome,cumbersome,le,le
cunts,awọn ẹgàn,àwọn ẹ̀gàn,àwọn ẹ̀gàn
cuplrit,agolo,ọ̀daràn,ọ̀daràn
cursed,eegun,èègún,èègún
curses,awọn eegun,àwọn èègún,àwọn èègún
curt,kuru,gé kúrú,gé kúrú
cuss,cuss,gégùn-ún,gégùn-ún
cussed,cussed,ti gégùn-ún,ti gégùn-ún
cutthroat,ọgbẹ ọgbẹ,apànìyàn,apànìyàn
d*mn,d*mn,dálẹ́bi,dálẹ́bi
damaged,ti bajẹ,bàjẹ́,bàjẹ́
damaging,biba,ń bàjẹ́,ń bàjẹ́
damnable,ẹlẹbi,ẹlẹ́bi,ẹlẹ́bi
damnably,lairotẹlẹ,ẹlẹ́bi,ẹlẹ́bi
damnation,idalẹjọ,ìdálẹ́bi,ìdálẹ́bi
damning,ẹlẹṣẹ,ìdálẹ́bi,ìdálẹ́bi
damper,rọ,asàyẹ̀wò,asàyẹ̀wò
dangerous,ewu,léwu,léwu
dangerousness,ewu,ewu,ewu
dark,okunkun,ṣókùnkùn,ṣókùnkùn
darken,ṣokunkun,ṣókùnkùn,ṣókùnkùn
darkened,ṣokunkun,ṣókùnkùn,ṣókùnkùn
darker,ṣokunkun julọ,ṣókùnkùn jùlọ,ṣókùnkùn jùlọ
dastard,dastard,òpè,òpè
dastardly,dastardly,òpè,òpè
daunt,daunt,dààmú,dààmú
daunting,ìdààmú,ìdààmú,ìdààmú
dauntingly,dauntingly,ìdààmú,ìdààmú
dawdle,adura,fàkókò ṣòfò,fàkókò ṣòfò
daze,daze,ipò ìrújú,ipò ìrújú
dazed,dazed,ipò ìrújú,ipò ìrújú
deadbeat,iku,ajigbèsè,ajigbèsè
deadly,oloro,olóró,olóró
deadweight,apọju,àpọ̀jù,àpọ̀jù
deaf,adití,adití,adití
dearth,ìyàn,ìyàn,ìyàn
debase,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
debasement,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
debaser,ẹlẹgbin,arẹ̀wẹ̀sì,arẹ̀wẹ̀sì
debatable,ariyanjiyan,àríyànjiyàn,àríyànjiyàn
debauch,debauch,bàjẹ́,bàjẹ́
debaucher,oniwa ibajẹ,oníwà ìbàjẹ́,oníwà ìbàjẹ́
debauchery,iwa ibaje,ìwà ìbàjẹ́,ìwà ìbàjẹ́
debilitate,ailera,àìlera,àìlera
debilitating,ailera,àìlera,àìlera
debility,ailera,àìlera,àìlera
debts,gbese,gbèsè,gbèsè
decadence,ibajẹ,ìbàjẹ́,ìbàjẹ́
decadent,decadent,ẹlẹ́sẹ̀,ẹlẹ́sẹ̀
decay,Ibajẹ,bàjẹ́,bàjẹ́
decayed,ibajẹ,ti bàjẹ́,ti bàjẹ́
deceitfully,arekereke,àrékérekè,àrékérekè
deceitfulness,arekereke,àrékérekè,àrékérekè
deceiver,ẹlẹtan,ẹlẹ́tàn,ẹlẹ́tàn
deceivers,awọn ẹlẹtàn,àwọn ẹlẹ́tàn,àwọn ẹlẹ́tàn
deceptive,ẹlẹtan,ẹlẹ́tàn,ẹlẹ́tàn
deceptively,etan,ẹlẹ́tàn,ẹlẹ́tàn
declaim,kede,kéde,kéde
decline,kọ silẹ,kọ̀ sílẹ̀,kọ̀ sílẹ̀
declines,kọ silẹ,kọ̀ sílẹ̀,kọ̀ sílẹ̀
declining,dinku,ń kọ̀ sílẹ̀,ń kọ̀ sílẹ̀
decrement,idinku,ìdínkù,ìdínkù
decrepit,idinku,ìdínkù,ìdínkù
decrepitude,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
decry,kọ,kọ̀,kọ̀
defamation,itiju,ìbanilórúkọjẹ́,ìbanilórúkọjẹ́
defamations,awọn ẹgan,ìbanilórúkọjẹ́,ìbanilórúkọjẹ́
defamatory,ibajẹ,ìbàjẹ́,ìbàjẹ́
defame,ailokiki,àìlókìkí,àìlókìkí
defective,alebuwọn,alábàwọ́n,alábàwọ́n
defensive,igbeja,ìgbèjà,ìgbèjà
defiance,alaigbọran,ìpèníjà,ìpèníjà
defiantly,alaigbọran,ìpèníjà,ìpèníjà
deficiencies,aipe,àìpé,àìpé
deficiency,aipe,àìpé,àìpé
deficient,alaini,aláìní,aláìní
defile,ẹlẹgbin,sọ dẹ̀gbin,sọ dẹ̀gbin
defiler,ẹlẹgbin,asọdẹ̀gbin,asọdẹ̀gbin
deform,idibajẹ,ìdíbàjẹ́,ìdíbàjẹ́
deformed,dibajẹ,díbàjẹ́,díbàjẹ́
defrauding,jìbìtì,jìbìtì,jìbìtì
defunct,parun,kú,kú
defy,ẹgan,ìpèníjà,ìpèníjà
degenerate,dibajẹ,díbàjẹ́,díbàjẹ́
degenerately,degenerately,ìdíbàjẹ́,ìdíbàjẹ́
degeneration,idibajẹ,ìdíbàjẹ́,ìdíbàjẹ́
degradation,ibaje,ìbàjẹ́,ìbàjẹ́
degrading,abuku,àbùkù,àbùkù
degradingly,irẹlẹ,ìtàbùkù,ìtàbùkù
dehumanization,isọdọmọ eniyan,àìnífọmọnìyànṣe,àìnífọmọnìyànṣe
deign,deign,tàbùkù,tàbùkù
dejectedly,ibanuje,ìbànújẹ́,ìbànújẹ́
dejection,ibanuje,ìbànújẹ́,ìbànújẹ́
delaying,idaduro,ń dá dúró,ń dá dúró
delays,idaduro,ìdádúró,ìdádúró
delinquency,aiṣedeede,àìṣedéédé,àìṣedéédé
delinquent,ẹlẹṣẹ,àìṣedéédé,àìṣedéédé
delirious,ẹlẹgàn,ayọ̀ ayọ̀jù,ayọ̀ ayọ̀jù
delirium,delirium,àrùn ọpọlọ,àrùn ọpọlọ
delude,arekereke,tàn jẹ,tàn jẹ
deluded,tàn jẹ,tàn jẹ,tàn jẹ
deluge,iṣan omi,ìṣàn omi,ìṣàn omi
delusion,etan,ẹ̀tàn,ẹ̀tàn
delusional,itanjẹ,ìtànjẹ,ìtànjẹ
delusions,etan,ẹ̀tàn,ẹ̀tàn
demean,irẹlẹ,rẹ̀ sílẹ̀,rẹ̀ sílẹ̀
demeaning,itiju,ìrẹ̀sílẹ̀,ìrẹ̀sílẹ̀
demise,ìparun,ikú,ikú
demolish,wó lulẹ̀,wó lulẹ̀,wó lulẹ̀
demolisher,apanirun,apanirun,apanirun
demon,ànjọ̀nú,àǹjọ̀ọ̀nú,àǹjọ̀ọ̀nú
demonic,eṣu,àǹjọ̀ọ̀nú,àǹjọ̀ọ̀nú
demonize,ẹmi èṣu,sọ dàǹjọ̀ọ̀nú,sọ dàǹjọ̀ọ̀nú
demonized,ẹmi eṣu,ti sọ dàǹjọ̀ọ̀nú,ti sọ dàǹjọ̀ọ̀nú
demonizes,àwọn ẹ̀mí èṣù,sọ dàǹjọ̀ọ̀nú,sọ dàǹjọ̀ọ̀nú
demonizing,ẹ̀mí èṣù,ń sọ dàǹjọ̀ọ̀nú,ń sọ dàǹjọ̀ọ̀nú
demoralize,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
demoralizing,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
demoralizingly,irẹwẹsi,pẹ̀lú ìrẹ̀wẹ̀sì,pẹ̀lú ìrẹ̀wẹ̀sì
denial,kiko,kíkọ̀,kíkọ̀
denigrate,ẹgan,gàn,gàn
dense,ipon,gọ̀,gọ̀
dent,ehin,àpá,àpá
dented,dented,àpá,àpá
dents,ehin,àpá,àpá
denunciate,dajọ,dálẹ́bi,dálẹ́bi
denunciation,ìdálẹ́bi,ìdálẹ́bi,ìdálẹ́bi
denunciations,ìdálẹ́bi,ìdálẹ́bi,ìdálẹ́bi
deplete,parun,parun,parun
deplorable,ìbànújẹ́,ìbànújẹ́,ìbànújẹ́
deplorably,ibanuje,ìbànújẹ́,ìbànújẹ́
deplore,banujẹ,banújẹ́,banújẹ́
deploring,ibanuje,ń banújẹ́,ń banújẹ́
deploringly,ibanuje,ìbànújẹ́,ìbànújẹ́
deprave,ibajẹ,bàjẹ́,bàjẹ́
depraved,ibajẹ,ti bàjẹ́,ti bàjẹ́
depravedly,depravedly,ìbàjẹ́,ìbàjẹ́
deprecate,yọ kuro,kọ̀,kọ̀
depress,ibanujẹ,banújẹ́,banújẹ́
depressingly,ibanujẹ,ìbànújẹ́,ìbànújẹ́
depression,ibanujẹ,ìbànújẹ́,ìbànújẹ́
depressions,ibanujẹ,ìbànújẹ́,ìbànújẹ́
deprive,dina,dínà,dínà
deprived,finnufindo,ti dínà,ti dínà
derisive,ẹlẹtan,ẹlẹ́tàn,ẹlẹ́tàn
derisively,ni itara,ẹlẹ́tàn,ẹlẹ́tàn
derisiveness,itagiri,ẹlẹ́tàn,ẹlẹ́tàn
derogatory,ẹlẹgàn,ẹlẹ́gàn,ẹlẹ́gàn
desecrate,sọ ara di aláìmọ́,sọ ara di aláìmọ́,sọ ara di aláìmọ́
desert,aṣálẹ̀,aṣálẹ̀,aṣálẹ̀
desertion,asasala,sọ daṣálẹ̀,sọ daṣálẹ̀
desiccate,gbẹ,gbẹ,gbẹ
desiccated,desiccated,ti gbẹ,ti gbẹ
desititute,alaini,ṣaláìní,ṣaláìní
desolate,dahoro,dahoro,dahoro
desolately,desolately,dahoro,dahoro
desolation,idahoro,ìdahoro,ìdahoro
despairingly,nireti,àìnírètí,àìnírètí
desperation,àìnírètí,àìnírètí,àìnírètí
despicable,ẹlẹgàn,ẹlẹ́gàn,ẹlẹ́gàn
despicably,laibikita,ẹlẹ́gàn,ẹlẹ́gàn
despise,gàn,gàn,gàn
despised,kẹgàn,kẹ́gàn,kẹ́gàn
despoil,ikogun,ìkógun,ìkógun
despoiler,apanirun,akógun,akógun
despondence,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
despondency,irẹwẹsi,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
despondently,aibanujẹ,ìrẹ̀wẹ̀sì,ìrẹ̀wẹ̀sì
despot,despot,afipáṣàkóso,afipáṣàkóso
despotic,despotic,ìfipáṣàkóso,ìfipáṣàkóso
despotism,ifẹkufẹ,ìfipáṣàkóso,ìfipáṣàkóso
destabilisation,iparun,ipò àìfìdímúlẹ̀,ipò àìfìdímúlẹ̀
destains,yẹ,yà,yà
destitute,alaini,ṣàìní,ṣàìní
destitution,ipadanu,ṣàìní,ṣàìní
destroyer,apanirun,apanirun,apanirun
desultory,desultory,àìlétò,àìlétò
deter,dena,dènà,dènà
deteriorate,bajẹ,bàjẹ́,bàjẹ́
deteriorating,ibajẹ,ń bàjẹ́,ń bàjẹ́
deterioration,ibajẹ,ìbàjẹ́,ìbàjẹ́
deterrent,idena,ìdènà,ìdènà
detest,irira,kórìíra,kórìíra
detestable,irira,ìríra,ìríra
detestably,irira,ìríra,ìríra
detested,ìríra,ti kórìíra,ti kórìíra
detesting,irira,ń kórìíra,ń kórìíra
detests,ìríra,kórìíra,kórìíra
detract,dena,yọ kúrò,yọ kúrò
detracted,detracted,ti yọ kúrò,ti yọ kúrò
detracting,detracting,ń yọ kúrò,ń yọ kúrò
detraction,iyọkuro,ìyọkúrò,ìyọkúrò
detracts,detracts,yọ kúrò,yọ kúrò
detriment,ipalara,ìpalára,ìpalára
detrimental,ipalara,nìpalára,nìpalára
devastates,pupo,ṣé ìpalára,ṣé ìpalára
devastatingly,pupo,nìpalára,nìpalára
devastation,iparun,ìpalára,ìpalára
deviate,yapa,yapa,yapa
deviation,iyapa,ìyapa,ìyapa
devil,bìlísì,èṣù,èṣù
devilish,esu,ní èṣù,ní èṣù
devilishly,eṣu,ní èṣù,ní èṣù
devilment,esu,ìwà bí èṣù,ìwà bí èṣù
devilry,esu,ìwà ìkà,ìwà ìkà
devious,arekereke,àrékérekè,àrékérekè
deviously,arekereke,àrékérekè,àrékérekè
deviousness,arekereke,àrékérekè,àrékérekè
devoid,alaini,ṣàìní,ṣàìní
diabolic,diabolic,ajẹméṣù,ajẹméṣù
diabolical,diabolical,ajẹméṣù,ajẹméṣù
diabolically,diabolically,ajẹméṣù,ajẹméṣù
diametrically,iwọn ila opin,ìwọn ìlà òpin,ìwọn ìlà òpin
diappointed,diappointed,já kulẹ̀,já kulẹ̀
diatribe,diatribe,ìbanilórúkọ jẹ́,ìbanilórúkọ jẹ́
diatribes,diatribes,ìbanilórúkọ jẹ́,ìbanilórúkọ jẹ́
dictator,apanirun,apàṣẹ,apàṣẹ
dictatorial,dictatorial,apàṣẹ,apàṣẹ
die-hard,kú-lile,ìgbìyànjú aláìlẹ́gbẹ́,ìgbìyànjú aláìlẹ́gbẹ́
dies,kú,kú,kú
difficulties,awọn iṣoro,àwọn ìṣòro,àwọn ìṣòro
difficulty,iṣoro,ìṣòro,ìṣòro
diffidence,iyatọ,ìyàtọ̀,ìyàtọ̀
dilapidated,dipidated,ti parun,ti parun
dilly-dally,dilly-dally,fi jáfara,fi jáfara
dim,baibai,bàìbàì,bàìbàì
dimmer,dimmer,bàìbàì,bàìbàì
din,din,ariwo ńlá,ariwo ńlá
ding,dinging,ìjákulẹ̀,ìjákulẹ̀
dings,dings,jákulẹ̀,jákulẹ̀
dinky,dinky,kéré sì rẹwà,kéré sì rẹwà
direly,taara,léwu,léwu
direness,àtọgbẹ,léwu,léwu
dirtbag,apo idoti,àpò ìdọ̀tí,àpò ìdọ̀tí
dirtbags,awọn apo idoti,àwọn àpò ìdọ̀tí,àwọn àpò ìdọ̀tí
dirts,idọti,ìdọ̀tí,ìdọ̀tí
disable,mu ṣiṣẹ,abirùn,abirùn
disabled,alaabo,abirùn,abirùn
disaccord,disaccord,àìníṣọ̀kan,àìníṣọ̀kan
disadvantageous,alailanfani,aláìláǹfààní,aláìláǹfààní
disadvantages,alailanfani,aláìláǹfààní,aláìláǹfààní
disaffect,alailanfani,aláìnípa,aláìnípa
disaffected,aibanujẹ,àìnípa,àìnípa
disaffirm,jẹwọ,takò,takò
disagree,koo,kọ̀,kọ̀
disagreeable,aiyedeede,àìyedè,àìyedè
disagreeably,iyapa,ìyapa,ìyapa
disagreed,koo,kọ̀,kọ̀
disagreeing,àríyànjiyàn,àríyànjiyàn,àríyànjiyàn
disagreement,aiyede,àìyedè,àìyedè
disagrees,ko gba,kò gbà,kò gbà
disallow,gba laaye,kò gbà láàyè,kò gbà láàyè
disapointed,ti ko ni imọran,já kulẹ̀,já kulẹ̀
disapointing,aifọwọyi,ń já kulẹ̀,ń já kulẹ̀
disapointment,aifọwọyi,ìjákulẹ̀,ìjákulẹ̀
disappointingly,itiniloju,ìjákulẹ̀,ìjákulẹ̀
disapprobation,idasilẹ,ìkìlọ̀,ìkìlọ̀
disapproval,alaigbọwọ,àìfọwọ́sí,àìfọwọ́sí
disapprove,ko gba,kò gbà,kò gbà
disapproving,alaigbagbọ,àìfọwọ́sí,àìfọwọ́sí
disarm,ohun ija,mú ohun ìjà kúrò,mú ohun ìjà kúrò
disarray,disarray,ìdààmú,ìdààmú
disasterous,ajalu,àjálù,àjálù
disastrously,ajalu,àjálù,àjálù
disavow,yọkuro,kọ̀ sílẹ̀,kọ̀ sílẹ̀
disavowal,idasilẹ,ìkọ̀sílẹ̀,ìkọ̀sílẹ̀
disbelief,aigbagbọ,àìgbàgbọ́,àìgbàgbọ́
disbeliever,alaigbagbọ,aláìgbàgbọ́,aláìgbàgbọ́
disclaim,sẹ,sẹ́,sẹ́
discombobulate,discombobulate,rújú,rújú
discomfit,discomfit,pinlẹ́mìnín,pinlẹ́mìnín
discomfititure,aiṣedeede,ìpinlẹ́mìnín,ìpinlẹ́mìnín
discomfort,aibanujẹ,àìbàlẹ̀ ọkàn,àìbàlẹ̀ ọkàn
discompose,yọ kuro,dàrú,dàrú
disconcert,disconcert,dàrú,dàrú
disconcerted,disconcerted,ti dàrú,ti dàrú
disconcerting,disconcerting,ìdàrú,ìdàrú
disconcertingly,lainidii,pẹ̀lú ìdàrú,pẹ̀lú ìdàrú
disconsolately,disconsolately,àìfọkànbalẹ̀,àìfọkànbalẹ̀
discontent,ainitẹlọrun,àìnìtẹ̀ẹ́lọ́rùn,àìnìtẹ̀ẹ́lọ́rùn
discontentedly,ainitẹlọrun,àìnìtẹ̀ẹ́lọ́rùn,àìnìtẹ̀ẹ́lọ́rùn
discontinued,dawọ duro,dáwọ́ dúró,dáwọ́ dúró
