translatedText,text
dara julọ,finest
ṣinṣin,firmer
akọkọ-kilasi,first-class
akọkọ-ni-kilasi,first-in-class
akọkọ-oṣuwọn,first-rate
flashy,flashy
alafẹfẹ,flatter
ipọnni,flattering
pẹlẹbẹ,flatteringly
ijuwe,flawless
ijuwe,flawlessly
irọrun,flexibility
rọ,flexible
gbilẹ,flourish
gbilẹ,flourishing
lagbaye,fluent
fifa,flutter
pelu ife,fondly
aṣiwère,foolproof
ṣaaju,foremost
awotẹlẹ,foresight
formidable,formidable
igboya,fortitude
fortuitous,fortuitous
lojiji,fortuitously
da,fortunately
orire,fortune
olóòórùn dídùn,fragrant
ni ominira,freed
awọn ominira,freedoms
titun,fresher
titun julọ,freshest
ore,friendliness
ṣiṣan,frolic
frugal,frugal
eso,fruitful
imuse,fulfillment
ojo iwaju,futurestic
ojo iwaju,futuristic
alafia,gaiety
gaily,gaily
ere,gainful
ni ere,gainfully
ọpọlọpọ,galore
geekier,geekier
geeky,geeky
tiodaralopolopo,gem
fadaka,gems
ilawo,generosity
lawọ,generously
oloye,genius
Onírẹlẹ,gentle
oninuure,gentlest
ojulowo,genuine
ebun,gifted
dunnu,gladden
inu didun,gladly
idunnu,gladness
pelu idunnu,gleefully
glimmer,glimmer
glimmering,glimmering
glisten,glisten
didan,glistening
didan,glitter
glitz,glitz
yin ogo,glorify
ologo,gloriously
tàn,glow
didan,glowing
glowingly,glowingly
olorun,god-given
ọlọrun-firanṣẹ,god-send
olorun,godlike
goolu,gold
wura,golden
daadaa,goodly
ife -rere,goodwill
goood,goood
gooood,gooood
alayeye,gorgeous
alayeye,gorgeously
oore -ọfẹ,graceful
laanu,gracefully
oore -ofe,graciously
oore -ofe,graciousness
titobi,grandeur
o ṣeun,gratefully
gratified,gratified
gratifies,gratifies
itẹlọrun,gratify
itelorun,gratifying
inu didun,gratifyingly
ọpẹ,gratitude
titobi,greatness
rẹrin,grin
ti ilẹ,groundbreaking
itoni,guidance
alailẹṣẹ,guiltless
gumu,gumption
gush,gush
inu didun,gusto
gutsy,gutsy
halcyon,halcyon
hale,hale
hallmark,hallmark
hallmarks,hallmarks
mimọ,hallowed
afọwọṣe,handier
ni ọwọ,handily
ọwọ-isalẹ,hands-down
Arewa okunrin,handsome
dara julọ,handsomely
ni ọwọ,handy
idunnu,happier
inudidun,happily
sise taratara,hard-working
laiseniyan,harmless
isokan,harmonious
ni ibamu,harmoniously
múra,harmonize
isokan,harmony
iwaju,headway
larada,heal
ni ilera,healthful
gbokanle,hearten
moriwu,heartening
tọkàntọkàn,heartily
inu didun,heartwarming
iranwo,helped
akọni,heroically
akọni obinrin,heroine
akọni,heroize
heros,heros
Oniga nla,high-quality
ga-ẹmí,high-spirited
mimo,holy
ibowo,homage
otitọ,honesty
ọlọla,honorable
hooray,hooray
aájò àlejò,hospitable
gbona,hot
hotcake,hotcake
hotcakes,hotcakes
to gbona gan,hottest
eda eniyan,humane
onirẹlẹ,humble
irele,humility
humorously,humorously
bojumu,ideal
idealize,idealize
apere,ideally
òrìṣà,idol
oriṣa,idolize
oriṣa,idolized
idyllic,idyllic
tan imọlẹ,illuminate
illuminati,illuminati
tan imọlẹ,illuminating
itanna,illumine
ọlọla,illustrious
ilu,ilu
imaculate,imaculate
arojinle,imaginative
alaimo,immaculate
ailabawọn,immaculately
laini,immense
ojúsàájú,impartial
ojúsàájú,impartiality
lai ṣe ojuṣaaju,impartially
impassioned,impassioned
alailagbara,impeccable
impeccably,impeccably
iwunilori,impressively
iwunilori,impressiveness
awọn ilọsiwaju,improvements
alaragbayida,incredible
iyalẹnu,incredibly
gbese,indebted
olukuluku,individualized
itẹlọrun,indulgence
indulgent,indulgent
aisimi,industrious
ailopin,inestimable
inestimably,inestimably
ilamẹjọ,inexpensive
ailagbara,infallibility
alailese,infallible
alailese,infallibly
ọlọgbọn,ingenious
ingeniously,ingeniously
ọgbọn,ingenuity
ologbon,ingenuous
ọgbọn,ingenuously
alailẹṣẹ,innocuous
inpressed,inpressed
awotunwo,insightful
ni oye,insightfully
lesekese,instantly
ẹkọ,instructive
irinse,instrumental
ese,integral
ese,integrated
oye,intelligence
ni oye,intelligible
ibaramu,intimacy
timotimo,intimate
intrigue,intrigue
iditẹ,intriguing
iditẹ,intriguingly
ogbon inu,intuitive
ti koṣe,invaluable
ti koṣe,invaluablely
oniwa,inventive
fi agbara mu,invigorate
imagbara,invigorating
ailagbara,invincibility
aidibaje,inviolable
alailagbara,inviolate
ti ko ṣe rọpo,irreplaceable
irreproachable,irreproachable
alailagbara,irresistibly
oro-free,issue-free
bakan-sisọ,jaw-droping
bakan-sisọ,jaw-dropping
jollify,jollify
ayo,joyously
jubilantly,jubilantly
jubilate,jubilate
ayọ,jubilation
jubiliant,jubiliant
onidajọ,judicious
olododo,justly
tọkàntọkàn,keenly
itara,keenness
ore-omo,kid-friendly
inurere,kindliness
jowo,kindly
inurere,kindness
oye,knowledgeable
agbara-nla,large-capacity
yin,laud
iyin,laudable
laudably,laudably
lavish,lavish
lavishly,lavishly
ti o faramọ ofin,law-abiding
t’olofin,lawful
lawfully,lawfully
asiwaju,lead
asiwaju,leading
nyorisi,leads
tẹẹrẹ,lean
mu,led
arosọ,legendary
idogba,leverage
levity,levity
igbala,liberate
itusile,liberation
ominira,liberty
imole okan,light-hearted
fẹẹrẹfẹ,lighter
feran,likable
fẹran,liking
kiniun,lionhearted
mogbonwa,logical
gun lasting,long-lasting
lovably,lovably
iferan,loveliness
ololufe,lover
fẹràn,loves
owo pooku,low-cost
iye owo kekere,low-price
owo-kekere,low-priced
ewu kekere,low-risk
idiyele kekere,lower-priced
lucid,lucid
lucidly,lucidly
olore,luckier
orire julọ,luckiest
oriire,luckiness
ti ere,lucrative
imole,luminous
ọti,lush
luster,luster
ifẹkufẹ,lustrous
adun,luxuriant
igbadun,luxuriate
adun,luxurious
adun,luxuriously
igbadun,luxury
ohun orin,lyrical
idan,magic
idan,magical
nla,magnanimous
magnanimously,magnanimously
titobi,magnificence
nkanigbega,magnificent
lọpọlọpọ,magnificently
ọlanla,majestic
ọlanla,majesty
ṣakoso,manageable
maneuverable,maneuverable
yà,marveled
yà,marvelled
iyanu,marvellous
iyalẹnu,marvelously
iyanu,marvelousness
titunto si,master
ọlọgbọn,masterful
masterfully,masterfully
oluwa,masters
oga,mastery
alailẹgbẹ,matchless
ogbo,maturely
ìbàlágà,maturity
to sese,memorable
aláàánú,merciful
aláàánú,mercifully
anfani,merit
meritorious,meritorious
inu didun,merrily
aladun,merriment
aladun,merriness
moriwu,mesmerize
mesmerized,mesmerized
mesmerizes,mesmerizes
mesmerizing,mesmerizing
mesmerizingly,mesmerizingly
ṣọra,meticulous
ṣọra,meticulously
lagbara,mightily
alagbara,mighty
ero-inu,mind-blowing
iyanu,miracles
iyanu,miraculous
iyanu,miraculously
iyanu,miraculousness
igbalode,modern
iwọntunwọnsi,modest
ìmẹ̀tọ́mọ̀wà,modesty
pataki,momentous
monumental,monumental
monumentally,monumentally
iwa rere,morality
olona-idi,multi-purpose
kiri,navigable
afinju,neat
afinju,neatest
afinju,neatly
daradara,nicely
dara julọ,nicer
dara julọ,nicest
nimble,nimble
ọlọla,nobly
ariwo,noiseless
ti kii ṣe iwa-ipa,non-violence
ti kii ṣe iwa-ipa,non-violent
ni pataki,notably
ohun akiyesi,noteworthy
ifunni,nourish
ifunni,nourishing
ounje,nourishment
aratuntun,novelty
títọ́jú,nurturing
asale,oasis
aimọkan,obsession
ifẹ afẹju,obsessions
gba,obtainable
ni gbangba,openly
ìmọ,openness
ti aipe,optimal
olówó,opulent
letoleto,orderly
ipilẹṣẹ,originality
outdo,outdo
ti kọja,outdone
aṣeju,outperform
outperformed,outperformed
aṣeju,outperforming
ṣe àṣejù,outperforms
ita gbangba,outshine
outshone,outshone
ologbon,outsmart
titayọ,outstandingly
outstrip,outstrip
outwit,outwit
igbega,ovation
mu,overtake
ti bori,overtaken
overtakes,overtakes
overtaking,overtaking
mu,overtook
overture,overture
laisi irora,pain-free
laini irora,painless
laisi irora,painlessly
palapala,palatial
pamper,pamper
pampered,pampered
pamperedly,pamperedly
pamperedness,pamperedness
pampers,pampers
panoramic,panoramic
pataki julọ,paramount
ife gidigidi,passion
ni itara,passionately
s patienceru,patience
alaisan,patient
suuru,patiently
onilu,patriot
ti orilẹ -ede,patriotic
alaafia,peaceable
awọn alafia,peacekeepers
eso pishi,peach
alailẹgbẹ,peerless
pep,pep
pepped,pepped
pepping,pepping
peppy,peppy
peps,peps
pipé,perfection
iyọọda,permissible
ìfaradà,perseverance
farada,persevere
awọn eniyan,personages
ti ara ẹni,personalized
iyalẹnu,phenomenal
lasan,phenomenally
ibowo,piety
ṣonṣo,pinnacle
playfully,playfully
igbadun,pleasantly
wù,pleases
tenilorun,pleasing
tenilorun,pleasingly
igbadun,pleasurable
igbadun,pleasurably
lọpọlọpọ,plentiful
pluss,pluses
edidan,plush
pluss,plusses
ewì,poetic
akéwì,poeticize
farapa,poignant
ìfaradà,poise
ni imurasilẹ,poised
didan,polished
niwa rere,polite
ọmọluwabi,politeness
šee gbe,portable
posh,posh
rere,positives
ni agbara,powerfully
iyin,praiseworthy
iṣaaju,pre-eminent
iyebiye,precious
kongẹ,precise
gbọgán,precisely
pataki,preeminent
fẹ,prefer
preferable,preferable
pelu,preferably
prefered,prefered
fẹran,preferes
fẹran,preferring
prefers,prefers
alakoko,premier
ola,prestige
ti o niyi,prestigious
prettily,prettily
ti ko ni idiyele,priceless
igberaga,pride
ìlànà,principled
anfaani,privilege
joju,prize
laisi iṣoro,problem-free
iṣoro-iṣoro,problem-solver
prodigious,prodigious
prodigiously,prodigiously
alaragbayida,prodigy
iṣelọpọ,productive
productively,productively
alamọdaju,proficient
daradara,proficiently
ijinle,profound
jinle,profoundly
lọpọlọpọ,profuse
afonifoji,profusion
onitẹsiwaju,progressive
lọpọlọpọ,prolific
olokiki,prominence
ni ileri,promising
olupolowo,promoter
kiakia,prompt
kiakia,promptly
yẹ,proper
daradara,properly
propitious,propitious
propitiously,propitiously
aleebu,pros
ṣe rere,prosper
aisiki,prosperity
prospros,prospros
aabo,protection
aabo,protective
Fihan,proven
jẹri,proves
ipese,providence
ni tooto,proving
akọni,prowess
ọgbọn,prudence
amoye,prudent
pẹlu ọgbọn,prudently
lásìkò,punctual
funfun,pure
sọ di mimọ,purify
ipinnu,purposeful
quaint,quaint
tóótun,qualified
tóótun,qualify
yiyara,quicker
idakẹjẹ,quiet
dakẹ,quieter
itanna,radiance
tàn,radiant
yiyara,rapid
rapport,rapport
rapt,rapt
raptureous,raptureous
raptureously,raptureously
rapturously,rapturously
onipin,rational
felefele-didasilẹ,razor-sharp
de ọdọ,reachable
ṣeékà,readable
ni imurasilẹ,readily
setan,ready
tun fi idi re mule,reaffirm
imudaniloju,reaffirmation
bojumu,realistic
realizable,realizable
reasonable,reasonable
ni idi,reasonably
ni imọran,reasoned
ifọkanbalẹ,reassurance
gbigba,receptive
gba pada,reclaim
ṣe iṣeduro,recomend
iṣeduro,recommendation
awọn iṣeduro,recommendations
laja,reconcile
ilaja,reconciliation
eto igbasilẹ,record-setting
Bọsipọ,recover
imularada,recovery
atunse,rectification
tunṣe,rectify
atunse,rectifying
rapada,redeem
irapada,redeeming
irapada,redemption
liti,refine
ti won ti refaini,refined
isọdọtun,refinement
atunṣe,reform
ti tunṣe,reformed
atunse,reforming
awọn atunṣe,reforms
sọtun,refresh
tù,refreshed
onitura,refreshing
agbapada,refund
agbapada,refunded
ọba,regal
iforukọsilẹ,regally
iyi,regard
inu didun,rejoicingly
sọji,rejuvenate
atunse,rejuvenated
rejuvenating,rejuvenating
ronupiwada,relent
gbẹkẹle,reliable
gbẹkẹle,reliably
iderun,relief
gbadun,relish
iyalẹnu,remarkably
atunse,remedy
idariji,remission
san owo sisan,remunerate
atunṣe,renaissance
lotun,renewed
ogbontarigi,renown
ogbontarigi,renowned
rọpo,replaceable
olokiki,reputable
loruko,reputation
resilient,resilient
resound,resound
ariwo,resounding
ologbon,resourceful
olufulnessewadi,resourcefulness
ibowo,respect
kasi,respectable
tọwọtọwọ,respectful
tọ̀wọ̀tọ̀wọ̀,respectfully
isinmi,respite
replendent,resplendent
lodidi,responsibly
atunto,restructure
atunto,restructured
atunṣeto,restructuring
amupada,retractable
ṣe ayẹyẹ,revel
ifihan,revelation
ibowo,revere
ibowo,reverence
ibowo,reverent
tọ̀wọ̀tọ̀wọ̀,reverently
sọji,revitalize
isoji,revival
rogbodiyan,revolutionary
rogbodiyan,revolutionize
iyipada,revolutionized
revolutionizes,revolutionizes
ni ere,rewardingly
ọlọrọ,richer
lọpọlọpọ,richly
ọlọrọ,richness
ọtun,right
ọtun,righten
olododo,righteous
olododo,righteously
ododo,righteousness
ni ẹtọ,rightful
titọ,rightfully
titọ,rightly
titọ,rightness
ewu-free,risk-free
apata-irawọ,rock-star
apata-irawọ,rock-stars
rockstar,rockstar
rockstars,rockstars
ifẹ,romantic
romantically,romantically
ṣe ifẹkufẹ,romanticize
yara,roomier
yara,roomy
rosy,rosy
sagacity,sagacity
sagely,sagely
eniyan mimo,saint
iwa mimo,saintliness
mimo,saintly
ikini,salutary
kí,salute
olóye,sane
ni itẹlọrun,satisfactorily
itelorun,satisfactory
ni itẹlọrun,satisfies
ni itẹlọrun,satisfy
itelorun,satisfying
ni itẹlọrun,satisified
olugbala,saver
ifowopamọ,savings
olugbala,savior
oye,savvy
iwoye,scenic
iran,seamless
ti igba,seasoned
ni aabo,securely
yiyan,selective
ipinnu ara ẹni,self-determination
iyì ara ẹni,self-respect
itẹlọrun ara ẹni,self-satisfaction
imotara eni,self-sufficiency
ara-to,self-sufficient
aibale okan,sensation
sensational,sensational
ni imọlara,sensationally
sensations,sensations
ogbon,sensible
ni oye,sensibly
kókó,sensitive
ifokanbale,serenity
didasilẹ,sharp
mu,sharper
didasilẹ,sharpest
dànù,shimmering
dúdú,shimmeringly
tàn,shine
danmeremere,shiny
ipalọlọ,silent
rọrun,simpler
rọrun julọ,simplest
yepere,simplified
simplifies,simplifies
rọrun,simplify
simplifying,simplifying
olorijori,skill
ti oye,skilled
ọlọgbọn,skillful
ogbon,skillfully
slammin,slammin
aso,sleek
logbon,smartly
rerin musẹ,smilingly
lù,smitten
dan,smooth
rọra,smoother
didan,smoothes
danra ju,smoothest
laisiyonu,smoothly
yiyara,snappy
rirọ,snazzy
lawujọ,sociable
asọ,soft
rirọ,softer
itunu,solace
bẹbẹ,solicitous
solicitously,solicitously
itunu,soothingly
oninuure,soulful
daradara,soundly
ìlera,soundness
aláyè gbígbòòrò,spacious
ti iyanu,spectacular
iyanu,spectacularly
yiyara,speedily
yiyara,speedy
isọkusọ,spellbind
isọkusọ,spellbinding
lọkọọkan,spellbindingly
lọkọọkan,spellbound
ẹmí,spiritual
lọpọlọpọ,splendidly
ẹwa,splendor
lẹẹkọkan,spontaneous
ere idaraya,sporty
ailabawọn,spotless
iduroṣinṣin,stability
ṣetọju,stabilize
irin alagbara,stainless
ai-gba,standout
ipinle-ti-ti-aworan,state-of-the-art
ọlọla,stately
ere aworan,statuesque
alagidi,staunch
ni igboya,staunchly
ìfaradà,staunchness
ṣinṣin,steadfastly
iduroṣinṣin,steadfastness
steadiest,steadiest
iduroṣinṣin,steadiness
dada,steady
irawọ,stellar
irawọ,stellarly
stimulative,stimulative
saropo,stirringly
gígùn,straighten
taara,straightforward
ṣiṣan,streamlined
ohun ijqra,striking
idaṣẹ,strikingly
ìjàkadì,striving
iyalẹnu,stunned
yanilenu,stunningly
omugo,stupendous
omugo,stupendously
alagbara,sturdier
lagbara,sturdy
ara,stylish
aṣa,stylishly
aṣa,stylized
suavely,suavely
giga,sublime
ṣe iranlọwọ,subsidize
iranwo,subsidized
subsidizes,subsidizes
iranlowo,subsidizing
pataki,substantive
ṣe aṣeyọri,succeed
ṣe aṣeyọri,succeeded
aṣeyọri,succeeding
ṣe aṣeyọri,succeeds
awọn aṣeyọri,succes
awọn aṣeyọri,successes
ni ifijišẹ,successfully
to,suffice
ti to,sufficed
to,suffices
to,sufficient
to,sufficiently
dara,suitable
lasan,sumptuous
lapapo,sumptuously
apọju,sumptuousness
superbly,superbly
titobi,superiority
rirọ,supple
titobi,supremacy
adajọ,supreme
ti o ga julọ,supremely
supurb,supurb
supurbly,supurbly
bori,surmount
julọ,surpass
tẹriba,surreal
iwalaaye,survival
iduroṣinṣin,sustainability
alagbero,sustainable
iwẹ,swank
swankier,swankier
swankiest,swankiest
ẹlẹgbin,swanky
gbigba,sweeping
didùn,sweeten
ololufe,sweetheart
adun,sweetly
adun,sweetness
yiyara,swiftness
talenti,talent
abinibi,talented
talenti,talents
tunṣe,tantalize
tankalẹ,tantalizing
tantalizingly,tantalizingly
danwo,tempt
danwo,tempting
idanwo,temptingly
tenacious,tenacious
tenaciously,tenaciously
tenacity,tenacity
tutu,tenderly
lasan,terrifically
tinrin,thinner
ni iṣaro,thoughtfully
ironu,thoughtfulness
ọlọrọ,thrift
ọlọrọ,thrifty
dani lorun,thrill
ojlofọndotenamẹ tọn,thrilling
moriwu,thrillingly
awọn igbadun,thrills
ṣe rere,thrive
ti ndagba,thriving
atampako-soke,thumb-up
na ọwọ soke,thumbs-up
tickle,tickle
tunto,tidy
akoko-lola,time-honored
ti akoko,timely
tingle,tingle
titillate,titillate
titillating,titillating
titillatingly,titillatingly
iṣọkan,togetherness
ifarada,tolerable
kii-free,toll-free
ohun ipelegiga,top-notch
oke-didara,top-quality
ohun ipelegiga,topnotch
alakikanju,tough
le,tougher
nira julọ,toughest
isunki,traction
ifokanbale,tranquility
sihin,transparent
lọpọlọpọ,tremendously
ti aṣa,trendy
isegun,triumphal
ni isegun,triumphantly
lasan,trivially
olowoiyebiye,trophy
laini wahala,trouble-free
ipè,trump
ipè,trumpet
gbekele,trusting
igbẹkẹle,trustingly
igbẹkẹle,trustworthiness
igbẹkẹle,trustworthy
igbẹkẹle,trusty
otitọ,truthful
nitootọ,truthfully
otitọ,truthfulness
seju,twinkly
olekenka-agaran,ultra-crisp
alaigbọran,unabashed
lainidi,unabashedly
ti ko ni ipa,unaffected
unassailable,unassailable
unbeatable,unbeatable
aidi,unbound
aiṣododo,uncomplicated
aisedeede,unconditional
ti ko bajẹ,undamaged
alailagbara,undaunted
ni oye,understandable
undisputable,undisputable
undisputably,undisputably
undisputed,undisputed
unencumbered,unencumbered
alaigbagbọ,unequivocal
laiseaniani,unequivocally
alailagbara,unfazed
aiṣedeede,unfettered
ailegbagbe,unforgettable
isokan,unity
ailopin,unlimited
alailẹgbẹ,unparalleled
unquestionable,unquestionable
laiseaniani,unquestionably
otitọ,unreal
ailopin,unrestricted
alailẹgbẹ,unrivaled
aláìmọtara -ẹni -nìkan,unselfish
alaigbọran,unwavering
upbeat,upbeat
upgradable,upgradable
upgradeable,upgradeable
igbegasoke,upgraded
faramo,upheld
gbero,uphold
gbe soke,uplift
igbega,uplifting
igbega soke,upliftingly
igbega,upliftment
oke,upscale
nkan elo,usable
lilo,useable
onirọrun aṣamulo,user-friendly
olumulo-rọpo,user-replaceable
akọni,valiant
akin,valiantly
akọni,valor
niyelori,valuable
orisirisi,variety
jọ́sìn,venerate
verifiable,verifiable
otitọ,veritable
wapọ,versatile
wapọ,versatility
larinrin,vibrantly
asegun,victorious
iṣẹgun,victory
wiwo,viewable
gbigbọn,vigilance
iwa rere,virtue
daradara,virtuously
han gidigidi,vivid
ẹri,vouch
vouchsafe,vouchsafe
igbona,warmer
oninuure,warmhearted
gbona,warmly
daradara,well
daradara-backlit,well-backlit
daradara-iwontunwonsi,well-balanced
ihuwasi daradara,well-behaved
alafia,well-being
daradara-sin,well-bred
ti sopọ daradara,well-connected
daradara-educated,well-educated
daradara-mulẹ,well-established
daradara-fun,well-informed
daradara-intentioned,well-intentioned
daradara-mọ,well-known
daradara-ṣe,well-made
daradara-isakoso,well-managed
iwa rere,well-mannered
ipo to dara,well-positioned
daradara-gba,well-received
daradara-kasi,well-regarded
daradara-yika,well-rounded
daradara-ṣiṣe,well-run
awon ololufe rere,well-wishers
alafia,wellbeing
ta,whoa
tọkàntọkàn,wholeheartedly
ni ilera,wholesome
eni,whooa
wo,whoooa
alagbara,wieldy
setan,willing
tinutinu,willingly
afẹfẹ,windfall
winnable,winnable
bori,winners
ogbon,wisdom
ọlọgbọn,wise
ogbon,wisely
ọlọgbọn,witty
iyalẹnu,wonder
iyalẹnu,wonderfully
iyanu,wonderous
iyanu,wonderously
iyanu,wonders
iyanu,wondrous
iṣẹ,work
ṣiṣẹ,workable
sise,worked
ṣiṣẹ,works
olokiki agbaye,world-famous
tọ-nigba,worth-while
yẹ,worthiness
wulo,worthwhile
wowed,wowed
ariwo,wowing
wows,wows
yay,yay
ìtara,zeal
zenith,zenith
zest,zest
zippy,zippy
abba,abba
lokementioned,abovementioned
pipe,absolute
idariji,absolution
omowe,academic
ijinlẹ,academy
itewogba,acceptable
gbigba,acceptance
ibugbe,accommodation
ifowosowopo,accompaniment
adehun,accord
ojuse,accountability
jiyin,accountable
gbayì,accredited
accueil,accueil
Ace,ace
se aseyori,achieve
ijẹwọ,acknowledgment
gba,acquire
gbigba,acquiring
akrobat,acrobat
igbese,action
gangan,actual
afarape,acuity
mu,adapt
adirẹsi,addresses
dáadáa,adept
deedee,adequacy
idapo,adjunct
admiral,admiral
itẹwọgba,admissible
ijosin,adoration
ilosiwaju,advance
ilosiwaju,advancement
dide,advent
ni imọran,advisable
ni imọran,advise
onimọran,adviser
agbawi,advocacy
darapupo,aesthetic
aesthetics,aesthetics
alafaramo,affiliated
affirmatively,affirmatively
aga,aga
gba,agreeing
ogbin,agriculture
niwaju,ahead
iranlowo,aid
iranlowo,aiding
alabaster,alabaster
gbigbọn,alertness
alimentation,alimentation
allay,allay
ifaramọ,allegiance
allegro,allegro
ran lọwọ,alleviate
iderun,alleviation
ajọṣepọ,allied
Allowable,allowable
ifaya,allure
ore,ally
olodumare,almighty
alaafia,aloha
aṣoju,ambassador
okanjuwa,ambition
amin,amen
tunṣe,amend
ṣe atunṣe,amends
aforiji,amnesty
amour,amour
oluyanju,analyst
oran,anchor
anchorage,anchorage
animate,animate
ti ere idaraya,animated
egboogi,antibiotics
antidote,antidote
antifungal,antifungal
igba atijọ,antique
apakokoro,antiseptic
aplomb,aplomb
aforiji,apologetic
gafara,apologize
aforiji,apology
aposteli,apostle
ifọwọsi,approbation
ifọwọsi,approving
yẹ,apt
agbara,aptitude
archeology,archaeology
aristocracy,aristocracy
aristocratic,aristocratic
ni ihamọra,armed
ihamọra,armor
aroma,aroma
ru soke,arouse
orun,array
aworan,art
isọdọkan,articulation
artisan,artisan
olorin,artiste
iṣẹ ọna,artistic
igoke,ascendancy
ìgoke,ascent
ifẹkufẹ,aspiring
apejọ,assembly
fọwọsi,assent
itenumo,asserting
ran,assist
iranlowo,assistance
ẹlẹgbẹ,associate
assuage,assuage
fidani,assured
awòràwọ̀,astrologer
awòràwọ̀,astronaut
awòràwọ̀,astronomer
ọlọgbọn,astute
elere idaraya,athlete
elere idaraya,athletic
atomu,atom
ètùtù,atone
ètùtù,atonement
asomọ,attachment
de ọdọ,attainable
iyọrisi,attainment
iranṣẹ,attendant
akiyesi,attention
jẹri,attest
agbẹjọro,attorney
ifamọra,attractiveness
imudara,augment
Oṣu Kẹjọ,august
anti,aunt
aura,aura
ododo,authenticity
onkowe,author
ašẹ,authorization
fun ni aṣẹ,authorized
avatar,avatar
ay,ay
aye,aye
Ọmọ,baby
baccalaureate,baccalaureate
iwontunwonsi,balance
Ballad,ballad
onijo,ballet
iwe idibo,ballot
balm,balm
balsam,balsam
àsè,banquet
baptisi,baptism
baptisi,baptismal
bard,bard
agbọn,basketball
ipilẹ,bastion
iwẹ,bath
tan ina,beam
tan ina,beaming
ẹwa,beautification
ibusun,bedrock
Oti bia,beer
yẹ,befitting
ore,befriend
onigbagbo,believing
rere,benign
ibudo,berth
iyawo,betrothed
ilọsiwaju,betterment
nkanmimu,beverage
bibeli,biblical
ede meji,bilingual
ibimọ,birth
ojo ibi,birthday
ibukun,blessed
ibukun,blessings
laini ẹjẹ,bloodless
ṣogo,boast
oluṣọ,bodyguard
ariwo,boisterous
igboya,boldness
bonanza,bonanza
bonne,bonne
bookish,bookish
ile itaja iwe,bookshop
bookworm,bookworm
ire,boon
oore -ofe,bounty
oorun didun,bouquet
opolo,brains
aro,breakfast
iyawo,bridal
iyawo,bride
oko iyawo,bridegroom
iyawo,bridesmaid
brocade,brocade
arakunrin,brother
ẹgbẹ́ ará,brotherhood
owo,buck
ore,buddy
kọ,build
ile,building
bulldog,bulldog
ti ko ni aabo,bulletproof
buoy,buoy
awọn ọkọ akero,buss
agbọ́tí,butler
bota,buttery
buxom,buxom
ariwo,buzz
kabu,cab
minisita,cabinet
kafe,cafe
isiro,calculator
ọmọ malu,calf
Canary,canary
lododo,candid
oludije,candidate
candied,candied
kapitalisimu,capitalist
balogun,captain
iṣẹ,career
ifọwọra,caress
alabojuto,caretaker
karol,carol
kasikedi,cascade
owo,cash
ipinya,categorical
ṣaajo,cater
cathartic,cathartic
Katidira,cathedral
ṣọra,cautious
ṣọra,cautiously
gbajumọ,celebrity
ọrun,celestial
aarin,center
balogun ọrún,centurion
ọpọlọ,cerebral
ayeye,ceremony
idaniloju,certainty
alaga,chairman
alaga,chairwoman
korin,chant
ṣaja,charger
alanu,charity
laya,charmed
iwa mimọ,chastity
iwiregbe,chattering
akosile,checklist
idunnu,cheerfulness
oniwosan,chemist
ṣẹẹri,cherry
ìjòyè,chieftain
ọmọ,child
igba ewe,childhood
kigbe,chirp
chisel,chisel
chocolate,chocolate
yiyan,choice
akorin,choir
akorin,choral
ègbè,chorus
yàn,chosen
akápò,chowder
akoole,chronicle
ẹrin,chuckle
ijo,church
cider,cider
ikọla,circumcision
àyípadà,circumvention
ara ilu,citizen
ilu,civil
ọlaju,civilization
ọlaju,civilized
clairvoyant,clairvoyant
pàtẹ́wọ́,clap
salaye,clarify
kilasika,classical
awọn alailẹgbẹ,classics
sọtọ,classify
afọmọ,cleaning
wẹ,cleanse
ìwẹnumọ,cleansing
kiliaransi,clearance
ko o,clearness
alufaa,clerical
ọgbọn,cleverness
ipari,climax
isunmọtosi,closeness
bíbo,closure
aṣọ,clothe
oniye,clown
iṣọkan,coalition
etikun,coast
ibagbepo,coexist
cogent,cogent
imọ,cognitive
lapapo,collectively
Kononeli,colonel
ti o tobi,colossal
alakoso,commandant
pipaṣẹ,commanding
ṣe iranti,commemorate
iranti,commemoration
iranti,commemorative
asọye,commentator
commodore,commodore
apapọ orilẹ -ede,commonwealth
ibasọrọ,communicate
ibaraẹnisọrọ,communicative
idapo,communion
awujo,community
commutation,commutation
commute,commute
ẹlẹgbẹ,companion
ibamu,compatibility
ọranyan,compelling
isanpada,compensate
isanpada,compensatory
ijafafa,competence
ijafafa,competency
irẹlẹ,complacency
patapata,completely
aṣepari,completeness
ipari,completing
Ipari,completion
ibamu,compliance
iṣọkan,complicity
kq,composed
olupilẹṣẹ,composer
ifokanbale,composure
ni oye,comprehend
ẹlẹgbẹ,comrade
aifọwọyi,concentric
ilaja,conciliation
ipari,concluding
adehun,concord
concordance,concordance
ibanuje,condolence
gba,condone
ti o dara,conducive
elekitiriki,conductivity
ajọṣepọ,confederate
jẹwọ,confess
timo,confirmed
ibamu,conformance
ijọ,congregation
iṣọkan,congruence
onimọran,connoisseur
ẹri -ọkan,conscience
imoye,consciousness
ìyàsímímọ́,consecration
itoju,conservation
se itoju,conserve
akude,considerable
aitasera,consistency
console,console
konsonanti,consonant
iduroṣinṣin,constancy
ibakan,constant
t'olofin,constitutional
kọ,construct
olubasọrọ,contact
iṣaro,contemplation
