translatedText,text
mkpọmkpọ ebe,ruins
sabotage,sabotage
mwute,sad
mwute,sadden
na -ewute ya,saddened
dị mwute,sadly
sappy,sappy
njakịrị,sarcastic
wayo,scam
wayo,scams
asịrị,scandal
dị egwu,scandalous
asịrị,scandals
ewu ewu,scapegoat
ndị uwe ojii,scapegoats
egwu,scare
egwu,scared
egwu,scary
obi abụọ,sceptical
ịba mba,scold
nlelị,scorn
nlelị,scornful
tie mkpu,scream
tiri mkpu,screamed
iti mkpu,screaming
mkpu,screams
kposara,screwed
agbajiri,screwed up
mgbawa,scumbag
ịgba ọchịchị mgba okpuru,sedition
ịgba ọchịchị mgba okpuru,seditious
rafuru,seduced
onwe-eduhie,self-deluded
ịchọ ọdịmma onwe onye,selfish
ịchọ ọdịmma onwe onye,selfishness
ikpe,sentence
ikpe,sentenced
ahịrịokwu,sentences
ikpe,sentencing
siri ike,severe
na -ama jijiji,shaky
ihere,shame
ihere,shamed
ihere,shameful
gbawara,shattered
ihe nzuzu,shit
nzuzu,shithead
nzuzu,shitty
ujo,shock
kụjara,shocked
na -awụ akpata oyi,shocking
ujo,shocks
gbaa,shoot
mkpụkpu,short-sighted
mkpụkpu ono,short-sightedness
ụkọ,shortage
ụkọ,shortages
amam -ihe,shrew
ihere,shy
na -arịa ọrịa,sick
sụọ ude,sigh
ịgbachi nkịtị,silencing
nzuzu,silly
mmehie,sinful
ekewapụrụ,singleminded
obi abụọ,skeptic
obi abụọ,skeptical
obi abụọ,skepticism
ndị obi abụọ,skeptics
slam,slam
gbuo,slash
egbutu,slashed
mgbukebe,slashes
egbutu,slashing
ịgba ohu,slavery
enweghị ụra,sleeplessness
umengwụ,sluggish
onye nzuzu,slut
iteto,smear
anwuru,smog
zoro ezo,sneaky
snub,snub
gbuo,snubbed
na -agba ume,snubbing
mkpọtụ,snubs
dị nsọ,solemn
ujo,somber
Nwa Anụọhịa,son-of-a-bitch
ọnya,sore
iru uju,sorrow
na -eru uju,sorrowful
ndo,sorry
spam,spam
spammer,spammer
ndị spammers,spammers
spamming,spamming
ntule,speculative
enweghị mmụọ,spiritless
obi ilu,spiteful
gbara mgba,squelched
igwu,stab
adụ,stabbed
adụ,stabs
uloanumaanu,stall
kwụsịtụrụ,stalled
na -akwụsị,stalling
stampụ,stampede
juru eju,startled
agụụ,starve
agụụ na -agụgbu,starved
agụụ,starves
agụụ,starving
zuo ohi,steal
na -ezu ohi,steals
echiche efu,stereotype
echeghị echiche,stereotyped
gbachiri nkịtị,stifled
ntamu,stingy
zuru ohi,stolen
Kwụsị,stop
kwụsịrị,stopped
nkwụsị,stopping
nkwụsị,stops
iju,strange
iju,strangely
nyagburu anya,strangled
nrụgide,stressed
nrụgide,stressor
ndị nrụgide,stressors
etie ihe,stricken
tie ihe,strike
ndị na -eti ihe,strikers
etie,strikes
gburu,struck
mgba,struggle
gbasiri mgba,struggled
na -agba mgba,struggles
na -agba mgba,struggling
isi ike,stubborn
rapaara,stuck
o juru m anya,stunned
nzuzu,stupid
nzuzu,stupidly
nke na -agba ọchịchị mgba okpuru,subversive
nuo,suck
eme nzuzu,sucks
taa ahụhụ,suffer
ahụhụ,suffering
na -ata ahụhụ,suffers
igbu onwe onye,suicidal
igbu onwe onye,suicide
ịgba akwụkwọ,suing
na -egbu egbu,sulking
dị nro,sulky
dị mwute,sullen
onye na -enyo enyo,suspect
enyo enyo,suspected
na -enyo enyo,suspecting
ndị a na -enyo enyo,suspects
kwụsịtụ,suspend
kwụsịtụrụ,suspended
na -enyo enyo,suspicious
ụọ iyi,swear
na -aaringụ iyi,swearing
na -aarsụ iyi,swears
wayo,swindle
wayo,swindles
wayo,swindling
tard,tard
anya mmiri,tears
tensi,tense
obi erughị ala,tension
egwu,terrible
nke ukwuu,terribly
ụjọ,terrified
ụjọ,terror
egwu,terrorize
egwu,terrorized
egwu,terrorizes
ogwu,thorny
echeghị echiche,thoughtless
egwu,threat
egwu,threaten
egwu,threatened
egwu,threatening
egwu,threatens
egwu,threats
igbochi,thwart
mebiri,thwarted
na -akụghasị,thwarting
mgbochi,thwarts
ihere,timid
oge,timorous
ike gwụrụ,tired
nnụnnụ tit,tits
enweghị eze,toothless
adọwa,torn
ahụhụ,torture
mekpọọ ọnụ,tortured
mmekpa ahụ,tortures
ịta ahụhụ,torturing
aka ike,totalitarian
ọchịchị aka ike,totalitarianism
nnukwu,tout
touted,touted
na -agba ume,touting
touts,touts
ọdachi,tragedy
ọdachi,tragic
ọnyà,trap
tọrọ atọ,trapped
trauma,trauma
traumatic,traumatic
travesty,travesty
nraranye,treason
nke nghọgbu,treasonous
na -ama jijiji,trembling
dị egwu,tremulous
ghọgburu,tricked
aghụghọ,trickery
nsogbu,trouble
nsogbu,troubled
nsogbu,troubles
akpụ,tumor
twat,twat
jọrọ njọ,ugly
anabataghị,unacceptable
enweghị ekele,unappreciated
akwadoghị,unapproved
amaghị,unaware
ekweghi ekwe,unbelievable
ekweghi ekwe,unbelieving
ejighi n'aka,uncertain
edoghị anya,unclear
iru ala,uncomfortable
enweghị mmasị,unconcerned
ekwenyeghi,unconfirmed
na -ekwenyeghị,unconvinced
enweghị nkọcha,uncredited
ejighi mkpebi,undecided
eleda anya,underestimate
ejighị ya kpọrọ ihe,underestimated
na -eleda anya,underestimates
na -eleda anya,underestimating
mebie,undermine
mebie,undermined
na -emebi,undermines
na -emebi,undermining
ekwesighi,undeserving
ekwesighi,undesirable
obi erughị ala,uneasy
enweghị ọrụ,unemployment
ahaghị nhata,unequal
adịghị mma,unethical
adighi mma,unfair
enweghị uche,unfocused
emezughị,unfulfilled
enweghi obi uto,unhappy
adighi mma,unhealthy
enweghị mmasị,unimpressed
amaghị ihe,unintelligent
ezighi ezi,unjust
enweghị ịhụnanya,unlovable
ahụghị m n'anya,unloved
enweghị mkpali,unmotivated
enweghị aka ọrụ,unprofessional
emebeghị nchọpụta,unresearched
enweghị afọ ojuju,unsatisfied
ejighi n'aka,unsecured
aghara aghara,unsettled
na -enweghị ọkaibe,unsophisticated
ejighị n'aka,unstable
akwadoghi,unsupported
ejighi n'aka,unsure
achọghị,unwanted
ekwesighi,unworthy
bilie dị njikere,upset
iwe iwe,upsets
na -akpasu iwe,upsetting
kwụ ọtọ,uptight
ngwa ngwa,urgent
abaghị uru,useless
abaghị uru,uselessness
edoghị anya,vague
mkpebi,verdict
ikpe,verdicts
iwe,vexation
na -akpasu iwe,vexing
obi ojoo,vicious
aja,victim
imeri,victimize
mebiri,victimized
na -emerụ ahụ,victimizes
na -emerụ ahụ,victimizing
ndị ihe metụtara,victims
ihe ojoo,vile
imebi,violate
mebiri,violated
na -emebi,violates
na -emebi,violating
ime ihe ike,violence
na -eme ihe ike,violent
dị egwu,virulent
vitriolic,vitriolic
dị egwu,vociferous
adịghị ike,vulnerability
adighi ike,vulnerable
pụọ,walkout
njegharị,walkouts
onye na -awagharị awagharị,wanker
agha,war
agha,warfare
dọọ aka na ntị,warn
dọrọ aka ná ntị,warned
ịdọ aka na ntị,warning
ịdọ aka ná ntị,warnings
adọ aka na ntị,warns
ihe mkpofu,waste
imefusị,wasted
imefusị,wasting
na -ama jijiji,wavering
adịghị ike,weak
adịghị ike,weakness
ike gwụrụ,weary
bee akwa,weep
na -akwa akwa,weeping
dị egwu,weird
nchacha,whitewash
akwụna,whore
ihe ojoo,wicked
nwanyị di ya nwụrụ,widowed
ndọrọ ego,withdrawal
woebegone,woebegone
ahụhụ,woeful
eyi,worn
nchegbu,worried
echegbu,worry
na -echegbu onwe,worrying
nke ka njọ,worse
njọ,worsen
njọ,worsened
na -akawanye njọ,worsening
na -akawanye njọ,worsens
kacha njọ,worst
abaghị uru,worthless
na -ewe iwe,wrathful
mkpọka,wreck
ezighi ezi,wrong
mejọrọ,wronged
wtf,wtf
juuk,yucky
onye na -anụ ọkụ n'obi,zealot
ndị na -anụ ọkụ n'obi,zealots
2-ihu,2-faces
ihe na -adịghị mma,abnormal
kwusi,abolish
ihe arụ,abominable
jọgburu onwe ya,abominably
ihe arụ,abominate
ihe arụ,abomination
ime,abort
ite ime,aborted
abort,aborts
arụrụala,abrade
abrasive,abrasive
mberede,abrupt
na mberede,abruptly
abscond,abscond
enweghị,absence
enweghị uche,absent-minded
nzuzu,absurd
nzuzu,absurdity
nzuzu,absurdly
nzuzu,absurdness
dị njọ,abysmal
dị njọ,abysmally
abis,abyss
akụkọ,accost
bụrụ ọnụ,accursed
ebubo,accusingly
acerbate,acerbate
acerbic,acerbic
na -ekwu,acerbically
mgbu,ached
mgbu,aches
ahuhu,achey
dị egwu,acrid
dị mma,acridly
acridness,acridness
n'atụghị egwu,acrimoniously
acrimony,acrimony
siri ike,adamant
siri ike,adamantly
onye riri ahụ,addict
riri ahụ,addicted
na -eri ahụ,addicting
ihe riri ahụ,addicts
onye ndụmọdụ,admonisher
na -adụ ọdụ,admonishingly
ndụmọdụ,admonishment
ndụmọdụ,admonition
ịkwa iko,adulterate
kwara iko,adulterated
ịkwa iko,adulteration
onye na -akwa iko,adulterier
onye mmegide,adversarial
onye mmegide,adversary
oghom,adverse
nsogbu,adversity
taa ahụhụ,afflict
nsogbu,affliction
na -ata ahụhụ,afflictive
mkparị,affront
njo,aggravation
ime ihe ike,aggressiveness
onye mwakpo,aggressor
iwe iwe,aggrieve
na -ewe iwe,aggrieved
mmegide,aggrivation
agonies,agonies
na -egbu mgbu,agonizingly
mgbu,agony
aground,aground
ail,ail
na -arịa ọrịa,ailing
ọrịa,ailment
enweghị isi,aimless
na -emenye ụjọ,alarming
dị egwu,alarmingly
kewapụ,alienate
nkewapụrụ,alienated
ebubo,allegation
ebubo,allegations
bo ebubo,allege
nfụkasị,allergies
nfụkasị,allergy
anọpụ,aloof
esemokwu,altercation
obi abụọ,ambiguity
doro anya,ambiguous
ambivalence,ambivalence
n ambru nbì,ambush
amiss,amiss
bepụ ụkwụ,amputate
anarchism,anarchism
onye anarchist,anarchist
anarchist,anarchistic
ogba aghara,anarchy
ọbara ọgbụgba,anemic
n'iwe,angrily
iwe ọkụ,angriness
ikpochapu,annihilate
mkpochapu,annihilation
iwe iwe,annoyances
na -akpasu iwe,annoyingly
enweghị obi ụtọ,anomalous
anomaly,anomaly
mmegide,antagonism
onye na -emegide ya,antagonist
imegide,antagonize
mgbochi-,anti-
mgbochi american,anti-american
mgbochi israeli,anti-israeli
mgbochi,anti-occupation
mgbochi mgbochi,anti-proliferation
mgbochi semites,anti-semites
mgbochi ọha,anti-social
na-emegide anyị,anti-us
mgbochi ọcha,anti-white
antipathy,antipathy
ochie,antiquated
antithetical,antithetical
nchegbu,anxieties
na -echegbu,anxiously
nchegbu,anxiousness
enweghị mmasị,apathetically
apọkalips,apocalypse
onye mgbaghara,apologist
ndị mgbaghara,apologists
ihe ijuanya,appal
egwu,appall
dị egwu,appallingly
ụjọ,apprehension
ụjọ,apprehensions
na -atụ ụjọ,apprehensively
aka ike,arbitrary
arcane,arcane
ochie,archaic
na -agwụ ike,arduous
ike,arduously
arụmụka,argumentative
mpako,arrogance
nganga,arrogantly
asinine,asinine
dị ka ọ dị,asininely
asinininity,asinininity
mgbaghara,askance
asperse,asperse
aspersion,aspersion
aspersions,aspersions
mwakpo,assail
ogbu mmadu,assassin
gbuo,assassinate
mwakpo,assault
mgbaaka,assult
kpafuo,astray
asunder,asunder
obi ojoo,atrocious
arụrụala,atrocities
arụrụala,atrocity
atrophy,atrophy
dị egwu,audacious
na -atụ egwu,audaciously
obi ike,audaciousness
nkwuwa okwu,audacity
dị egwu,audiciously
dị ọkụ,austere
onye ọchịchị aka ike,authoritarian
onye ọchịchị,autocrat
ọchịchị onye kwuo uche ya,autocratic
nnukwu mmiri ozuzo,avalanche
ịkpa oke,avarice
avaricious,avaricious
na -atụ egwu,avariciously
ịbọ ọbọ,avenge
asị,averse
ịkpọasị,aversion
dị egwu,aweful
dị egwu,awfully
dị egwu,awfulness
ihere,awkwardness
anyụike,ax
ekwu okwu,babble
azụ-logged,back-logged
azụ osisi,back-wood
azụ osisi,back-woods
mgbu azụ,backache
Azụ,backaches
na -azụ azụ,backaching
azụ azụ,backbite
azụ azụ,backbiting
azu,backward
azụ azụ,backwardness
azu azu,backwood
osisi azu,backwoods
gbagwojuru anya,baffle
gbagwojuru anya,baffled
mgbagwoju anya,bafflement
mgbagwoju anya,baffling
nri ọnyà,bait
balk,balk
banal,banal
banalize,banalize
nsogbu,bane
nchụpụ,banishment
onye mba ozo,barbarian
arụrụala,barbaric
n'ụzọ ọjọọ,barbarically
arụ,barbarity
onye obi tara mmiri,barbarous
n'ụzọ obi ọjọọ,barbarously
aga,barren
enweghị isi,baseless
bash,bash
kwadebere,bashed
ihe ihere,bashful
na -asụ asụ,bashing
e tiri ihe,battered
na -eti,battering
batty,batty
bearish,bearish
anụ ọhịa,beastly
ala ala,bedlam
akwa bedlamite,bedlamite
ihe ojoo,befoul
rịọ,beg
onye arịrịọ,beggar
onye ogbenye,beggarly
na -arịọ arịrịọ,begging
aghụghọ,beguile
belabor,belabor
emechara,belated
beleaguer,beleaguer
kwere,belie
na -elelị,belittling
mgbịrịgba,bellicose
ịlụ ọgụ,belligerence
na -alụ ọgụ,belligerent
n'agha,belligerently
na -akwa ákwá,bemoan
na -eru uju,bemoaning
gbagwojuru anya,bemused
kpudo,bent
berate,berate
obi mgbawa,bereavement
na -akwa ákwá,bereft
arụ ọrụ,berserk
rịọ,beseech
biiti,beset
nnọchibido,besiege
dị mpako,besmirch
bestial,bestial
aghụghọ,betrayals
onye na -arara mmadụ nye,betrayer
bewa ákwá,bewail
kpachara anya,beware
mgbagwoju anya,bewilder
gbagwojuru anya,bewildered
na -agbagwoju anya,bewildering
na -agbagwoju anya,bewilderingly
mgbagwoju anya,bewilderment
amoosu,bewitch
enweghị mmasị,biases
bicker,bicker
na -ese okwu,bickering
ịgbachi nkịtị,bid-rigging
ndị ekwe ekwe,bigotries
isi ike,bigotry
bitchy,bitchy
na -atamu ntamu,biting
na -atụ egwu,bitingly
ilu,bitterness
blab,blab
na -ekwu okwu mkparị,blabber
imebi iwu,blackmail
onye kwesiri ekwesi,blameworthy
ihe efu,bland
nkwutọ,blandish
ikwulu,blaspheme
nkwulu,blasphemous
nkwulu,blasphemy
gbawara,blasted
ikwu eziokwu,blatant
n'ezoghị ọnụ,blatantly
gbarie,blather
enweghị ntụpọ,bleak
enweghị mmasị,bleakly
enweghị ntụpọ,bleakness
igba obara,bleed
ọbara ọgbụgba,bleeding
na -agba ọbara,bleeds
nkwarụ,blemish
ikpu ìsì,blinding
anya o,blindingly
ihu ihu,blindside
ọnya,blister
ọnya,blistering
etuto,bloated
mkpọchi,blockage
ngọngọ,blockhead
mwụfu ọbara,bloodshed
ndị ọbara na -agụ,bloodthirsty
blotchy,blotchy
ịfụ,blow
ihie,blunder
blundering,blundering
ntụpọ,blunders
ogologo,blunt
blur,blur
na -egbu mgbu,bluring
bịara ikiri,blurred
na -apụta,blurring
blurs,blurs
iberibe,blurt
tigbuo,boggle
ụgha,bogus
obụpde,boil
esi,boiling
mkpọtụ,boisterous
ogbunigwe,bombard
ogbunigwe,bombardment
ogbunigwe,bombastic
n'agbụ,bondage
ndị na -anụ ọkụ n'obi,bonkers
ike ọgwụgwụ,boredom
na -agwụ ike,bores
ikpu,botch
na -enye nsogbu,bothering
bowdlerize,bowdlerize
onye anya isi,braggart
onye nganga,bragger
enweghi isi,brainless
ịsa ụbụrụ,brainwash
egwu,brash
dị egwu,brashly
nzuzu,brashness
nwata nwoke,brat
bravado,bravado
itu ujo,brazen
n'ike,brazenly
ihere,brazenness
mmebi,breach
gbajie,break
gbasaa,break-up
nkwụsịtụ,break-ups
gbarie,breakdown
na -agbasa,breaking
agbaji,breaks
gbasaa,breakup
nkwụsịtụ,breakups
iri ngarị,bribery
brimstone,brimstone
bristle,bristle
kenkuwa,brittle
obi tiwara etiwa,broken-hearted
brood,brood
ntughari,browbeat
ọnya,bruise
ọnyá,bruised
ọnya,bruises
ọnya,bruising
brusque,brusque
obi ojoo,brutal
na -emegbu mmadụ,brutalising
obi ọjọọ,brutalities
obi ojoo,brutality
obi ọjọọ,brutalize
na -emegbu mmadụ,brutalizing
obi ọjọọ,brutally
brute,brute
obi tara mmiri,brutish
bs,bs
ikechi,buckle
ahụhụ,bug
bugging,bugging
adọkpụ,buggy
chinchi,bugs
buru ibu,bulkier
nnukwu,bulkiness
nnukwu,bulky
nnukwu ihe,bulkyness
ehi ----,bull----
ehi ****,bull****
ndị na -achọ okwu,bullies
oke ehi,bullshyt
iji ike emegbu mmadụ,bullyingly
mma,bum
akpu,bump
gbawara,bumped
na -akụ,bumping
na -akụda,bumpping
mkpọtụ,bumps
mkpumkpu,bumpy
oke ohia,bungle
onye na -agba egwu,bungler
na -agba ume,bungling
akwa,bunk
ibu arọ,burdensome
ibu arọ,burdensomely
ire ọkụ,burn
ọkụ,burned
na -ere ọkụ,burning
na -ere ọkụ,burns
bust,bust
busts,busts
onye na -eme ihe,busybody
onye na-egbu anụ,butcher
ebe a na -egbu anụ,butchery
na -eme mkpọtụ,buzzing
byzanti,byzantine
cackle,cackle
ọdachi,calamities
ọdachi,calamitous
ọdachi,calamitously
ọdachi,calamity
obi ọjọọ,callous
calumniate,calumniate
nhazi,calumniation
akwụkwọ akụkọ,calumnies
aghụghọ,calumnious
aghụghọ,calumniously
okwu nzuzu,calumny
ọrịa kansa,cancerous
na -eri anụ mmadụ,cannibal
iri anụ mmadụ,cannibalize
kpoo,capitulate
onye amam -ihe,capricious
ikekwe,capriciously
njakịrị,capriciousness
ikpuo,capsize
akpachapụghị anya,carelessness
caricature,caricature
ogbugbu,carnage
azu kaapu,carp
katuunu,cartoonish
na-ejikọ ego,cash-strapped
nkatọ,castigate
castrated,castrated
ọdachi,cataclysm
cataclysmal,cataclysmal
ọdachi,cataclysmic
cataclysmically,cataclysmically
ọdachi,catastrophes
ọdachi,catastrophically
ọdachi,catastrophies
caustic,caustic
caustically,caustically
ịkpachara anya,cautionary
ọgba,cave
nkatọ,censure
chafe,chafe
igbogbo ọka,chaff
ihe ịma aka,challenging
tara ahuhu,chasten
ntaramahụhụ,chastisement
nkata,chatter
igbe nkata,chatterbox
ọnụ ala,cheap
dị ọnụ ala,cheapen
ọnụ ala,cheaply
ịghọ aghụghọ n'ule,cheating
checkered,checkered
cheesy,cheesy
chide,chide
jụọ oyi,chill
juru oyi,chilly
chintzy,chintzy
choleric,choleric
choppy,choppy
ọrụ,chore
na -adịghị ala ala,chronic
chunky,chunky
mkpu,clamor
na -ama jijiji,clamorous
pịa,cliche
pịa,cliched
klọk,clique
gbachie,clog
ngọngọ,clogged
mkpọchi,clogs
igwe ojii,cloud
urukpuru,clouding
urukpuru,cloudy
ntugheriukwu,clumsy
ntagide,clunky
keadighi rarii,coarse
mmanye,coerce
mmanye,coercion
mmanye,coercive
oyi,cold
oyi,coldly
nchikota,collude
nchịkọta,collusion
na -alụ ọgụ,combative
combust,combust
na -atọ ọchị,comical
kwalitere,commiserate
nkịtị,commonplace
ọgba aghara,commotion
ọgba aghara,commotions
na -eme mkpesa,complaining
mkpesa,complaint
mkpesa,complaints
mgbagwoju anya,complex
mgbagwoju anya,complicated
mgbagwoju anya,complication
nkwekọrịta,complicit
mmanye,compulsion
mmanye,compulsive
kwenye,concede
kwetara,conceded
itu egwu,conceit
dị mpako,conceited
nkwekọrịta,concen
nkwekọrịta,concens
nchegbu,concern
nchegbu,concerned
nchegbu,concerns
nzere,concession
ikike,concessions
ikpe,condemnable
iweda onwe ala,condescend
na -eweda ala,condescending
n'ụzọ dị ala,condescendingly
obi umeala,condescension
kwuputa,confess
nkwupụta,confession
nkwupụta,confessions
ejichi,confined
esemokwu,conflicted
ihe mgbagwoju anya,confound
ihere,confounded
ihe mgbagwoju anya,confounding
zute,confront
esemokwu,confrontation
na -ese okwu,confrontational
na -agbagwoju anya,confuses
mgbagwoju anya,confusion
mgbagwoju anya,confusions
congested,congested
mkpọchi,congestion
ọghọm,cons
conscons,conscons
mgbanwe,conservative
pụtara,conspicuous
n'ụzọ doro anya,conspicuously
nkwekọrịta,conspiracies
onye nkata,conspirator
onye na -akpa nkata,conspiratorial
na -akpa nkata,conspire
mgbagwoju anya,consternation
mmeru,contaminate
mmeru,contaminated
na -emetọ,contaminates
na -emerụ emerụ,contaminating
mmeru,contamination
eleda anya,contemptible
esemokwu,contention
nkwekọrịta,contort
arụrụ arụ,contortions
emegiderịta,contradict
emegiderịta,contradiction
emegiderịta,contradictory
afọ ime,contrariness
contravene,contravene
gbaa mbọ,contrive
chepụtara,contrived
arụmụka,controversy
gbagwojuru anya,convoluted
corrode,corrode
nchara,corrosion
corrosion,corrosions
na -emebi emebi,corrosive
rụrụ arụ,corrupt
emerụ emerụ,corrupted
na -emerụ emerụ,corrupting
nrụrụ aka,corruption
na -emerụ emerụ,corrupts
rụrụ arụ,corruptted
ọnụ ahịa,costlier
arụpụtaghị ihe,counter-productive
arụpụtaghị ihe,counterproductive
ndị nnupu isi,coupists
anyaukwu,covetous
nshịkọ,crabby
mgbape,crack
gbawara,cracked
mgbawa,cracks
aghụghọ,craftily
nka,craftly
aghụghọ,crafty
warara,cramped
dị mkpagide,cramping
cranky,cranky
obi ojoo,crappy
ihe egwuregwu,craps
mkpọka,crashed
mkpọka,crashes
na -akụka,crashing
crass,crass
nke edere,craven
nke ukwuu,cravenly
agụụ na -agụ,craze
n'iyi,crazily
nzuzu,craziness
creak,creak
na -agba ọkụ,creaking
creaks,creaks
obi mgbawa,credulous
na -arapu,creep
na -akpụ akpụ,creeping
na -akpụ akpụ,creeps
egwu,creepy
mbanye mbanye,crept
egwu egwu,cringe
egwu egwu,cringed
ihe mkpuchi,cringes
ngwu,cripple
nkwarụ,crippled
nkwarụ,cripples
ngọngọ,crippling
nkatọ,critical
nkatọ,criticisms
cronyism,cronyism
crook,crook
gbagọrọ agbagọ,crooked
ndị ohi,crooks
juru n'ọnụ,crowded
igwe mmadụ,crowdedness
dị njọ,crude
onye obi ọjọọ,crueler
nke kacha njọ,cruelest
obi ọjọọ,cruelly
obi ọjọọ,cruelness
obi ọjọọ,cruelties
daa,crumble
na -akụda,crumbling
dị mkpụmkpụ,crummy
achicha,crumple
gbajiri agbaji,crumpled
ntụpọ,crumples
onye ikpe mara,culpable
onye mere mpu,culprit
na -esighi ike,cumbersome
nchikota,cunts
iko mmanya,cuplrit
bụrụ ọnụ,cursed
ọbụbụ ọnụ,curses
curt,curt
cuss,cuss
kwụrụ ọtọ,cussed
akpịrị ịkpọ nkụ,cutthroat
d*igwe,d*mn
mebiri emebi,damaged
na -emebi ihe,damaging
ikpe mara,damnable
mpako,damnably
ọmụma ikpe,damnation
jọgburu onwe ya,damning
mmiri mmiri mmiri,damper
dị ize ndụ,dangerous
ize ndụ,dangerousness
ọchịchịrị,dark
gbaa ọchịchịrị,darken
gbara ọchịchịrị,darkened
gbara ọchịchịrị,darker
dastard,dastard
dastardly,dastardly
daunt,daunt
egwu,daunting
dị egwu,dauntingly
daalụ,dawdle
daze,daze
o juru gi anya,dazed
ogbugbu,deadbeat
na -egbu egbu,deadly
dị arọ,deadweight
ntị chiri,deaf
ụnwụ,dearth
debacle,debacle
eweda ala,debase
mmechuihu,debasement
debaser,debaser
arụmụka,debatable
debauch,debauch
onye rụrụ arụ,debaucher
ịkwa iko,debauchery
ike ọgwụgwụ,debilitate
na -agwụ ike,debilitating
adịghị ike,debility
ụgwọ,debts
decadence,decadence
decadent,decadent
ire ure,decay
rere ure,decayed
aghụghọ,deceitfully
aghụghọ,deceitfulness
onye nduhie,deceiver
ndị aghụghọ,deceivers
aghụghọ,deceptive
aghụghọ,deceptively
kwuputa,declaim
ịda,decline
na -agbada,declines
na -agbada,declining
mbelata,decrement
mbelata,decrepit
ịdị nwayọọ,decrepitude
decry,decry
nkwutọ,defamation
nkwutọ,defamations
nkwutọ,defamatory
nkwutọ,defame
nkwarụ,defective
agbachitere,defensive
nnupu isi,defiance
na -enupụrụ isi,defiantly
ntụpọ,deficiencies
erughi,deficiency
erughi,deficient
emerụ,defile
onye na -emerụ emerụ,defiler
nkwarụ,deform
nkwarụ,deformed
wayo,defrauding
kwụsịrị,defunct
nlelị,defy
mebiri emebi,degenerate
na -emebi emebi,degenerately
mmebi,degeneration
mbibi,degradation
na -eweda ala,degrading
na -eweda n'ala,degradingly
dehumanization,dehumanization
deign,deign
ndakpọ olileanya,dejectedly
ndakpọ olileanya,dejection
egbu oge,delaying
igbu oge,delays
mpụ,delinquency
onye isi ike,delinquent
aghụghọ,delirious
delirium,delirium
aghụghọ,delude
aghugho,deluded
iju mmiri,deluge
aghụghọ,delusion
nduhie,delusional
nduhie,delusions
wedara ala,demean
mkparị,demeaning
onwu,demise
kwatuo,demolish
onye na -akwatu ya,demolisher
mmụọ ọjọọ,demon
ndị mmụọ ọjọọ,demonic
mmụọ ọjọọ,demonize
mmụọ ọjọọ,demonized
ndị mmụọ ọjọọ,demonizes
mmụọ ọjọọ,demonizing
kụda mmụọ,demoralize
na -akụda mmụọ,demoralizing
nkụda mmụọ,demoralizingly
agugo,denial
nlelị,denigrate
ok,dense
dent,dent
dented,dented
dents,dents
ịkatọ,denunciate
nkatọ,denunciation
nkatọ,denunciations
deplete,deplete
ihe ojoo,deplorable
n'ụzọ dị mwute,deplorably
inwe mwute,deplore
na -ewute,deploring
n'ụzọ dị mwute,deploringly
imebi,deprave
rụrụ arụ,depraved
rụrụ arụ,depravedly
deprecate,deprecate
ịda mbà n'obi,depress
na -akụda mmụọ,depressingly
ịda mbà n'obi,depression
ịda mbà n'obi,depressions
napụ,deprive
anapụ,deprived
nke na -apụta,derisive
na -atọ ọchị,derisively
nhọpụta,derisiveness
okwu mkparị,derogatory
emerụ emerụ,desecrate
ọzara,desert
nchụpụ,desertion
desiccate,desiccate
desiccated,desiccated
onye tọgbọrọ n'efu,desititute
tọgbọrọ n'efu,desolate
kpam kpam,desolately
ịtọgbọrọ n'efu,desolation
na -enwe olileanya,despairingly
obi nkoropụ,desperation
ihe arụ,despicable
dị egwu,despicably
nleda anya,despise
eleda anya,despised
ịpụnara mmadụ ihe,despoil
onye na -apụnara mmadụ ihe,despoiler
obi nkoropụ,despondence
nkụda mmụọ,despondency
nkụda mmụọ,despondently
despot,despot
onye anyaukwu,despotic
despotism,despotism
nkwụsịtụ,destabilisation
na -enweta,destains
ogbenye,destitute
ịda ogbenye,destitution
onye mbibi,destroyer
ọchịchọ,desultory
igbochi,deter
njọ,deteriorate
na -akawanye njọ,deteriorating
mmebi,deterioration
igbochi,deterrent
ihe -árú,detest
ihe arụ,detestable
ihe arụ,detestably
akpọrọ asị,detested
ihe arụ,detesting
ihe arụ,detests
dọpụ uche,detract
eleda anya,detracted
na -adọpụ uche,detracting
mmụba,detraction
detracts,detracts
mebie,detriment
na -emerụ ahụ,detrimental
emebi,devastates
na -agbawa obi,devastatingly
mbibi,devastation
wezuga,deviate
ndiiche,deviation
ekwensu,devil
ekwensu,devilish
ekwensu,devilishly
ekwensu,devilment
ekwensu,devilry
aghụghọ,devious
aghụghọ,deviously
aghụghọ,deviousness
enweghị,devoid
diabolic,diabolic
nke mmụọ,diabolical
nke diabolically,diabolically
dayameta,diametrically
ahọpụtara,diappointed
diatribe,diatribe
diatribes,diatribes
onye ọchịchị aka ike,dictator
ọchịchị aka ike,dictatorial
anwụ-ike,die-hard
anwụ,dies
ihe isi ike,difficulties
ihe isi ike,difficulty
nsogbu,diffidence
na -emebi emebi,dilapidated
dilly-dally,dilly-dally
dim,dim
dimmer,dimmer
din,din
nkwọ,ding
nsị,dings
dinky,dinky
oke,direly
afọ ọsịsa,direness
akpa unyi,dirtbag
akpa akpa,dirtbags
