word,machine_translation,human_translation,machine_translation_updated
zealot,mai kishi,NA,mai kishi
zealots,masu kishin addini,NA,masu kishin addini
2-faces,2-fuskoki,masu fuskoki biyu,masu fuskoki biyu
abnormal,mahaukaci,NA,mahaukaci
abolish,warware,dakatar,dakatar
abominable,abin ƙyama,NA,abin ƙyama
abominably,abin qazanta,NA,abin qazanta
abominate,ƙazanta,NA,ƙazanta
abomination,abin ƙyama,NA,abin ƙyama
abort,zubar da ciki,NA,zubar da ciki
aborted,zubar da ciki,NA,zubar da ciki
aborts,zubar da ciki,yana zubar da ciki,yana zubar da ciki
abrade,rage,NA,rage
abrasive,shafe-shafe,NA,shafe-shafe
abrupt,kwatsam,NA,kwatsam
abruptly,ba zato ba tsammani,NA,ba zato ba tsammani
abscond,ɓoye,NA,ɓoye
absence,rashi,NA,rashi
absent-minded,ba-shiryayye,NA,ba-shiryayye
absurd,wauta,NA,wauta
absurdity,wawanci,NA,wawanci
absurdly,wauta,NA,wauta
absurdness,wauta,NA,wauta
abysmal,abysmal,mara kyau matuka,mara kyau matuka
abysmally,abysmally,mara kyau matuka,mara kyau matuka
abyss,rami,NA,rami
accost,kara,NA,kara
accursed,la'ana,NA,la'ana
accusingly,zargi,a cikin zargi,a cikin zargi
acerbate,acerbate,ka batawa wani rai,ka batawa wani rai
acerbic,acerbic,mai tunzurzwa,mai tunzurzwa
acerbically,acerbically,cikin tunzuri,cikin tunzuri
ached,ciwo,NA,ciwo
aches,ciwo,NA,ciwo
achey,ciwo,NA,ciwo
acrid,acrid,mara dadi,mara dadi
acridly,acridly,halin rashin dadi,halin rashin dadi
acridness,acridness,rashin dadi,rashin dadi
acrimoniously,akashimurarin,zafin rai,zafin rai
acrimony,acrimony,zafin rai,zafin rai
adamant,mai kafewa,NA,mai kafewa
adamantly,tsayayye,NA,tsayayye
addict,shan tabar wiwi,kamuwa,kamuwa
addicted,kamu,NA,kamu
addicting,jaraba,NA,jaraba
addicts,jaraba,ya kamu,ya kamu
admonisher,mai gargaɗi,NA,mai gargaɗi
admonishingly,wa'azantarwa,NA,wa'azantarwa
admonishment,wa'azi,NA,wa'azi
admonition,wa'azi,NA,wa'azi
adulterate,zina,NA,zina
adulterated,zina,NA,zina
adulteration,zina,NA,zina
adulterier,zina,NA,zina
adversarial,adawa,NA,adawa
adversary,abokin gaba,NA,abokin gaba
adverse,illa,NA,illa
adversity,masifa,NA,masifa
afflict,wahalar,NA,wahalar
affliction,wahala,NA,wahala
afflictive,azaba,NA,azaba
affront,cin fuska,NA,cin fuska
aggravation,tsanantawa,NA,tsanantawa
aggressiveness,tashin hankali,NA,tashin hankali
aggressor,mai zalunci,NA,mai zalunci
aggrieve,azaba,NA,azaba
aggrieved,damuwa,NA,damuwa
aggrivation,tashin hankali,NA,tashin hankali
agonies,tashin hankali,NA,tashin hankali
agonizingly,agonizingly,cikin rashin hankali,cikin rashin hankali
agony,azaba,NA,azaba
aground,aground,a kasa,a kasa
ail,lafiya,NA,lafiya
ailing,mai ciwo,NA,mai ciwo
ailment,ciwo,NA,ciwo
aimless,mara manufa,NA,mara manufa
alarming,firgita,NA,firgita
alarmingly,da firgici,cikin firgici,cikin firgici
alienate,rabuwa,NA,rabuwa
alienated,bare,NA,bare
allegation,zargi,NA,zargi
allegations,zargi,NA,zargi
allege,yi zargi,NA,yi zargi
allergies,rashin lafiyan,borin jini,borin jini
allergy,rashin lafiyan,borin jini,borin jini
aloof,kau da kai,NA,kau da kai
altercation,sabani,NA,sabani
ambiguity,shubuha,NA,shubuha
ambiguous,shubuha,NA,shubuha
ambush,kwanto,NA,kwanto
amiss,rashin lafiya,NA,rashin lafiya
amputate,yanke hannu,yanke gabar jiki,yanke gabar jiki
anarchism,rashin zaman lafiya,NA,rashin zaman lafiya
anarchist,rashin zaman lafiya,NA,rashin zaman lafiya
anarchistic,rashin zaman lafiya,NA,rashin zaman lafiya
anarchy,rashin zaman lafiya,NA,rashin zaman lafiya
anemic,karancin jini,NA,karancin jini
angrily,a fusace,NA,a fusace
angriness,bacin rai,NA,bacin rai
annihilate,halaka,NA,halaka
annihilation,halakarwa,NA,halakarwa
annoyances,bacin rai,yana fushi,yana fushi
annoyingly,mai ban haushi,cikin ban haushi,cikin ban haushi
anomalous,mara kyau,NA,mara kyau
anomaly,anomaly,rashin tsari,rashin tsari
antagonism,adawa,NA,adawa
antagonist,mai adawa,NA,mai adawa
antagonize,antagonise,kyamata,kyamata
anti-,anti-,kyama,kyama
anti-american,amurkawa,masu kyamar amurkawa,masu kyamar amurkawa
anti-israeli,anti-israeli,masu kyamar isra'ila,masu kyamar isra'ila
anti-occupation,anti-zama,NA,anti-zama
anti-proliferation,anti-yaduwa,NA,anti-yaduwa
anti-social,adawa da zamantakewa,NA,adawa da zamantakewa
anti-us,anti-mu,masu kyamar mu,masu kyamar mu
anti-white,anti-fari,masu kyamar fari,masu kyamar fari
antipathy,rashin tausayi,NA,rashin tausayi
antiquated,tsoho,NA,tsoho
antithetical,antithetical,cin karo,cin karo
anxieties,damuwa,NA,damuwa
anxiously,cikin damuwa,NA,cikin damuwa
anxiousness,damuwa,NA,damuwa
apathetically,rashin kulawa,NA,rashin kulawa
apocalypse,Apocalypse,babbar musifa,babbar musifa
apologist,mai uzuri,NA,mai uzuri
apologists,masu uzuri,NA,masu uzuri
appal,yi kuka,NA,yi kuka
appall,cikawa,NA,cikawa
appallingly,mamaki,NA,mamaki
apprehension,fargaba,NA,fargaba
apprehensions,fargaba,NA,fargaba
apprehensively,fargaba,NA,fargaba
arbitrary,sabani,haka nan,haka nan
arcane,arcane,wanda ba fayyatacce ba,wanda ba fayyatacce ba
archaic,tsufa,NA,tsufa
arduous,wahala,NA,wahala
arduously,arduously,mai wuyar shaani,mai wuyar shaani
argumentative,mai jayayya,NA,mai jayayya
arrogance,girman kai,NA,girman kai
arrogantly,girman kai,cikin girman kai,cikin girman kai
asinine,asinine,karshen dan iska,karshen dan iska
asininely,asininly,dan iska,dan iska
asinininity,asinininanci,iskanci,iskanci
asperse,kwaskwarima,NA,kwaskwarima
aspersion,ciwon kai,NA,ciwon kai
aspersions,aspersions,sharri,sharri
assail,kai hari,NA,kai hari
assassin,mai kisan kai,NA,mai kisan kai
assassinate,kashe,NA,kashe
assault,hari,NA,hari
assult,assult,batanci,batanci
astray,bata,NA,bata
asunder,rabu,NA,rabu
atrocious,mai girman kai,NA,mai girman kai
atrocities,zalunci,NA,zalunci
atrocity,zalunci,NA,zalunci
atrophy,atrophy,lalacewa,lalacewa
audacious,m,sakarci,sakarci
audaciously,sakarai,NA,sakarai
audaciousness,karasowa,NA,karasowa
audacity,rashin ƙarfi,NA,rashin ƙarfi
audiciously,dubawa,NA,dubawa
austere,wasiya,NA,wasiya
authoritarian,mai iko,NA,mai iko
autocrat,mai mulkin kai,NA,mai mulkin kai
autocratic,mulkin kai,NA,mulkin kai
avalanche,dusar kankara,NA,dusar kankara
avarice,son kai,NA,son kai
avaricious,cikawa,NA,cikawa
avariciously,akiya,NA,akiya
avenge,rama,NA,rama
averse,ƙi,NA,ƙi
aversion,kyama,NA,kyama
aweful,mai ban tsoro,NA,mai ban tsoro
awfully,da ban tsoro,NA,da ban tsoro
awfulness,rashin tsoro,NA,rashin tsoro
awkwardness,rashin daidaito,NA,rashin daidaito
ax,gatari,NA,gatari
babble,babble,surutu mara ma'ana,surutu mara ma'ana
back-logged,baya-shiga,bari a baya,bari a baya
back-wood,baya-itace,kurar baya,kurar baya
back-woods,bishiyun baya,kurar baya,kurar baya
backache,ciwon baya,NA,ciwon baya
backaches,ciwon baya,ciwon baya,ciwon baya
backaching,koma baya,NA,koma baya
backbite,kashin baya,gulma,gulma
backbiting,yin gulma,NA,yin gulma
backward,baya,NA,baya
backwardness,ci baya,NA,ci baya
backwood,koma baya,NA,koma baya
backwoods,koma baya,NA,koma baya
baffle,wasa,NA,wasa
baffled,mamakin,NA,mamakin
bafflement,rudani,NA,rudani
baffling,m,yin mamaki,yin mamaki
bait,koto,NA,koto
balk,balk,shakku a kan wani abu,shakku a kan wani abu
banal,banal,nanatawa,nanatawa
banalize,hana,NA,hana
bane,bango,NA,bango
banishment,korewa,NA,korewa
barbarian,balarabe,dabbanci,dabbanci
barbaric,dabbanci,NA,dabbanci
barbarically,dabbanci,cikin dabbanci,cikin dabbanci
barbarity,dabbanci,NA,dabbanci
barbarous,mara kyau,NA,mara kyau
barbarously,cikin ladabi,NA,cikin ladabi
barren,bakarariya,NA,bakarariya
baseless,mara tushe,NA,mara tushe
bash,bash,zagi,zagi
bashed,bashed,zaga,zaga
bashful,bashful,zagi,zagi
bashing,bashing,zagi,zagi
battered,bugawa,NA,bugawa
battering,sintiri,NA,sintiri
batty,baty,mahaukaci,mahaukaci
bearish,bearish,a hargitse,a hargitse
beastly,dabba da dabba,NA,dabba da dabba
bedlamite,kwanciya,NA,kwanciya
befoul,zama mara kyau,NA,zama mara kyau
beg,bara,NA,bara
beggar,maroki,NA,maroki
beggarly,bara,NA,bara
begging,bara,NA,bara
beguile,yaudara,NA,yaudara
belated,belated,makararren abu,makararren abu
beleaguer,beleaguer,mai jawo matsala,mai jawo matsala
belie,ƙaryata,NA,ƙaryata
belittling,kaskantar da kai,NA,kaskantar da kai
bellicose,bellicose,neman rigima,neman rigima
belligerence,jayayya,NA,jayayya
belligerent,mai faɗa,NA,mai faɗa
belligerently,da faɗa,NA,da faɗa
bemoan,baƙin ciki,NA,baƙin ciki
bemoaning,baƙin ciki,NA,baƙin ciki
bemused,yi dariya,NA,yi dariya
bent,lankwasa,NA,lankwasa
berate,berate,cin mutunci,cin mutunci
bereavement,rashi,NA,rashi
bereft,rasuwa,NA,rasuwa
berserk,giya,NA,giya
beseech,roƙo,NA,roƙo
beset,mamaye,NA,mamaye
besiege,kewaye shi,kewaye,kewaye
besmirch,gwatso,NA,gwatso
bestial,mafi kyawu,NA,mafi kyawu
betrayals,cin amana,NA,cin amana
betrayer,mayaudari,NA,mayaudari
bewail,yi makoki,NA,yi makoki
beware,yi hattara,NA,yi hattara
bewilder,rudani,NA,rudani
bewildered,rudani,NA,rudani
bewildering,m,rudarwa,rudarwa
bewilderingly,cikin rudani,NA,cikin rudani
bewilderment,rudani,NA,rudani
bewitch,sihiri,NA,sihiri
biases,son zuciya,NA,son zuciya
bicker,mai rikitarwa,NA,mai rikitarwa
bickering,kara,NA,kara
bid-rigging,ƙulla-magudi,NA,ƙulla-magudi
bigotries,son kai,NA,son kai
bigotry,son zuciya,NA,son zuciya
bitchy,bitchy,karuwanci,karuwanci
biting,cizon,NA,cizon
bitingly,cijewa,NA,cijewa
bitterness,haushi,NA,haushi
blab,cika,NA,cika
blabber,gulma,NA,gulma
blackmail,yi masa baƙar fata,NA,yi masa baƙar fata
blameworthy,abin zargi,NA,abin zargi
bland,m,mara kyau,mara kyau
blandish,maras kyau,NA,maras kyau
blaspheme,sabo,NA,sabo
blasphemous,sabo,NA,sabo
blasphemy,sabo,NA,sabo
blasted,ƙararrawa,NA,ƙararrawa
blatant,bayyananniya,NA,bayyananniya
blatantly,a fili,NA,a fili
blather,kara,NA,kara
bleak,rauni,NA,rauni
bleakly,bleakly,a raunace,a raunace
bleakness,rashin ƙarfi,NA,rashin ƙarfi
bleed,zub da jini,NA,zub da jini
bleeding,zub da jini,NA,zub da jini
bleeds,yayi jini,yana zub da jini,yana zub da jini
blemish,aibi,NA,aibi
blinding,makanta,NA,makanta
blindingly,a makance,NA,a makance
blindside,makantar da kai,NA,makantar da kai
blister,bororo,NA,bororo
blistering,kumfa,NA,kumfa
bloated,m,kumburin ciki,kumburin ciki
blockage,toshewa,NA,toshewa
blockhead,blockhead,toshewar kai,toshewar kai
bloodshed,zub da jini,NA,zub da jini
bloodthirsty,mai zubar da jini,NA,mai zubar da jini
blotchy,ƙwanƙwasa,NA,ƙwanƙwasa
blow,busa,NA,busa
blunder,ɓarna,NA,ɓarna
blundering,ɓarna,NA,ɓarna
blunders,blunders,yana barnatarwa,yana barnatarwa
blunt,m,dakushe kaifi,dakushe kaifi
blur,blur,dusu-dusu,dusu-dusu
bluring,bling,mai dusu-dusu,mai dusu-dusu
blurred,blur,dusashe,dusashe
blurring,bluring,mai dusaahewa,mai dusaahewa
blurs,blurs,yana dusashewa,yana dusashewa
blurt,blurt,barin zance,barin zance
boggle,boggle,yin dariyar mamaki,yin dariyar mamaki
bogus,na bogi,NA,na bogi
boil,tafasa,NA,tafasa
boiling,tafasa,mai tafasa,mai tafasa
boisterous,tsawa,NA,tsawa
bombard,bamabamai,NA,bamabamai
bombardment,bombardment,luguden bama-bamai,luguden bama-bamai
bombastic,bam-bamai,NA,bam-bamai
bondage,kangin bauta,NA,kangin bauta
bonkers,masu cin nasara,NA,masu cin nasara
boredom,rashin nishaɗi,NA,rashin nishaɗi
bores,m,ya damu,ya damu
botch,botch,wasarere,wasarere
bothering,damuwa,NA,damuwa
bowdlerize,kwanciya,NA,kwanciya
braggart,takama,NA,takama
bragger,takama,NA,takama
brainless,mara kwakwalwa,NA,mara kwakwalwa
brainwash,wankin kwakwalwa,NA,wankin kwakwalwa
brash,brash,bajinta da kuri,bajinta da kuri
brashly,brashly,kuri da jin kai,kuri da jin kai
brashness,brashness,kuri da jin kai,kuri da jin kai
brat,'yar iska,NA,'yar iska
bravado,bravado,yin bajinta,yin bajinta
brazen,tagulla,NA,tagulla
brazenly,da wauta,NA,da wauta
brazenness,brazenness,rashin kunya,rashin kunya
breach,warwarewarsu,NA,warwarewarsu
break,fasa,NA,fasa
break-up,fasa,NA,fasa
break-ups,fasa,rarrabawa,rarrabawa
breakdown,fashewa,rarraba,rarraba
breaking,karyewa,NA,karyewa
breaks,karya,yana karya,yana karya
breakup,fasa,NA,fasa
breakups,fashewa,NA,fashewa
bribery,cin hanci,NA,cin hanci
brimstone,duwatsu,NA,duwatsu
bristle,bristle,mai yawan gashi,mai yawan gashi
brittle,karaya,NA,karaya
broken-hearted,karyayyar zuciya,NA,karyayyar zuciya
brood,brood,bata ran wani,bata ran wani
browbeat,danshi,NA,danshi
bruise,kurma,rauni ko kujewa,rauni ko kujewa
bruised,ƙuje,rauni ko kujewa,rauni ko kujewa
bruises,raunuka,NA,raunuka
bruising,bruising,kujewa,kujewa
brusque,brusque,magana falle daya,magana falle daya
brutal,m,mugunta,mugunta
brutalising,zaluntar,NA,zaluntar
brutalities,mugunta,NA,mugunta
brutality,mugunta,NA,mugunta
brutalize,zaluntar,NA,zaluntar
brutalizing,zaluntar,NA,zaluntar
brutally,zalunci,NA,zalunci
brute,zalunci,NA,zalunci
brutish,m,wauta,wauta
buckle,daure,NA,daure
bug,bug,kwaro,kwaro
bugging,bugging,addaba,addaba
buggy,buggy,mai addaba,mai addaba
bugs,kwari,NA,kwari
bulkier,mafi girma,NA,mafi girma
bulkiness,bulkiness,mara girma,mara girma
bulky,ƙato,NA,ƙato
bulkyness,yawanci,NA,yawanci
bull----,sa ----,NA,sa ----
bull****,bijimi ****,NA,bijimi ****
bullies,masu zagi,NA,masu zagi
bullshyt,sabarins,NA,sabarins
bullyingly,zalunci,NA,zalunci
bum,gasa,NA,gasa
bump,yi karo,NA,yi karo
bumped,kara,NA,kara
bumping,cin karo,NA,cin karo
bumpping,dunƙulewa,NA,dunƙulewa
bumps,kumburi,NA,kumburi
bumpy,m,mai kumburi,mai kumburi
bungle,daji,yin abu ba kulawa,yin abu ba kulawa
bungler,bungler,mai yin abu ba kulawa,mai yin abu ba kulawa
bungling,bunging,yin abu ba kulawa,yin abu ba kulawa
bunk,kankara,NA,kankara
burdensome,nauyi,NA,nauyi
burdensomely,da nauyi,NA,da nauyi
burn,ƙone,NA,ƙone
burned,ƙone,NA,ƙone
burning,konawa,NA,konawa
burns,konewa,ya kone,ya kone
bust,fasa,NA,fasa
busts,busts,ya fasa,ya fasa
busybody,mai shagala,shagalalle,shagalalle
butcher,mahauci,NA,mahauci
butchery,mayanka,NA,mayanka
buzzing,buzzing,gurnani,gurnani
cackle,sassaka,NA,sassaka
calamities,masifu,NA,masifu
calamitous,bala'i,mai bala'i,mai bala'i
calamitously,bala'i,cikin baka'i,cikin baka'i
calamity,masifa,NA,masifa
callous,mara kyau,NA,mara kyau
calumniate,ƙarara,NA,ƙarara
calumniation,kira,NA,kira
calumnies,karafan,NA,karafan
calumnious,maimaitawa,NA,maimaitawa
calumniously,karafarini,NA,karafarini
calumny,maras amfani,NA,maras amfani
cancerous,mai cutar kansa,NA,mai cutar kansa
cannibal,cin naman mutane,NA,cin naman mutane
cannibalize,cin naman mutane,NA,cin naman mutane
capitulate,ƙaramar magana,NA,ƙaramar magana
capricious,kamewa,NA,kamewa
capriciously,duwawu,NA,duwawu
capriciousness,kamun kai,NA,kamun kai
capsize,kifewa,NA,kifewa
carelessness,rashin kulawa,NA,rashin kulawa
caricature,caricature,zane mai matukar kama,zane mai matukar kama
carnage,kisan kai,NA,kisan kai
carp,irin kifi,NA,irin kifi
cartoonish,barkwanci,NA,barkwanci
cash-strapped,tsabar kudi,NA,tsabar kudi
castigate,jifa,NA,jifa
castrated,zaba,NA,zaba
cataclysm,masifa,NA,masifa
cataclysmal,cataclysmal,barna,barna
cataclysmic,maijista,barna,barna
cataclysmically,cataclysmically,barna,barna
catastrophes,masifu,NA,masifu
catastrophically,masifa,NA,masifa
caustic,caustic,mabarnaci,mabarnaci
caustically,a hankali,NA,a hankali
cautionary,gargadi,NA,gargadi
cave,kogo,NA,kogo
censure,la'anta,NA,la'anta
chaff,ƙaiƙayi,NA,ƙaiƙayi
challenging,kalubale,NA,kalubale
chasten,azabtar,NA,azabtar
chastisement,azaba,NA,azaba
chatter,hira,NA,hira
chatterbox,akwatinan hira,NA,akwatinan hira
cheap,mai rahusa,NA,mai rahusa
cheapen,yi arha,NA,yi arha
cheaply,a arha,NA,a arha
cheating,yaudara,NA,yaudara
checkered,checkecce,wanda ake sassauyawa,wanda ake sassauyawa
cheesy,cheesy,mara kyau,mara kyau
chide,chide,yin fada,yin fada
chill,huce,sanyi,sanyi
chilly,chill,sassanya,sassanya
chintzy,sabarini,NA,sabarini
choleric,ƙungiyar mawaƙa,NA,ƙungiyar mawaƙa
choppy,sarari,NA,sarari
chore,aiki,NA,aiki
chronic,na kullum,NA,na kullum
chunky,chunky,curarre,curarre
clamor,iƙirari,NA,iƙirari
clamorous,mai ban mamaki,NA,mai ban mamaki
cliche,danna,maimaita magana,maimaita magana
cliched,cliced,maimaita zance,maimaita zance
clique,yanki,NA,yanki
clog,toshe,NA,toshe
clogged,gidan ya toshe,tosashshe,tosashshe
clogs,clogs,ya/ta toshe,ya/ta toshe
cloud,girgije,NA,girgije
clouding,girgije,NA,girgije
cloudy,girgije,mai hadari,mai hadari
clumsy,m,mashiririci,mashiririci
clunky,maras kyau,NA,maras kyau
coarse,m,mai mugun zance,mai mugun zance
coerce,tilasta,NA,tilasta
coercion,tilasci,NA,tilasci
coercive,tilastawa,NA,tilastawa
cold,sanyi,NA,sanyi
coldly,cikin sanyi,NA,cikin sanyi
collude,hada kai,NA,hada kai
collusion,haɗin kai,gamuwa,gamuwa
combative,gwagwarmaya,NA,gwagwarmaya
combust,combust,cinyewar wuta,cinyewar wuta
comical,mai ban dariya,NA,mai ban dariya
commiserate,commiserate,tausayawa,tausayawa
commonplace,gama gari,NA,gama gari
commotion,tashin hankali,NA,tashin hankali
commotions,rikice-rikice,NA,rikice-rikice
complaining,gunaguni,yin korafi,yin korafi
complaint,korafi,NA,korafi
complaints,gunaguni,korafe-korafe,korafe-korafe
complex,hadaddun,hade-hade,hade-hade
complicated,rikitarwa,NA,rikitarwa
complication,wahala,NA,wahala
complicit,wahalad da,NA,wahalad da
compulsion,tilas,NA,tilas
compulsive,tilastawa,NA,tilastawa
concede,yarda,NA,yarda
conceded,yarda,NA,yarda
conceit,girman kai,NA,girman kai
conceited,girman kai,NA,girman kai
concen,hada,NA,hada
concens,ma'ana,NA,ma'ana
concern,damuwa,NA,damuwa
concerned,damu,NA,damu
concerns,damuwa,NA,damuwa
concession,rangwame,NA,rangwame
concessions,rangwame,NA,rangwame
condemnable,la'ana,NA,la'ana
condescend,ƙasƙantar da kai,NA,ƙasƙantar da kai
condescending,kanku,NA,kanku
condescendingly,kankani,NA,kankani
condescension,kwanciyar hankali,NA,kwanciyar hankali
confess,furta,NA,furta
confession,ikirari,NA,ikirari
confessions,ikirari,NA,ikirari
confined,tsare,boye,boye
conflicted,rikici,NA,rikici
confound,rikice,rikici,rikici
confounded,dame,rikice,rikice
confounding,rikicewa,NA,rikicewa
confront,adawa,NA,adawa
confrontation,adawa,NA,adawa
confrontational,adawa,NA,adawa
confuses,rudewa,ya rude,ya rude
confusion,rikicewa,NA,rikicewa
confusions,rikicewa,NA,rikicewa
congested,cunkoso,NA,cunkoso
congestion,cunkoso,NA,cunkoso
cons,fursunoni,NA,fursunoni
conscons,baƙaƙe,NA,baƙaƙe
conservative,ra'ayin mazan jiya,NA,ra'ayin mazan jiya
conspicuous,bayyananne,NA,bayyananne
conspicuously,a bayyane,NA,a bayyane
conspiracies,makirci,NA,makirci
conspirator,mayaudari,NA,mayaudari
conspiratorial,makirci,NA,makirci
conspire,kulla makirci,NA,kulla makirci
consternation,damuwa,NA,damuwa
contaminate,gurbata,NA,gurbata
contaminated,gurbata,NA,gurbata
contaminates,gurɓata,NA,gurɓata
contaminating,gurɓata,NA,gurɓata
contamination,gurbatawa,NA,gurbatawa
contemptible,raini,NA,raini
contention,hujja,NA,hujja
contort,ortaddamarwa,NA,ortaddamarwa
contortions,rikitarwa,NA,rikitarwa
contradict,musu,NA,musu
contradiction,musu,NA,musu
contradictory,musu,NA,musu
contrariness,alfasha,NA,alfasha
contravene,saba wa,hananne,hananne
contrive,yi nasara,NA,yi nasara
contrived,ƙaddara,NA,ƙaddara
controversy,rigima,cin karo,cin karo
convoluted,rikicewa,NA,rikicewa
corrode,lalata,NA,lalata
corrosion,lalata,NA,lalata
corrosions,lalata,NA,lalata
corrosive,lalatattu,NA,lalatattu
corrupt,lalatacce,NA,lalatacce
corrupted,gurbace,NA,gurbace
corrupting,lalata,NA,lalata
corruption,rashawa,NA,rashawa
corrupts,lalatattu,ya lalata,ya lalata
corruptted,lalatacce,NA,lalatacce
costlier,mai tsada,NA,mai tsada
counter-productive,counter-m,gaza samarwa,gaza samarwa
counterproductive,m,gaza samarwa,gaza samarwa
coupists,masu juyin mulki,NA,masu juyin mulki
covetous,kwadayi,NA,kwadayi
crabby,kaguwa,NA,kaguwa
crack,fasa,NA,fasa
cracked,fashe,NA,fashe
cracks,fasa,yana fasawa,yana fasawa
craftily,da dabara,NA,da dabara
craftly,da wayo,NA,da wayo
crafty,mai wayo,NA,mai wayo
cramped,matsattse,NA,matsattse
cramping,matse ciki,NA,matse ciki
cranky,cranky,sabon abu,sabon abu
crappy,mara dadi,NA,mara dadi
craps,craps,zancen banza,zancen banza
crashed,fadi,NA,fadi
crashes,hadarurruka,NA,hadarurruka
crashing,faduwa,NA,faduwa
crass,karas,NA,karas
craven,nema,NA,nema
cravenly,mai hankali,NA,mai hankali
craze,hauka,NA,hauka
crazily,wawanci,NA,wawanci
craziness,hauka,NA,hauka
creak,creak,abu ya fara rauni,abu ya fara rauni
creaking,creaking,rauni,rauni
creaks,creaks,yana yin rauni,yana yin rauni
credulous,na kirki,NA,na kirki
creep,rarrafe,NA,rarrafe
creeping,mai rarrafe,NA,mai rarrafe
creeps,creeps,yana yin rarrafe,yana yin rarrafe
creepy,mai ban tsoro,NA,mai ban tsoro
crept,yi ratse,NA,yi ratse
cringe,jin tsoro,NA,jin tsoro
cringed,jin tsoro,NA,jin tsoro
cringes,kwanto,NA,kwanto
cripple,gurguwa,gurgunta,gurgunta
crippled,gurgu,NA,gurgu
cripples,gurguwa,yana Jan kafa,yana Jan kafa
crippling,gurgunta,NA,gurgunta
critical,m,mai tsauri,mai tsauri
criticisms,zargi,NA,zargi
cronyism,sabani,NA,sabani
crook,dan damfara,NA,dan damfara
crooked,m,Dan damfara,Dan damfara
crooks,'yan damfara,NA,'yan damfara
crowded,cunkosu,NA,cunkosu
crowdedness,cunkoson jama'a,NA,cunkoson jama'a
crude,danye,NA,danye
crueler,ɗan faski,azzalumi,azzalumi
cruelest,mafi tsananin zalunci,NA,mafi tsananin zalunci
cruelly,mugunta,NA,mugunta
cruelness,mugunta,NA,mugunta
cruelties,mugunta,NA,mugunta
crumble,marmashe,NA,marmashe
crumbling,rugujewa,NA,rugujewa
crummy,crummy,mai kazanta,mai kazanta
crumple,marmashewa,NA,marmashewa
crumpled,marmashe,NA,marmashe
NA,crumples,yana murmushewa,yana murmushewa
culpable,m,mai laifi,mai laifi
culprit,mai laifi,NA,mai laifi
cumbersome,cumbersome,wahalar sarrafuwa,wahalar sarrafuwa
cunts,katako,takadarin mutum,takadarin mutum
cuplrit,kofin,bijirarre,bijirarre
cursed,la'ana,NA,la'ana
curses,la'ana,NA,la'ana
curt,ɓata,NA,ɓata
cuss,cuss,takurawa,takurawa
cussed,cussed,takurawa,takurawa
cutthroat,ɗan katako,NA,ɗan katako
d*mn,d * mn,tir,tir
damaged,lalace,NA,lalace
damaging,lalata,NA,lalata
damnable,tsinewa,La'ananne,La'ananne
damnably,la'antar,NA,la'antar
damnation,la'ana,NA,la'ana
damning,la'anta,NA,la'anta
damper,damper,cikas,cikas
dangerous,mai hadari,NA,mai hadari
dangerousness,hatsari,NA,hatsari
dark,duhu,NA,duhu
darken,yi duhu,NA,yi duhu
darkened,duhu,duhuntawa,duhuntawa
darker,duhu,NA,duhu
dastard,dastard,kaskantaccen mutum,kaskantaccen mutum
dastardly,dastardly,cikin kaskanci,cikin kaskanci
daunt,daunt,sanya fushi,sanya fushi
daunting,ban tsoro,NA,ban tsoro
dauntingly,dawa,a tsorace,a tsorace
dawdle,dawdle,bata lokaci,bata lokaci
daze,rudu,NA,rudu
dazed,mamaki,NA,mamaki
deadbeat,matattu,NA,matattu
deadly,m,matacce,matacce
deadweight,mai nauyi,NA,mai nauyi
deaf,kurma,NA,kurma
dearth,yunwa,NA,yunwa
debacle,lalacewa,NA,lalacewa
debase,lalata,NA,lalata
debasement,lalacewa,NA,lalacewa
debaser,mai cire kuɗi,mai lalatawa,mai lalatawa
debatable,muhawara,na cece-kuce,na cece-kuce
debauch,debauch,lalata,lalata
debaucher,lalata,NA,lalata
debauchery,lalata,NA,lalata
debilitate,raunana,NA,raunana
debilitating,mai kasala,NA,mai kasala
debility,debility,sayin jiki,sayin jiki
debts,basusuka,NA,basusuka
decadence,lalatawa,NA,lalatawa
decadent,lalacewa,NA,lalacewa
decay,lalata,NA,lalata
decayed,ruɓewa,NA,ruɓewa
deceitfully,yaudara,NA,yaudara
deceitfulness,yaudara,NA,yaudara
deceiver,mayaudari,NA,mayaudari
deceivers,mayaudara,NA,mayaudara
deceptive,yaudara,NA,yaudara
deceptively,yaudara,a yaudare,a yaudare
declaim,sanarwa,NA,sanarwa
decline,ƙi,NA,ƙi
declines,ƙi,ya/ta ki,ya/ta ki
declining,ragewa,NA,ragewa
decrement,raguwa,NA,raguwa
decrepit,raguwa,NA,raguwa
decrepitude,raguwa,NA,raguwa
decry,yanke,NA,yanke
defamation,bata suna,NA,bata suna
defamations,bata suna,NA,bata suna
defamatory,m,yarfe,yarfe
defame,bata suna,NA,bata suna
defective,m,mara yi,mara yi
defensive,kare,NA,kare
defiance,bijirewa,NA,bijirewa
defiantly,ba da kai ba,NA,ba da kai ba
deficiencies,nakasa,NA,nakasa
deficiency,rashi,NA,rashi
deficient,rashi,NA,rashi
defile,ƙazantu,lalata,lalata
defiler,ƙazanta,mai lalata,mai lalata
deform,nakasa,NA,nakasa
deformed,mara kyau,NA,mara kyau
