word,machine_translation,human_translation,machine_translation_updated,emotion,emotion_intensity_score
basketball,agbọn,bọ́ọ̀lù àfọwọ́gbá,bọ́ọ̀lù àfọwọ́gbá,anticipation,0.453
elegance,didara,dídára,dídára,anticipation,0.453
infinity,ailopin,àìlópin,àìlópin,anticipation,0.453
flinch,flinch,ìbẹ̀rẹ̀,ìbẹ̀rẹ̀,anticipation,0.453
improve,mu dara,mú dára,mú dára,anticipation,0.453
supremacy,titobi,títóbi,títóbi,anticipation,0.453
career,iṣẹ,Iṣẹ́,Iṣẹ́,anticipation,0.453
prevention,idena,ìdènà,ìdènà,anticipation,0.453
perpetuity,ayeraye,ayérayé,ayérayé,anticipation,0.453
intimately,timotimo,tímọ́tímọ́,tímọ́tímọ́,anticipation,0.453
inaugural,ìdánilẹkọọ,Ìdánilẹ́kọ̀ọ́,Ìdánilẹ́kọ̀ọ́,anticipation,0.453
perfect,pipe,pípé,pípé,anticipation,0.445
conjecture,awotẹlẹ,Àwòtẹ́lẹ̀,Àwòtẹ́lẹ̀,anticipation,0.445
confidence,igbekele,Ìgbẹ́kẹ̀lé,Ìgbẹ́kẹ̀lé,anticipation,0.445
volunteer,oluyọọda,Olúyọ̀nda,Olúyọ̀nda,anticipation,0.445
veracity,otitọ,Òtítọ́,Òtítọ́,anticipation,0.445
sun,oorun,oòrùn,oòrùn,anticipation,0.445
epidemic,àjàkálẹ àrùn,àjàkálẹ àrùn,àjàkálẹ àrùn,anticipation,0.445
fain,fain,fẹ́ràn,fẹ́ràn,anticipation,0.445
surround,yíká,yíká,yíká,anticipation,0.445
share,pin,pín,pín,anticipation,0.445
sweet,dun,dùn,dùn,anticipation,0.445
concealment,ifipamo,Ìfipamọ́,Ìfipamọ́,anticipation,0.445
fitting,ibamu,ìbámu,ìbámu,anticipation,0.445
saint,eniyan mimo,Ènìyàn mímọ́,Ènìyàn mímọ́,anticipation,0.438
conservation,itoju,Ìtọ́jú,Ìtọ́jú,anticipation,0.438
faith,igbagbọ,Ìgbàgbọ́,Ìgbàgbọ́,anticipation,0.438
prepared,gbaradi,gbáradì,gbáradì,anticipation,0.438
passenger,ero -ọkọ,èrò-ọkọ̀,èrò-ọkọ̀,anticipation,0.438
ferment,ferment,kan,kan,anticipation,0.438
rabid,rabid,Ìgbọ́kànlé,Ìgbọ́kànlé,anticipation,0.438
respect,ibowo,Ìbọ̀wọ̀,Ìbọ̀wọ̀,anticipation,0.438
recombination,atunkọ,àtúntò,àtúntò,anticipation,0.438
reconstruction,atunkọ,Àtúnkọ́,Àtúnkọ́,anticipation,0.438
tickle,tickle,pàkínpàkín,pàkínpàkín,anticipation,0.438
medical,egbogi,ègbogi,ègbogi,anticipation,0.438
serial,tẹlentẹle,Tẹ̀lé ń tẹ̀lé,Tẹ̀lé ń tẹ̀lé,anticipation,0.438
goodness,ire,ire,ire,anticipation,0.438
plea,ẹbẹ,ẹ̀bẹ̀,ẹ̀bẹ̀,anticipation,0.438
superstitious,superstitious,ìgbàgbọ́ àtijọ́,ìgbàgbọ́ àtijọ́,anticipation,0.438
aloha,alaafia,Ìkíni ìfẹ́,Ìkíni ìfẹ́,anticipation,0.438
angel,angeli,ángélì,ángélì,anticipation,0.438
reconstruct,atunkọ,Àtúnkọ́,Àtúnkọ́,anticipation,0.438
devout,olùfọkànsìn,olùfọkànsìn,olùfọkànsìn,anticipation,0.438
peace,alafia,àláfíà,àláfíà,anticipation,0.43
tabulate,tabulate,pín,pín,anticipation,0.43
install,fi sori ẹrọ,Fi sórí ẹ̀rọ,Fi sórí ẹ̀rọ,anticipation,0.43
serenity,ifokanbale,Ìfọ̀kànbalẹ̀,Ìfọ̀kànbalẹ̀,anticipation,0.43
strategist,ogbon,ọgbọ́n,ọgbọ́n,anticipation,0.43
clap,pàtẹ́wọ́,pàtẹ́wọ́,pàtẹ́wọ́,anticipation,0.43
venerable,venerable,bọ̀wọ̀,bọ̀wọ̀,anticipation,0.43
perpetuate,wà pẹ́ títí,wà pẹ́ títí,wà pẹ́ títí,anticipation,0.43
luscious,luscious,fẹ́lẹ́,fẹ́lẹ́,anticipation,0.43
unverified,aimọ,Àìmọ̀,Àìmọ̀,anticipation,0.43
spa,spa,Ibi ìtora,Ibi ìtora,anticipation,0.43
tribunal,ile -ẹjọ,Ilé-ejọ́,Ilé-ejọ́,anticipation,0.43
labyrinth,labyrinth,lọ́ kọ́lọk̀ọlọ,lọ́ kọ́lọk̀ọlọ,anticipation,0.43
charitable,alanu,aláànúú,aláànúú,anticipation,0.43
worship,ijosin,Ìjọsìn,Ìjọsìn,anticipation,0.422
candid,lododo,lódodo,lódodo,anticipation,0.422
recognizable,mọ,mọ̀,mọ̀,anticipation,0.422
unresolved,ti ko yanju,tí kò yanjú,tí kò yanjú,anticipation,0.422
volatility,iyipada,ìyípadà,ìyípadà,anticipation,0.422
forestall,igbo igbo,Igbó igbó,Igbó igbó,anticipation,0.422
patience,s patienceru,Ìwà pẹ̀lẹ́kùtù,Ìwà pẹ̀lẹ́kùtù,anticipation,0.422
edification,atunse,Àtúnṣe,Àtúnṣe,anticipation,0.422
conspirator,apanirun,apanirun,apanirun,anticipation,0.422
grin,rẹrin,rẹ́rìnín,rẹ́rìnín,anticipation,0.422
oasis,osa,ìsádi,ìsádi,anticipation,0.422
vista,vista,Ìwònà fún ìsẹ̀lẹ̀,Ìwònà fún ìsẹ̀lẹ̀,anticipation,0.422
adrift,adrift,Lé ténté,Lé ténté,anticipation,0.422
revere,ibowo,Ìbọ̀wọ̀,Ìbọ̀wọ̀,anticipation,0.422
peaceful,alaafia,àláfíà,àláfíà,anticipation,0.422
laughter,ẹrin,ẹ̀rín,ẹ̀rín,anticipation,0.422
weigh,sonipa,wúwo,wúwo,anticipation,0.414
pretty,lẹwa,lẹ́wà,lẹ́wà,anticipation,0.414
detainee,atimọle,Àtìmọ́lé,Àtìmọ́lé,anticipation,0.414
withstand,farada,faradà,faradà,anticipation,0.414
ordination,isọdimimọ,Ìsọdimímọ́,Ìsọdimímọ́,anticipation,0.414
grant,fifunni,fifúnni,fifúnni,anticipation,0.414
frisky,frisky,kún fágbára,kún fágbára,anticipation,0.414
punctual,lásìkò,lásìkò,lásìkò,anticipation,0.414
astrologer,awòràwọ̀,awòràwọ̀,awòràwọ̀,anticipation,0.414
morn,owurọ,Òwúrọ̀,Òwúrọ̀,anticipation,0.414
probation,igba akọkọwọṣẹ,Ìgbà àkọ́kọ́wọṣẹ́,Ìgbà àkọ́kọ́wọṣẹ́,anticipation,0.414
calls,awọn ipe,Àwọn ìpè,Àwọn ìpè,anticipation,0.414
mediate,alarina,alárinà,alárinà,anticipation,0.414
proficiency,pipe,pípé,pípé,anticipation,0.414
craps,craps,yàgbẹ́,yàgbẹ́,anticipation,0.414
ongoing,ti nlọ lọwọ,ti ńlọ lọ́wọ́,ti ńlọ lọ́wọ́,anticipation,0.414
thought,ronu,ronú,ronú,anticipation,0.414
continue,tesiwaju,tẹ̀síwájú,tẹ̀síwájú,anticipation,0.414
sing,kọrin,kọrin,kọrin,anticipation,0.411
outdo,outdo,ṣe kọjá,ṣe kọjá,anticipation,0.406
mother,iya,ìyá,ìyá,anticipation,0.406
subscribe,alabapin,alábàápín,alábàápín,anticipation,0.406
nurture,tọ́jú,tọ́jú,tọ́jú,anticipation,0.406
proud,igberaga,ìgbéraga,ìgbéraga,anticipation,0.406
comfort,itunu,ìtùnú,ìtùnú,anticipation,0.406
debenture,debenture,Ìwé àdéhùn,Ìwé àdéhùn,anticipation,0.406
punished,jiya,jìyà,jìyà,anticipation,0.406
long,gun,gùn,gùn,anticipation,0.406
opponent,alatako,olùdíje,olùdíje,anticipation,0.406
banquet,àsè,àsè,àsè,anticipation,0.406
twinkle,seju,Sẹ́jú,Sẹ́jú,anticipation,0.406
wizard,oṣó,oṣó,oṣó,anticipation,0.406
midwife,agbẹbi,Agbẹ̀bí,Agbẹ̀bí,anticipation,0.406
navigable,kiri,kiri,kiri,anticipation,0.406
confession,ijewo,Ìjẹ́wọ́,Ìjẹ́wọ́,anticipation,0.406
continuation,itesiwaju,Ìtẹ̀síwájú,Ìtẹ̀síwájú,anticipation,0.406
headlight,imole,Ìmọ́lẹ̀,Ìmọ́lẹ̀,anticipation,0.406
prophylactic,prophylactic,sísáfún,sísáfún,anticipation,0.406
chicane,chicane,tànjẹ,tànjẹ,anticipation,0.406
university,yunifasiti,Ilé-ìwé-ẹ̀kọ́-gíga,Ilé-ìwé-ẹ̀kọ́-gíga,anticipation,0.406
deal,adehun,àdéhùn,àdéhùn,anticipation,0.402
efficient,daradara,dáradára,dáradára,anticipation,0.398
lettered,leta,lẹ́tà,lẹ́tà,anticipation,0.398
simmer,simmer,gbégbóná,gbégbóná,anticipation,0.398
reliance,igbekele,Ìgbẹ́kẹ̀lé,Ìgbẹ́kẹ̀lé,anticipation,0.398
balm,balm,Ìpara Ìwọ́ra,Ìpara Ìwọ́ra,anticipation,0.398
guillotine,guillotine,bẹ́ríbẹ́rí,bẹ́ríbẹ́rí,anticipation,0.398
mortification,imudaniloju,ìmúdánilójú,ìmúdánilójú,anticipation,0.398
saintly,mimo,Mímọ́,Mímọ́,anticipation,0.398
symphony,simfoni,Ohùn dídùn,Ohùn dídùn,anticipation,0.398
top,oke,òkè,òkè,anticipation,0.398
obliging,ọranyan,ọ̀ranyàn,ọ̀ranyàn,anticipation,0.398
death,iku,ikú,ikú,anticipation,0.398
vigil,gbigbọn,àìsùn,àìsùn,anticipation,0.398
distracting,distracting,ń díwọ́,ń díwọ́,anticipation,0.398
representing,aṣoju,aṣojú,aṣojú,anticipation,0.398
judiciary,adajo,Adájọ́,Adájọ́,anticipation,0.398
depraved,ibajẹ,Ìbàjẹ́,Ìbàjẹ́,anticipation,0.391
condemnation,ìdálẹ́bi,ìdálẹ́bi,ìdálẹ́bi,anticipation,0.391
assurance,idaniloju,ìdánilójú,ìdánilójú,anticipation,0.391
antidote,antidote,Ògùn ìwòsàn,Ògùn ìwòsàn,anticipation,0.391
undoubted,laiseaniani,láìseàníàní,láìseàníàní,anticipation,0.391
objective,ohun to wa,ohun tó wà,ohun tó wà,anticipation,0.391
maternal,ìyá,ìyá,ìyá,anticipation,0.391
abeyance,itusile,Ìtúsílẹ̀,Ìtúsílẹ̀,anticipation,0.391
art,aworan,àwòrán,àwòrán,anticipation,0.391
unfulfilled,ti ko ṣẹ,Tí kò ṣe,Tí kò ṣe,anticipation,0.391
familiarity,faramọ,faramọ́,faramọ́,anticipation,0.391
chuckle,ẹrin,ẹ̀rín,ẹ̀rín,anticipation,0.391
sanctify,sọ di mímọ̀,Sọ di mímọ́,Sọ di mímọ́,anticipation,0.391
diplomacy,diplomacy,Fọgbán sí,Fọgbán sí,anticipation,0.391
linger,pẹpẹ,Pẹ́pẹ́,Pẹ́pẹ́,anticipation,0.391
poke,poke,gín,gín,anticipation,0.391
trust,gbekele,gbẹ́kẹ̀lé,gbẹ́kẹ̀lé,anticipation,0.391
inoculation,inoculation,Síṣèsọ́ra fún,Síṣèsọ́ra fún,anticipation,0.384
labor,laala,làálà,làálà,anticipation,0.383
ram,Àgbo,àgbò,àgbò,anticipation,0.383
chant,korin,Kọrin,Kọrin,anticipation,0.383
dutiful,tọkàntọkàn,tọkàntọkàn,tọkàntọkàn,anticipation,0.383
banger,banger,jíjàn,jíjàn,anticipation,0.383
humanitarian,omoniyan,ọmọnìyàn,ọmọnìyàn,anticipation,0.383
ship,ọkọ oju omi,ọkọ̀ ojú omi,ọkọ̀ ojú omi,anticipation,0.383
depend,dale,dálé,dálé,anticipation,0.383
good,o dara,dára,dára,anticipation,0.383
scientist,onimo ijinle sayensi,Onímọ̀ ìjìnlẹ sáyẹ̀nsì,Onímọ̀ ìjìnlẹ sáyẹ̀nsì,anticipation,0.383
undecided,ti ko pinnu,Tí kò pinu,Tí kò pinu,anticipation,0.383
simplify,rọrun,rọrùn,rọrùn,anticipation,0.383
hap,hap,oríre,oríre,anticipation,0.383
hymn,orin iyin,orin ìyìn,orin ìyìn,anticipation,0.383
failing,kuna,kùnà,kùnà,anticipation,0.383
playground,ibi -iṣere,Ibi-ìṣeré,Ibi-ìṣeré,anticipation,0.383
discretion,làákàyè,làákàyè,làákàyè,anticipation,0.383
clock,aago,ago,ago,anticipation,0.375
interim,adele,àdèlé,àdèlé,anticipation,0.375
public,ti gbogbo eniyan,Ti gbogbo ènìyàn,Ti gbogbo ènìyàn,anticipation,0.375
sterling,sita,dára,dára,anticipation,0.375
savor,adun,adùn,adùn,anticipation,0.375
recurrent,loorekoore,lóòrekòrè,lóòrekòrè,anticipation,0.375
gradual,dialdi.,Díẹ̀díẹ̀,Díẹ̀díẹ̀,anticipation,0.375
mountain,oke,òkè,òkè,anticipation,0.375
track,orin,ìlànà,ìlànà,anticipation,0.375
cradle,jojolo,Ìpìlẹ̀,Ìpìlẹ̀,anticipation,0.375
interminable,interminable,àìlópin,àìlópin,anticipation,0.375
navigator,kiri,ìkiri,ìkiri,anticipation,0.375
sonar,sonar,ìtàná,ìtàná,anticipation,0.367
instructions,awọn ilana,Àwọn ìlànà,Àwọn ìlànà,anticipation,0.367
lesson,ẹkọ,ẹ̀kọ́,ẹ̀kọ́,anticipation,0.367
abide,duro,dúró,dúró,anticipation,0.367
musical,orin,orin,orin,anticipation,0.367
towering,gíga,gíga,gíga,anticipation,0.367
concealed,pamọ,Pamọ́,Pamọ́,anticipation,0.367
whim,whim,èrò,èrò,anticipation,0.367
convince,parowa,Pàrọwà,Pàrọwà,anticipation,0.367
spear,ọkọ,ọ̀kọ̀,ọ̀kọ̀,anticipation,0.367
biennial,odun meji,Odún méjì,Odún méjì,anticipation,0.367
shiver,gbigbọn,gbígbọ̀n,gbígbọ̀n,anticipation,0.367
theory,yii,ẹ̀kọ́,ẹ̀kọ́,anticipation,0.359
offset,aiṣedeede,Àìṣedédé,Àìṣedédé,anticipation,0.359
atone,ètùtù,ètùtù,ètùtù,anticipation,0.359
theology,eko nipa esin,ẹ̀kọ́ nípa ẹ̀sìn,ẹ̀kọ́ nípa ẹ̀sìn,anticipation,0.359
undying,tí kò kú,tí kò kú,tí kò kú,anticipation,0.359
timidity,itiju,ìtìjú,ìtìjú,anticipation,0.359
plump,pọn,Pọ́n,Pọ́n,anticipation,0.359
audience,olugbo,èrò,èrò,anticipation,0.357
nobility,ọlọla,ọlọ́lá,ọlọ́lá,anticipation,0.352
localize,agbegbe,agbègbè,agbègbè,anticipation,0.352
paragon,paragon,àpẹrẹ,àpẹrẹ,anticipation,0.352
edition,àtúnse,àtúnṣe,àtúnṣe,anticipation,0.352
kindred,ibatan,ìbátan,ìbátan,anticipation,0.352
dietary,onjẹunjẹ,Nípa oúnjẹ,Nípa oúnjẹ,anticipation,0.352
closure,bíbo,bíbò,bíbò,anticipation,0.352
daily,ojoojumo,Ojoojúmọ́,Ojoojúmọ́,anticipation,0.352
farm,oko,oko,oko,anticipation,0.352
store,itaja,Ibi-ìkẹ́rù pamọ́sí,Ibi-ìkẹ́rù pamọ́sí,anticipation,0.352
cramp,inira,ìnira,ìnira,anticipation,0.352
consecration,ìyàsímímọ́,ìyàsímímọ́,ìyàsímímọ́,anticipation,0.352
wireless,alailowaya,aláìlowáyà,aláìlowáyà,anticipation,0.344
errand,iṣẹ,Iṣẹ́,Iṣẹ́,anticipation,0.344
meditate,ṣe àṣàrò,ṣe àṣàrò,ṣe àṣàrò,anticipation,0.344
mutable,mutable,le yọ kúrò,le yọ kúrò,anticipation,0.344
stripped,ṣi kuro,ṣí kúrò,ṣí kúrò,anticipation,0.344
mobile,mobile,ṣe é gbé kiri,ṣe é gbé kiri,anticipation,0.344
archaeology,archeology,Ẹ̀kọ́ ìgbà àtíjọ́,Ẹ̀kọ́ ìgbà àtíjọ́,anticipation,0.344
unaccountable,unaccountable,aìleseékà,aìleseékà,anticipation,0.336
buddy,ore,ọ̀rẹ́,ọ̀rẹ́,anticipation,0.336
unbeaten,alailẹgbẹ,aláìlẹ́gbẹ́,aláìlẹ́gbẹ́,anticipation,0.336
germ,kokoro,kòkòrò,kòkòrò,anticipation,0.336
brotherly,arakunrin,arákùnrin,arákùnrin,anticipation,0.336
lessen,dinku,dínkù,dínkù,anticipation,0.336
pare,pare,gé,gé,anticipation,0.336
chastity,iwa mimọ,Ìwà mímọ́,Ìwà mímọ́,anticipation,0.328
council,igbimọ,Ìgbìmọ̀,Ìgbìmọ̀,anticipation,0.328
patient,alaisan,aláìsàn,aláìsàn,anticipation,0.328
possess,gbà,gbà,gbà,anticipation,0.328
digress,digress,yà,yà,anticipation,0.328
secular,alailesin,aláìlẹ́sìn,aláìlẹ́sìn,anticipation,0.328
ribbon,tẹẹrẹ,Tẹ́ẹ́rẹ́,Tẹ́ẹ́rẹ́,anticipation,0.328
dove,àdàbà,àdàbà,àdàbà,anticipation,0.328
olfactory,olfactory,Ibi imú,Ibi imú,anticipation,0.328
immature,ti ko dagba,tí kò dàgbà,tí kò dàgbà,anticipation,0.32
fancy,fanimọra,fanimọ́ra,fanimọ́ra,anticipation,0.32
disposed,sọnu,sọnù,sọnù,anticipation,0.32
heft,heft,tóbi,tóbi,anticipation,0.32
paddle,paddle,gbá,gbá,anticipation,0.32
cove,ibora,ìbora,ìbora,anticipation,0.32
regularity,deede,déédé,déédé,anticipation,0.32
mediator,olulaja,olùlàjà,olùlàjà,anticipation,0.32
preservative,olutọju,Olùtọ́jú,Olùtọ́jú,anticipation,0.32
scrutinize,ṣe ayẹwo,ṣe àyẹ̀wò,ṣe àyẹ̀wò,anticipation,0.32
infanticide,ipaniyan ọmọ,Ìpànìyàn ọmọ,Ìpànìyàn ọmọ,anticipation,0.32
denying,kiko,Kíkọ̀,Kíkọ̀,anticipation,0.312
analyst,oluyanju,olùyanjú,olùyanjú,anticipation,0.312
unpublished,ti a ko tẹjade,Tí a kò tẹ̀ jáde,Tí a kò tẹ̀ jáde,anticipation,0.312
church,ijo,Ìjọ,Ìjọ,anticipation,0.312
grim,koro,yíyisánu,yíyisánu,anticipation,0.312
bugle,bugle,jígbé,jígbé,anticipation,0.312
mill,ọlọ,ọlọ,ọlọ,anticipation,0.305
priesthood,oyè àlùfáà,oyè àlùfáà,oyè àlùfáà,anticipation,0.305
broadside,gbooro,gbòòrò,gbòòrò,anticipation,0.305
judicial,adajọ,adájọ́,adájọ́,anticipation,0.305
saliva,itọ,itọ́,itọ́,anticipation,0.297
thermocouple,thermocouple,Èrọ̀ tín sàyẹ̀wo ara,Èrọ̀ tín sàyẹ̀wo ara,anticipation,0.297
dismay,aibanujẹ,Àìbanújẹ́,Àìbanújẹ́,anticipation,0.297
cap,fila,fìlà,fìlà,anticipation,0.297
instructor,oluko,Olùkọ́,Olùkọ́,anticipation,0.297
exhaustion,ailera,àìlera,àìlera,anticipation,0.297
tributary,agbo -ori,Agbo-orí,Agbo-orí,anticipation,0.297
shackle,ẹwọn,ẹ̀wọ̀n,ẹ̀wọ̀n,anticipation,0.289
cataract,cataract,gẹ̀rẹ̀ omi,gẹ̀rẹ̀ omi,anticipation,0.289
wont,kii ṣe,Kìí ṣe,Kìí ṣe,anticipation,0.289
bruise,ọgbẹ,ọgbẹ́,ọgbẹ́,anticipation,0.289
visor,visor,àbò,àbò,anticipation,0.289
addresses,adirẹsi,Àdírẹ̀sì,Àdírẹ̀sì,anticipation,0.289
homeless,aini ile,Àìní ilé,Àìní ilé,anticipation,0.289
discreet,olóye,olóyè,olóyè,anticipation,0.289
network,nẹtiwọki,nẹ́tíwọ̀kì,nẹ́tíwọ̀kì,anticipation,0.289
noncompliance,aibikita,àìbìkítà,àìbìkítà,anticipation,0.289
astronomer,awòràwọ̀,awòràwọ̀,awòràwọ̀,anticipation,0.281
neighbor,aladugbo,aládúgbò,aládúgbò,anticipation,0.281
skewed,ìpín,ìpín,ìpín,anticipation,0.281
sentence,gbolohun,gbólóhùn,gbólóhùn,anticipation,0.273
picket,agbẹru,agbẹ́rù,agbẹ́rù,anticipation,0.273
immaturity,ìbàlágà,aìbàlágà,aìbàlágà,anticipation,0.273
cream,ipara,ìpara,ìpara,anticipation,0.273
devil,bìlísì,bìlísì,bìlísì,anticipation,0.273
latent,wiwaba,wíwábá,wíwábá,anticipation,0.273
holiness,iwa -mimo,Ìwà-mímọ́,Ìwà-mímọ́,anticipation,0.273
lull,lull,kíkùnlórun,kíkùnlórun,anticipation,0.266
morals,iwa,ìwà,ìwà,anticipation,0.266
habitual,aṣa,Ìwà-bárakú,Ìwà-bárakú,anticipation,0.266
neighborhood,adugbo,àdúgbò,àdúgbò,anticipation,0.266
weight,àdánù,àdánù,àdánù,anticipation,0.258
bye,o dabọ,Ó dàbọ̀,Ó dàbọ̀,anticipation,0.258
forearm,iwaju,Iwájú ọwọ́,Iwájú ọwọ́,anticipation,0.25
clown,oniye,Oníyẹ̀yẹ́,Oníyẹ̀yẹ́,anticipation,0.25
organ,eto ara,ẹ̀yà,ẹ̀yà,anticipation,0.25
quote,agbasọ,Àgbàsọ,Àgbàsọ,anticipation,0.242
commonplace,wọpọ,Wọ́pọ̀,Wọ́pọ̀,anticipation,0.242
dictatorship,apanirun,apanirun,apanirun,anticipation,0.234
treadmill,treadmill,Ìgbà tí ò tura,Ìgbà tí ò tura,anticipation,0.234
board,ọkọ,pákó,pákó,anticipation,0.234
rail,iṣinipopada,Ìṣíninípòpadà,Ìṣíninípòpadà,anticipation,0.234
tree,igi,igi,igi,anticipation,0.227
sundial,oorun,oòrùn,oòrùn,anticipation,0.227
paralysis,paralysis,àrun rọpárọpà,àrun rọpárọpà,anticipation,0.211
worm,kokoro,kòkòrò,kòkòrò,anticipation,0.203
cement,simenti,sìmẹ́ǹtì,sìmẹ́ǹtì,anticipation,0.203
organization,agbari,Ilé iṣẹ́,Ilé iṣẹ́,anticipation,0.203
lagging,alailara,aláìlára,aláìlára,anticipation,0.18
neutral,didoju,Wà láàrín,Wà láàrín,anticipation,0.148
cannibalism,ipaniyan,ìpànìyàn,ìpànìyàn,disgust,0.953
mutilation,ipaniyan,ìpànìyàn,ìpànìyàn,disgust,0.93
incest,ìbálòpọ̀,ìbálòpọ̀,ìbálòpọ̀,disgust,0.914
molestation,ipaniyan,ìpànìyàn,ìpànìyàn,disgust,0.914
rape,ifipabanilopo,Ìfipábánilòpọ̀,Ìfipábánilòpọ̀,disgust,0.906
gonorrhea,gonorrhea,àtọ̀sí,àtọ̀sí,disgust,0.906
cannibal,ẹranko,ẹranko,ẹranko,disgust,0.898
rot,rot,jẹrà,jẹrà,disgust,0.891
corpse,òkú,òkú,òkú,disgust,0.883
excrement,iyọkuro,Ìyọkúrò,Ìyọkúrò,disgust,0.883
massacre,ipakupa,ìpakúpa,ìpakúpa,disgust,0.883
barf,igi igi,èbíbì,èbíbì,disgust,0.875
slaughter,pipa,pípa,pípa,disgust,0.875
slaughterhouse,agbo ẹran,Ibi ìpẹran,Ibi ìpẹran,disgust,0.867
filth,ẹgbin,ẹ̀gbin,ẹ̀gbin,disgust,0.859
sewerage,idoti,Ìdọ̀tí,Ìdọ̀tí,disgust,0.859
incestuous,ibalopọ,Ìbálòpọ̀,Ìbálòpọ̀,disgust,0.859
bigot,olufokansin,Olùfọkànsìn,Olùfọkànsìn,disgust,0.859
rancid,rancid,àibániláramu,àibániláramu,disgust,0.859
plague,ìyọnu,ìyọnu,ìyọnu,disgust,0.852
infestation,infestation,ìdojúkọ àwọn kòkorò,ìdojúkọ àwọn kòkorò,disgust,0.852
holocaust,ipaniyan,ìpànìyàn,ìpànìyàn,disgust,0.852
bloodthirsty,ongbẹ ẹjẹ,Òǹgbẹ ẹ̀jẹ̀,Òǹgbẹ ẹ̀jẹ̀,disgust,0.852
maggot,ìdin,ìdin,ìdin,disgust,0.844
rotting,rotting,Ń jẹrà,Ń jẹrà,disgust,0.844
feces,feces,ìdọ̀tí,ìdọ̀tí,disgust,0.844
fecal,fecal,Bí ìgbẹ́,Bí ìgbẹ́,disgust,0.844
murder,ipaniyan,ìpànìyàn,ìpànìyàn,disgust,0.839
infanticide,ipaniyan ọmọ,ìpànìyàn ọmọ,ìpànìyàn ọmọ,disgust,0.836
enslaved,ẹrú,ẹrú,ẹrú,disgust,0.836
homicide,ipaniyan,ìpànìyàn,ìpànìyàn,disgust,0.836
asshole,Iwoomusu,Ìwà ọ̀dẹ̀,Ìwà ọ̀dẹ̀,disgust,0.836
perverted,arekereke,àrékérekè,àrékérekè,disgust,0.828
gore,gore,Ibú ẹ̀jẹ̀,Ibú ẹ̀jẹ̀,disgust,0.828
slaughtering,pipa,pípa,pípa,disgust,0.828
excretion,iyọkuro,Ìyọkúrò,Ìyọkúrò,disgust,0.828
torture,ìdálóró,ìdálóró,ìdálóró,disgust,0.828
contaminate,kontaminesonu,kóràn,kóràn,disgust,0.821
diarrhoea,igbe gbuuru,Ìgbẹ́gbuuru,Ìgbẹ́gbuuru,disgust,0.82
murderer,apànìyàn,apànìyàn,apànìyàn,disgust,0.82
manure,maalu,Ìgbẹ màálù,Ìgbẹ màálù,disgust,0.82
gory,gory,rínilára,rínilára,disgust,0.82
repugnant,irira,ìríra,ìríra,disgust,0.82
terrorist,apanilaya,apániláyà,apániláyà,disgust,0.82
shit,nik,jẹ́ ti ǹkan,jẹ́ ti ǹkan,disgust,0.82
desecration,ibajẹ,Ìbàjẹ́,Ìbàjẹ́,disgust,0.82
grotesque,ẹlẹgẹ,ẹlẹgẹ́,ẹlẹgẹ́,disgust,0.82
revolting,sote,sọ̀tẹ̀,sọ̀tẹ̀,disgust,0.82
pervert,agabagebe,àgàbàgebè,àgàbàgebè,disgust,0.82
dismemberment,dismemberment,gígé ẹ̀yà ara,gígé ẹ̀yà ara,disgust,0.812
vomit,eebi,èébì,èébì,disgust,0.812
sewer,idoti,Ìdọ̀tí,Ìdọ̀tí,disgust,0.812
slavery,ẹrú,ẹrú,ẹrú,disgust,0.812
faeces,imi,imí,imí,disgust,0.812
cadaver,oku,òkú,òkú,disgust,0.812
manslaughter,ipaniyan,ìpànìyàn,ìpànìyàn,disgust,0.812
hemorrhage,isun ẹjẹ,Ìsun ẹ̀jẹ̀,Ìsun ẹ̀jẹ̀,disgust,0.805
repulsive,ikorira,ìkóríra,ìkóríra,disgust,0.805
perverse,arekereke,àrékérekè,àrékérekè,disgust,0.805
diseased,aisan,àìsàn,àìsàn,disgust,0.797
filthy,ẹlẹgbin,ẹlẹ́gbin,ẹlẹ́gbin,disgust,0.797
depravity,iwa ibajẹ,Ìwà ìbàjẹ́,Ìwà ìbàjẹ́,disgust,0.797
sewage,omi idọti,Omi ìdọ̀tí,Omi ìdọ̀tí,disgust,0.797
carcass,okú,òkú,òkú,disgust,0.795
decompose,decompose,Jẹrà,Jẹrà,disgust,0.789
dung,igbe,Ìgbẹ́,Ìgbẹ́,disgust,0.789
parasite,parasite,kòkòrò tí ń dúró lara,kòkòrò tí ń dúró lara,disgust,0.789
horrific,oburewa,Burẹ́wà,Burẹ́wà,disgust,0.789
murderous,apànìyàn,apànìyàn,apànìyàn,disgust,0.789
puke,puke,èbíbì,èbíbì,disgust,0.789
vermin,kokoro,kòkòrò,kòkòrò,disgust,0.789
decayed,ibajẹ,Ìbàjẹ́,Ìbàjẹ́,disgust,0.789
mutilated,ti bajẹ,ti bàjẹ́,ti bàjẹ́,disgust,0.789
herpes,herpes,àisàn awọ,àisàn awọ,disgust,0.789
gruesome,buruju,burújù,burújù,disgust,0.789
flatulence,ifun titobi,Ìfun títóbi,Ìfun títóbi,disgust,0.781
slime,slime,ikun,ikun,disgust,0.781
monstrosity,monstrosity,àiṣéwò,àiṣéwò,disgust,0.781
crap,inira,ìnira,ìnira,disgust,0.781
malaria,iba,ibà,ibà,disgust,0.781
