word,machine_translation,human_translation,machine_translation_updated,emotion,emotion_intensity_score
edition,mbipụta,NA,mbipụta,anticipation,0.352
kindred,nwanne,NA,nwanne,anticipation,0.352
dietary,ihe oriri,NA,ihe oriri,anticipation,0.352
closure,mmechi,NA,mmechi,anticipation,0.352
daily,kwa ụbọchị,NA,kwa ụbọchị,anticipation,0.352
farm,ugbo,NA,ugbo,anticipation,0.352
store,ụlọ ahịa,NA,ụlọ ahịa,anticipation,0.352
cramp,mgbagwoju anya,NA,mgbagwoju anya,anticipation,0.352
consecration,nraranye,ime ihe nsọ,ime ihe nsọ,anticipation,0.352
wireless,ikuku,NA,ikuku,anticipation,0.344
errand,ozi,NA,ozi,anticipation,0.344
meditate,tụgharịa uche,NA,tụgharịa uche,anticipation,0.344
mutable,mutable,na- agbanwe agbanwe,na- agbanwe agbanwe,anticipation,0.344
stripped,yipụ,NA,yipụ,anticipation,0.344
mobile,mkpanaka,NA,mkpanaka,anticipation,0.344
archaeology,nkà mmụta ihe ochie,NA,nkà mmụta ihe ochie,anticipation,0.344
unaccountable,enweghị akaụntụ,NA,enweghị akaụntụ,anticipation,0.336
buddy,enyi,NA,enyi,anticipation,0.336
unbeaten,enweghị mmeri,NA,enweghị mmeri,anticipation,0.336
germ,izizi,NA,izizi,anticipation,0.336
brotherly,nwanne nwoke,NA,nwanne nwoke,anticipation,0.336
lessen,belata,NA,belata,anticipation,0.336
pare,nkọwa,NA,nkọwa,anticipation,0.336
chastity,ịdị ọcha,NA,ịdị ọcha,anticipation,0.328
council,kansul,NA,kansul,anticipation,0.328
patient,onye ndidi,NA,onye ndidi,anticipation,0.328
possess,nwere,NA,nwere,anticipation,0.328
digress,digress,kpafuo,kpafuo,anticipation,0.328
secular,ego,NA,ego,anticipation,0.328
ribbon,rịbọn,NA,rịbọn,anticipation,0.328
dove,nduru,NA,nduru,anticipation,0.328
olfactory,olfactory,isi,isi,anticipation,0.328
immature,akabeghị aka,NA,akabeghị aka,anticipation,0.32
fancy,fancy,atọm ụtọ,atọm ụtọ,anticipation,0.32
disposed,ewepụrụ,NA,ewepụrụ,anticipation,0.32
heft,heft,ọkpụrụkpụ,ọkpụrụkpụ,anticipation,0.32
paddle,akwa,NA,akwa,anticipation,0.32
cove,anyaukwu,NA,anyaukwu,anticipation,0.32
regularity,mgbe nile,NA,mgbe nile,anticipation,0.32
mediator,onye ogbugbo,NA,onye ogbugbo,anticipation,0.32
preservative,nchekwa,NA,nchekwa,anticipation,0.32
scrutinize,nyochaa,NA,nyochaa,anticipation,0.32
infanticide,igbu nwa,NA,igbu nwa,anticipation,0.32
denying,agọnahụ,NA,agọnahụ,anticipation,0.312
analyst,onye nyocha,NA,onye nyocha,anticipation,0.312
unpublished,ebiputaghi,NA,ebiputaghi,anticipation,0.312
church,ụka,NA,ụka,anticipation,0.312
grim,ihe ojoo,ihe ọjọọ,ihe ọjọọ,anticipation,0.312
bugle,bugle,opi ndi nta,opi ndi nta,anticipation,0.312
mill,igwe ihe,NA,igwe ihe,anticipation,0.305
priesthood,ọkwa nchụ -aja,NA,ọkwa nchụ -aja,anticipation,0.305
broadside,obosara,NA,obosara,anticipation,0.305
judicial,ikpe,NA,ikpe,anticipation,0.305
saliva,asu,asọ,asọ,anticipation,0.297
thermocouple,thermocouple,temokọpụlụ,temokọpụlụ,anticipation,0.297
dismay,obi nkoropụ,NA,obi nkoropụ,anticipation,0.297
cap,okpu,NA,okpu,anticipation,0.297
instructor,onye nkuzi,NA,onye nkuzi,anticipation,0.297
exhaustion,ike ọgwụgwụ,NA,ike ọgwụgwụ,anticipation,0.297
tributary,ụtụ,NA,ụtụ,anticipation,0.297
shackle,nkpa olu,njikọta,njikọta,anticipation,0.289
cataract,cataract,ọrịa,ọrịa,anticipation,0.289
wont,na -eche,NA,na -eche,anticipation,0.289
bruise,ọnya,NA,ọnya,anticipation,0.289
visor,visor,elu,elu,anticipation,0.289
addresses,adreesị,NA,adreesị,anticipation,0.289
homeless,enweghị ebe obibi,NA,enweghị ebe obibi,anticipation,0.289
discreet,nwere uche,NA,nwere uche,anticipation,0.289
network,netwọk,NA,netwọk,anticipation,0.289
noncompliance,nrube isi,NA,nrube isi,anticipation,0.289
astronomer,onye na -enyocha mbara igwe,NA,onye na -enyocha mbara igwe,anticipation,0.281
neighbor,onye agbata obi,NA,onye agbata obi,anticipation,0.281
skewed,agbagọ,NA,agbagọ,anticipation,0.281
sentence,ikpe,NA,ikpe,anticipation,0.273
picket,pịketị,NA,pịketị,anticipation,0.273
immaturity,akabeghị aka,NA,akabeghị aka,anticipation,0.273
cream,ude,NA,ude,anticipation,0.273
devil,ekwensu,NA,ekwensu,anticipation,0.273
latent,zoro ezo,NA,zoro ezo,anticipation,0.273
holiness,ịdị nsọ,NA,ịdị nsọ,anticipation,0.273
lull,dị jụụ,NA,dị jụụ,anticipation,0.266
morals,omume,NA,omume,anticipation,0.266
habitual,ebe obibi,NA,ebe obibi,anticipation,0.266
neighborhood,agbata obi,NA,agbata obi,anticipation,0.266
weight,ibu ibu,NA,ibu ibu,anticipation,0.258
bye,ka ọ dị,NA,ka ọ dị,anticipation,0.258
forearm,ogwe aka,NA,ogwe aka,anticipation,0.25
clown,ome ochi,ome ọchi,ome ọchi,anticipation,0.25
organ,ngwa,NA,ngwa,anticipation,0.25
quote,see okwu,NA,see okwu,anticipation,0.242
commonplace,nkịtị,NA,nkịtị,anticipation,0.242
dictatorship,ọchịchị aka ike,NA,ọchịchị aka ike,anticipation,0.234
treadmill,igwe ịgba ọsọ,NA,igwe ịgba ọsọ,anticipation,0.234
board,osisi,NA,osisi,anticipation,0.234
rail,okporo ígwè,NA,okporo ígwè,anticipation,0.234
tree,osisi,NA,osisi,anticipation,0.227
sundial,sundial,sọndail,sọndail,anticipation,0.227
paralysis,mkpọnwụ,NA,mkpọnwụ,anticipation,0.211
worm,irighiri,NA,irighiri,anticipation,0.203
cement,ciment,NA,ciment,anticipation,0.203
organization,nzukọ,NA,nzukọ,anticipation,0.203
lagging,na -egbu oge,NA,na -egbu oge,anticipation,0.18
neutral,anọpụ iche,NA,anọpụ iche,anticipation,0.148
cannibalism,iri anụ mmadụ,NA,iri anụ mmadụ,disgust,0.953
mutilation,ibi ugwu,NA,ibi ugwu,disgust,0.93
incest,mmekọ nwoke na nwoke,NA,mmekọ nwoke na nwoke,disgust,0.914
molestation,mmeko nwoke,mmanye egwu,mmanye egwu,disgust,0.914
rape,ndina n'ike,NA,ndina n'ike,disgust,0.906
gonorrhea,gonorrhea,ọrịa,ọrịa,disgust,0.906
cannibal,na -eri anụ mmadụ,NA,na -eri anụ mmadụ,disgust,0.898
rot,ire ure,NA,ire ure,disgust,0.891
corpse,ozu,NA,ozu,disgust,0.883
excrement,nsị,NA,nsị,disgust,0.883
massacre,mgbuchapụ,NA,mgbuchapụ,disgust,0.883
barf,mmanya,NA,mmanya,disgust,0.875
slaughter,ogbugbu,NA,ogbugbu,disgust,0.875
slaughterhouse,ụlọ ogbugbu,NA,ụlọ ogbugbu,disgust,0.867
filth,unyi,NA,unyi,disgust,0.859
sewerage,nsị mmiri,NA,nsị mmiri,disgust,0.859
incestuous,onye ikwu,NA,onye ikwu,disgust,0.859
bigot,onye isi ike,NA,onye isi ike,disgust,0.859
rancid,rancid,ụtọọjọ,ụtọọjọ,disgust,0.859
plague,ihe otiti,NA,ihe otiti,disgust,0.852
infestation,infestation,ọrịa,ọrịa,disgust,0.852
holocaust,Oké mgbukpọ,NA,Oké mgbukpọ,disgust,0.852
bloodthirsty,ndị ọbara na -agụ,NA,ndị ọbara na -agụ,disgust,0.852
maggot,ikpuru,NA,ikpuru,disgust,0.844
rotting,na -ere ure,NA,na -ere ure,disgust,0.844
feces,nsị,NA,nsị,disgust,0.844
fecal,fecal,nsị,nsị,disgust,0.844
murder,igbu ọchụ,NA,igbu ọchụ,disgust,0.839
infanticide,igbu nwa,NA,igbu nwa,disgust,0.836
enslaved,ohu,NA,ohu,disgust,0.836
homicide,igbu ọchụ,NA,igbu ọchụ,disgust,0.836
asshole,Ike,NA,Ike,disgust,0.836
perverted,agbagọ,NA,agbagọ,disgust,0.828
gore,egwu,NA,egwu,disgust,0.828
slaughtering,ogbugbu,NA,ogbugbu,disgust,0.828
excretion,mwepụ,NA,mwepụ,disgust,0.828
torture,ahụhụ,NA,ahụhụ,disgust,0.828
contaminate,mmeru,NA,mmeru,disgust,0.821
diarrhoea,afọ ọsịsa,NA,afọ ọsịsa,disgust,0.82
murderer,ogbu mmadu,NA,ogbu mmadu,disgust,0.82
manure,nsị,NA,nsị,disgust,0.82
gory,gory,ihe adịghị mma,ihe adịghị mma,disgust,0.82
repugnant,na -asọ oyi,NA,na -asọ oyi,disgust,0.82
terrorist,onye na -eyi ọha egwu,NA,onye na -eyi ọha egwu,disgust,0.82
shit,ihe nzuzu,NA,ihe nzuzu,disgust,0.82
desecration,mmerụ,NA,mmerụ,disgust,0.82
grotesque,dị egwu,NA,dị egwu,disgust,0.82
revolting,na -enughari,NA,na -enughari,disgust,0.82
pervert,agbagọ,NA,agbagọ,disgust,0.82
dismemberment,nkwarụ,NA,nkwarụ,disgust,0.812
vomit,agbọpu,NA,agbọpu,disgust,0.812
sewer,nsị,ụlọ mposi,ụlọ mposi,disgust,0.812
slavery,ịgba ohu,NA,ịgba ohu,disgust,0.812
faeces,nsị,NA,nsị,disgust,0.812
cadaver,ozu,NA,ozu,disgust,0.812
manslaughter,igbu mmadu,NA,igbu mmadu,disgust,0.812
hemorrhage,ọbara ọgbụgba,NA,ọbara ọgbụgba,disgust,0.805
repulsive,na -asọ oyi,NA,na -asọ oyi,disgust,0.805
perverse,gbagọrọ agbagọ,NA,gbagọrọ agbagọ,disgust,0.805
diseased,oria,NA,oria,disgust,0.797
filthy,ruru unyi,NA,ruru unyi,disgust,0.797
depravity,rụrụ arụ,NA,rụrụ arụ,disgust,0.797
sewage,nsị mmiri,NA,nsị mmiri,disgust,0.797
carcass,ozu,NA,ozu,disgust,0.795
decompose,decompose,ire ere,ire ere,disgust,0.789
dung,nsị,NA,nsị,disgust,0.789
parasite,parasaiti,NA,parasaiti,disgust,0.789
horrific,egwu,NA,egwu,disgust,0.789
murderous,na -egbu ọchụ,NA,na -egbu ọchụ,disgust,0.789
puke,puke,igba,igba,disgust,0.789
vermin,ụmụ ahụhụ,NA,ụmụ ahụhụ,disgust,0.789
decayed,rere ure,NA,rere ure,disgust,0.789
mutilated,belatara,NA,belatara,disgust,0.789
herpes,herpes,virọsụ,virọsụ,disgust,0.789
gruesome,dị egwu,NA,dị egwu,disgust,0.789
flatulence,afọ ọsịsa,NA,afọ ọsịsa,disgust,0.781
slime,slime,ugwuihiri,ugwuihiri,disgust,0.781
monstrosity,monstrosity,anụ,anụ,disgust,0.781
crap,unyi,NA,unyi,disgust,0.781
malaria,ịba,NA,ịba,disgust,0.781
pestilence,ọrịa na -efe efe,NA,ọrịa na -efe efe,disgust,0.781
carnage,ogbugbu,NA,ogbugbu,disgust,0.781
insidious,aghụghọ,NA,aghụghọ,disgust,0.773
pus,abu,NA,abu,disgust,0.773
morgue,ebe a na -edebe ozu,NA,ebe a na -edebe ozu,disgust,0.773
loathsome,na -asọ oyi,NA,na -asọ oyi,disgust,0.773
herpesvirus,herpesvirus ọrịa,virọsụ,virọsụ,disgust,0.773
leprosy,ekpenta,NA,ekpenta,disgust,0.773
toxic,nsi,NA,nsi,disgust,0.773
revulsion,ntughari,ntụgharị,ntụgharị,disgust,0.766
anthrax,anthrax,ọrịa,ọrịa,disgust,0.766
regurgitation,regurgitation,ịgbọ,ịgbọ,disgust,0.766
cruel,obi ojoo,obi ọjọọ,obi ọjọọ,disgust,0.766
repugnance,asị,NA,asị,disgust,0.766
xenophobia,xenophobia,ụjọọ,ụjọọ,disgust,0.766
whore,akwụna,NA,akwụna,disgust,0.766
lynch,gbuo,NA,gbuo,disgust,0.766
dissection,mgbasa ozi,NA,mgbasa ozi,disgust,0.759
perversion,gbagọrọ agbagọ,NA,gbagọrọ agbagọ,disgust,0.758
mucous,mucous,mukọsu,mukọsu,disgust,0.758
evil,ihe ọjọọ,NA,ihe ọjọọ,disgust,0.758
cruelty,obi ojoo,obi ọjọọ,obi ọjọọ,disgust,0.758
infectious,na -efe efe,NA,na -efe efe,disgust,0.758
canker,onye na -egbu anụ,NA,onye na -egbu anụ,disgust,0.758
slum,mkpọmkpọ ebe,NA,mkpọmkpọ ebe,disgust,0.758
phlegm,phlegm,enweghị mmasị,enweghị mmasị,disgust,0.758
decomposition,decomposition,ire ure,ire ure,disgust,0.75
sinister,ihe ojoo,ihe ọjọọ,ihe ọjọọ,disgust,0.75
corrupting,na -emerụ emerụ,NA,na -emerụ emerụ,disgust,0.75
leeches,leeki,idide,idide,disgust,0.75
stinking,na -esi isi,NA,na -esi isi,disgust,0.742
sickening,na -arịa ọrịa,NA,na -arịa ọrịa,disgust,0.742
soiled,ruru unyi,NA,ruru unyi,disgust,0.742
deranged,mebiri,NA,mebiri,disgust,0.742
mucus,imi,NA,imi,disgust,0.742
bile,bile,ilu,ilu,disgust,0.742
abhorrence,ịkpọasị,NA,ịkpọasị,disgust,0.742
demon,mmụọ ọjọọ,NA,mmụọ ọjọọ,disgust,0.742
abomination,ihe arụ,NA,ihe arụ,disgust,0.742
demonic,ndị mmụọ ọjọọ,NA,ndị mmụọ ọjọọ,disgust,0.742
septic,septic,septiki,septiki,disgust,0.742
sicken,na -arịa ọrịa,NA,na -arịa ọrịa,disgust,0.734
foul,ihe ojoo,unyi,unyi,disgust,0.734
cancer,ọrịa kansa,NA,ọrịa kansa,disgust,0.734
terrorism,iyi ọha egwu,NA,iyi ọha egwu,disgust,0.734
atrocity,arụrụala,NA,arụrụala,disgust,0.734
crucifixion,n'obe,NA,n'obe,disgust,0.734
despicable,ihe arụ,NA,ihe arụ,disgust,0.734
obese,ibu oke ibu,NA,ibu oke ibu,disgust,0.734
degeneracy,mbelata,NA,mbelata,disgust,0.734
repulsion,nchupu,egwu,egwu,disgust,0.727
adultery,ịkwa iko,NA,ịkwa iko,disgust,0.727
grisly,dị egwu,NA,dị egwu,disgust,0.727
dirty,unyi,NA,unyi,disgust,0.727
contamination,mmeru,NA,mmeru,disgust,0.727
enema,enema,ịgba ntụtụ,ịgba ntụtụ,disgust,0.727
diabolical,nke mmụọ,NA,nke mmụọ,disgust,0.727
bacterium,nje,NA,nje,disgust,0.727
dysentery,ọnyụnyụ ọbara,NA,ọnyụnyụ ọbara,disgust,0.727
morbidity,ọrịa,NA,ọrịa,disgust,0.727
garbage,mkpofu,NA,mkpofu,disgust,0.719
disgust,na -asọ oyi,NA,na -asọ oyi,disgust,0.719
autopsy,otopsii,NA,otopsii,disgust,0.719
bowels,eriri afọ,NA,eriri afọ,disgust,0.719
contagion,na -efe efe,NA,na -efe efe,disgust,0.719
entrails,eriri afọ,NA,eriri afọ,disgust,0.719
muck,ugwuru,NA,ugwuru,disgust,0.719
gross,jọrọ njọ,NA,jọrọ njọ,disgust,0.719
vulgar,okwu rụrụ arụ,NA,okwu rụrụ arụ,disgust,0.719
deterioration,mmebi,NA,mmebi,disgust,0.719
pungent,dị mkpụmkpụ,NA,dị mkpụmkpụ,disgust,0.719
lewd,omume rụrụ arụ,NA,omume rụrụ arụ,disgust,0.719
vicious,obi ojoo,obi ọjọọ,obi ọjọọ,disgust,0.719
disfigured,nkwarụ,NA,nkwarụ,disgust,0.719
barbaric,arụrụala,NA,arụrụala,disgust,0.719
bloodshed,mwụfu ọbara,NA,mwụfu ọbara,disgust,0.714
poisoned,nsi,NA,nsi,disgust,0.711
mortification,nchepụta,NA,nchepụta,disgust,0.711
gag,gag,ọchị,ọchị,disgust,0.711
nausea,ọgbụgbọ,NA,ọgbụgbọ,disgust,0.711
pollute,mmetọ,NA,mmetọ,disgust,0.711
tyrant,onye ọchịchị aka ike,NA,onye ọchịchị aka ike,disgust,0.711
violent,na -eme ihe ike,NA,na -eme ihe ike,disgust,0.711
wretched,jọrọ njọ,NA,jọrọ njọ,disgust,0.711
slimy,dị gịrịgịrị,NA,dị gịrịgịrị,disgust,0.703
poisoning,nsi,NA,nsi,disgust,0.703
hateful,ịkpọasị,NA,ịkpọasị,disgust,0.703
nasty,mkpari,NA,mkpari,disgust,0.703
secretion,nzuzo,NA,nzuzo,disgust,0.703
grope,na -asọ asọ,NA,na -asọ asọ,disgust,0.703
slut,onye nzuzu,NA,onye nzuzu,disgust,0.703
noxious,egwu,NA,egwu,disgust,0.703
grime,unyi,NA,unyi,disgust,0.703
depraved,rụrụ arụ,NA,rụrụ arụ,disgust,0.703
nauseate,ọgbụgbọ,NA,ọgbụgbọ,disgust,0.703
disgusting,na -asọ oyi,NA,na -asọ oyi,disgust,0.703
vulgarity,omume rụrụ arụ,NA,omume rụrụ arụ,disgust,0.703
porn,ihe nkiri,NA,ihe nkiri,disgust,0.703
constipation,afọ ntachi,NA,afọ ntachi,disgust,0.703
measles,akpịrịkpa,NA,akpịrịkpa,disgust,0.696
hellish,hellish,ndi mmụọ ọjọọ,ndi mmụọ ọjọọ,disgust,0.695
scum,unyi,NA,unyi,disgust,0.695
intestinal,nsia,NA,nsia,disgust,0.695
hate,ịkpọasị,NA,ịkpọasị,disgust,0.695
obesity,oke ibu,NA,oke ibu,disgust,0.695
wart,wart,wat,wat,disgust,0.695
contagious,na efe efe,NA,na efe efe,disgust,0.695
suicidal,igbu onwe onye,NA,igbu onwe onye,disgust,0.695
waste,ihe mkpofu,NA,ihe mkpofu,disgust,0.695
wretch,ihe ojoo,ihe ọjọọ,ihe ọjọọ,disgust,0.695
abuse,mmegbu,NA,mmegbu,disgust,0.695
disease,ọrịa,NA,ọrịa,disgust,0.688
contaminated,mmeru,NA,mmeru,disgust,0.688
ooze,ooze,ugwuuhiri,ugwuuhiri,disgust,0.688
smut,akụ,NA,akụ,disgust,0.688
treason,nraranye,NA,nraranye,disgust,0.688
rabid,enweghị isi,NA,enweghị isi,disgust,0.688
heartworm,heartworm,hatwọmụ,hatwọmụ,disgust,0.688
bestial,bestial,anụ ọhịa,anụ ọhịa,disgust,0.68
pollution,mmetọ,NA,mmetọ,disgust,0.68
freakish,enweghị ntụpọ,NA,enweghị ntụpọ,disgust,0.68
soulless,enweghị mkpụrụ obi,NA,enweghị mkpụrụ obi,disgust,0.68
abominate,ihe arụ,NA,ihe arụ,disgust,0.68
germ,izizi,NA,izizi,disgust,0.68
deformed,nkwarụ,NA,nkwarụ,disgust,0.68
antichrist,onye na -emegide Kraịst,NA,onye na -emegide Kraịst,disgust,0.68
abhorrent,na -asọ oyi,NA,na -asọ oyi,disgust,0.68
cholera,ọgbụgbọ ọgbụgba,ọrịa ọgbụgbọ,ọrịa ọgbụgbọ,disgust,0.68
sickness,ọrịa,NA,ọrịa,disgust,0.68
hell,hell,ọkụ mmụọ,ọkụ mmụọ,disgust,0.68
grimy,dị njọ,NA,dị njọ,disgust,0.68
detest,ihe arụ,NA,ihe arụ,disgust,0.68
hatred,ịkpọasị,NA,ịkpọasị,disgust,0.68
dilapidated,na -emebi emebi,NA,na -emebi emebi,disgust,0.672
hideous,ihe ojoo,imefe oke,imefe oke,disgust,0.672
loathful,na -asọ oyi,NA,na -asọ oyi,disgust,0.672
dictatorship,ọchịchị aka ike,NA,ọchịchị aka ike,disgust,0.672
obscene,okwu rụrụ arụ,NA,okwu rụrụ arụ,disgust,0.672
inhuman,obi ọjọọ,NA,obi ọjọọ,disgust,0.672
loathing,na -asọ oyi,NA,na -asọ oyi,disgust,0.672
greasy,kegriiz,NA,kegriiz,disgust,0.672
cess,cess,ịkwụsị,ịkwụsị,disgust,0.67
devil,ekwensu,NA,ekwensu,disgust,0.664
masochism,masochism,ịkwụsị,ịkwụsị,disgust,0.664
abominable,ihe arụ,NA,ihe arụ,disgust,0.664
deadly,na -egbu egbu,NA,na -egbu egbu,disgust,0.664
nauseous,afọ ọsịsa,NA,afọ ọsịsa,disgust,0.664
deformity,nrụrụ,NA,nrụrụ,disgust,0.664
swine,ezì,NA,ezì,disgust,0.664
heretic,onye jụrụ okwukwe,NA,onye jụrụ okwukwe,disgust,0.664
discrimination,ịkpa oke,NA,ịkpa oke,disgust,0.664
corruption,nrụrụ aka,NA,nrụrụ aka,disgust,0.656
poisonous,nsi,NA,nsi,disgust,0.656
horror,egwu,NA,egwu,disgust,0.656
goo,goo,ugwuuhiri,ugwuuhiri,disgust,0.656
prejudiced,ajọ mbunobi,NA,ajọ mbunobi,disgust,0.656
poison,nsi,NA,nsi,disgust,0.656
mange,nri,ọrịa anụmanụ,ọrịa anụmanụ,disgust,0.656
oppression,mmegbu,NA,mmegbu,disgust,0.656
horrible,jọgburu onwe ya,NA,jọgburu onwe ya,disgust,0.656
bacteria,nje bacteria,nje bakteria,nje bakteria,disgust,0.656
death,ọnwụ,NA,ọnwụ,disgust,0.656
abortion,ite ime,NA,ite ime,disgust,0.656
latrines,ụlọ mposi,NA,ụlọ mposi,disgust,0.656
nefarious,adịghị mma,NA,adịghị mma,disgust,0.656
victimized,mebiri,NA,mebiri,disgust,0.656
trash,ahihia,ahịhịa,ahịhịa,disgust,0.656
vindictive,imegwara,NA,imegwara,disgust,0.648
horrid,egwu,NA,egwu,disgust,0.648
immoral,omume rụrụ arụ,NA,omume rụrụ arụ,disgust,0.648
detestation,ihe -árú,NA,ihe -árú,disgust,0.648
outhouse,ụlọ,NA,ụlọ,disgust,0.648
bitch,nkịta,NA,nkịta,disgust,0.648
ugly,jọrọ njọ,NA,jọrọ njọ,disgust,0.648
sludge,unyi,NA,unyi,disgust,0.648
trashy,ihe mkpofu,NA,ihe mkpofu,disgust,0.648
indecency,omume rụrụ arụ,NA,omume rụrụ arụ,disgust,0.641
horrifying,na -emenye ụjọ,NA,na -emenye ụjọ,disgust,0.641
derogatory,okwu mkparị,NA,okwu mkparị,disgust,0.641
pimple,imi,nje,nje,disgust,0.641
laxative,na -egbu mgbu,NA,na -egbu mgbu,disgust,0.641
malfeasance,malfeasance,ihe ọjọọ,ihe ọjọọ,disgust,0.641
cystic,ihe omimi,NA,ihe omimi,disgust,0.641
unsightly,adịghị mma n'anya,NA,adịghị mma n'anya,disgust,0.641
villainous,onye ọjọọ,NA,onye ọjọọ,disgust,0.641
criminality,mpụ,NA,mpụ,disgust,0.641
spew,gbasie,NA,gbasie,disgust,0.641
slop,slop,ikwafu,ikwafu,disgust,0.641
secrete,zoro ezo,NA,zoro ezo,disgust,0.633
oppressive,mmegbu,NA,mmegbu,disgust,0.633
rat,oke,NA,oke,disgust,0.633
sinful,mmehie,NA,mmehie,disgust,0.633
queasy,adị jụụ,NA,adị jụụ,disgust,0.633
perpetrator,onye na -eme ihe,NA,onye na -eme ihe,disgust,0.633
prostitution,akwụna,NA,akwụna,disgust,0.633
mildew,mildew,ebu,ebu,disgust,0.633
doomsday,ụbọchị mbibi,NA,ụbọchị mbibi,disgust,0.633
bigoted,mpako,NA,mpako,disgust,0.633
ulcer,ọnyá afọ,NA,ọnyá afọ,disgust,0.633
aghast,tụrụ m n'anya,NA,tụrụ m n'anya,disgust,0.625
persecution,mkpagbu,NA,mkpagbu,disgust,0.625
gluttony,iribiga nri ókè,NA,iribiga nri ókè,disgust,0.625
stools,stool,ụlọ mposi,ụlọ mposi,disgust,0.625
dastardly,dastardly,ụjọ,ụjọ,disgust,0.625
sin,mmehie,NA,mmehie,disgust,0.625
bloated,etuto,NA,etuto,disgust,0.625
contemptible,eleda anya,NA,eleda anya,disgust,0.625
ghastly,egwu,NA,egwu,disgust,0.625
cuckold,egwu,NA,egwu,disgust,0.625
suffering,ahụhụ,NA,ahụhụ,disgust,0.625
degrading,na -eweda ala,NA,na -eweda ala,disgust,0.625
fungus,ero,NA,ero,disgust,0.625
obscenity,ihe rụrụ arụ,NA,ihe rụrụ arụ,disgust,0.625
disgraceful,ihe ihere,NA,ihe ihere,disgust,0.625
devilish,ekwensu,NA,ekwensu,disgust,0.625
louse,igwu,NA,igwu,disgust,0.617
diaper,akwa nhicha,NA,akwa nhicha,disgust,0.617
deceit,aghụghọ,NA,aghụghọ,disgust,0.617
dying,na -anwụ anwụ,NA,na -anwụ anwụ,disgust,0.617
infect,oria,ọrịa,ọrịa,disgust,0.617
crusty,crusty,jikọrọ ọnụ,jikọrọ ọnụ,disgust,0.617
guillotine,guillotine,igwe,igwe,disgust,0.617
polygamy,ịlụ karịa otu nwanyị,NA,ịlụ karịa otu nwanyị,disgust,0.617
loathe,na -asọ oyi,NA,na -asọ oyi,disgust,0.617
sickly,na -arịa ọrịa,NA,na -arịa ọrịa,disgust,0.617
atrocious,obi ojoo,obi ọjọọ,obi ọjọọ,disgust,0.617
fat,abụba,NA,abụba,disgust,0.617
termite,nkeji oge,mkpu,mkpu,disgust,0.617
malicious,obi ojoo,obi ọjọọ,obi ọjọọ,disgust,0.617
spoil,imebi,NA,imebi,disgust,0.617
tetanus,tetanus,ọgwụ nje,ọgwụ nje,disgust,0.617
betrayal,nrara,NA,nrara,disgust,0.617
strangle,nyagbu,NA,nyagbu,disgust,0.617
wench,mgbu,NA,mgbu,disgust,0.617
sabotage,sabotage,sabotaǰi,sabotaǰi,disgust,0.609
bleeding,ọbara ọgbụgba,NA,ọbara ọgbụgba,disgust,0.609
violently,n'ike,NA,n'ike,disgust,0.609
slander,nkwutọ,NA,nkwutọ,disgust,0.609
deform,nkwarụ,NA,nkwarụ,disgust,0.609
abhor,akparị,NA,akparị,disgust,0.609
hostile,onye iro,NA,onye iro,disgust,0.609
ghetto,ghetto,ole,ole,disgust,0.609
brothel,ụlọ akwụna,NA,ụlọ akwụna,disgust,0.609
venomous,nsi,NA,nsi,disgust,0.609
drool,ịda mba,NA,ịda mba,disgust,0.609
poaching,n'ịchụ nta,NA,n'ịchụ nta,disgust,0.602
traitor,onye sabo,NA,onye sabo,disgust,0.602
hag,igwe,NA,igwe,disgust,0.602
ugliness,ihe ojoo,ihe ọjọọ,ihe ọjọọ,disgust,0.602
infidel,onye ekweghi ekwe,NA,onye ekweghi ekwe,disgust,0.602
lunacy,nzuzu,NA,nzuzu,disgust,0.602
unwashed,asachapụghị ya,NA,asachapụghị ya,disgust,0.602
musty,musty,isi,isi,disgust,0.602
illicit,iwu akwadoghị,NA,iwu akwadoghị,disgust,0.602
swampy,apiti,NA,apiti,disgust,0.602
deprivation,mwepu,NA,mwepu,disgust,0.602
imprisonment,mkporo,mkpọrọ,mkpọrọ,disgust,0.602
toilet,ụlọ mposi,NA,ụlọ mposi,disgust,0.594
slug,slug,ume ngwu,ume ngwu,disgust,0.594
catastrophe,ọdachi,NA,ọdachi,disgust,0.594
intoxicated,mmanya na -egbu,NA,mmanya na -egbu,disgust,0.594
lunatic,onye ara,NA,onye ara,disgust,0.594
epidemic,ntiwapụ ọrịa,NA,ntiwapụ ọrịa,disgust,0.594
blister,ọnya,NA,ọnya,disgust,0.594
gut,gootu,gọọtụ,gọọtụ,disgust,0.594
repelling,na -asọgharị,NA,na -asọgharị,disgust,0.594
thug,onye ohi,NA,onye ohi,disgust,0.594
hostility,iro,NA,iro,disgust,0.594
deceitful,aghụghọ,NA,aghụghọ,disgust,0.594
venom,nsi,NA,nsi,disgust,0.594
sinner,onye mmehie,NA,onye mmehie,disgust,0.594
butcher,onye na-egbu anụ,NA,onye na-egbu anụ,disgust,0.594
lurid,nzuzu,NA,nzuzu,disgust,0.594
queasiness,mgbagwoju anya,NA,mgbagwoju anya,disgust,0.594
misery,nhụsianya,NA,nhụsianya,disgust,0.594
deteriorated,njọ,NA,njọ,disgust,0.586
appalling,dị egwu,NA,dị egwu,disgust,0.586
dreadful,dị egwu,NA,dị egwu,disgust,0.586
