word,machine_translation,human_translation,machine_translation_updated,emotion,emotion_intensity_score
clock,agogo,NA,agogo,anticipation,0.375
interim,na wucin gadi,NA,na wucin gadi,anticipation,0.375
public,jama'a,NA,jama'a,anticipation,0.375
sterling,Sterling,mai daraja,mai daraja,anticipation,0.375
savor,dandano,ɗanɗano,ɗanɗano,anticipation,0.375
recurrent,maimaitawa,NA,maimaitawa,anticipation,0.375
gradual,a hankali,NA,a hankali,anticipation,0.375
mountain,dutse,NA,dutse,anticipation,0.375
track,waƙa,NA,waƙa,anticipation,0.375
cradle,shimfiɗar jariri,NA,shimfiɗar jariri,anticipation,0.375
interminable,m,marar iyaka,marar iyaka,anticipation,0.375
navigator,mai kewaya,NA,mai kewaya,anticipation,0.375
sonar,sonar,ma'auni,ma'auni,anticipation,0.367
instructions,umarni,NA,umarni,anticipation,0.367
lesson,darasi,NA,darasi,anticipation,0.367
abide,madawwama,NA,madawwama,anticipation,0.367
musical,m,na kiɗa,na kiɗa,anticipation,0.367
towering,tsayi,NA,tsayi,anticipation,0.367
concealed,boye,ɓoye,ɓoye,anticipation,0.367
whim,kumburi,NA,kumburi,anticipation,0.367
convince,shawo,NA,shawo,anticipation,0.367
spear,mashi,NA,mashi,anticipation,0.367
biennial,biennial,shekara biyu-biyu,shekara biyu-biyu,anticipation,0.367
shiver,rawar jiki,NA,rawar jiki,anticipation,0.367
theory,ka'idar,ƙa'ida,ƙa'ida,anticipation,0.359
offset,biya diyya,NA,biya diyya,anticipation,0.359
atone,kafara,NA,kafara,anticipation,0.359
theology,tiyoloji,NA,tiyoloji,anticipation,0.359
undying,m,dawwamamme,dawwamamme,anticipation,0.359
timidity,rashin kunya,NA,rashin kunya,anticipation,0.359
plump,m,dunƙule,dunƙule,anticipation,0.359
audience,masu sauraro,NA,masu sauraro,anticipation,0.357
nobility,daraja,NA,daraja,anticipation,0.352
localize,fassara,NA,fassara,anticipation,0.352
paragon,paragon,abin koyi,abin koyi,anticipation,0.352
edition,bugu,NA,bugu,anticipation,0.352
kindred,dangi,NA,dangi,anticipation,0.352
dietary,na abinci,NA,na abinci,anticipation,0.352
closure,rufewa,NA,rufewa,anticipation,0.352
daily,kullum,NA,kullum,anticipation,0.352
farm,gona,NA,gona,anticipation,0.352
store,shago,NA,shago,anticipation,0.352
cramp,cramp,hana motsi,hana motsi,anticipation,0.352
consecration,keɓewa,NA,keɓewa,anticipation,0.352
wireless,mara waya,NA,mara waya,anticipation,0.344
errand,aiki,NA,aiki,anticipation,0.344
meditate,yin zuzzurfan tunani,NA,yin zuzzurfan tunani,anticipation,0.344
stripped,ya tube,ya tuɓe,ya tuɓe,anticipation,0.344
mobile,wayar hannu,NA,wayar hannu,anticipation,0.344
archaeology,ilmin kimiya na kayan tarihi,NA,ilmin kimiya na kayan tarihi,anticipation,0.344
unaccountable,wanda ba a iya lissafi,NA,wanda ba a iya lissafi,anticipation,0.336
buddy,aboki,NA,aboki,anticipation,0.336
unbeaten,rashin nasara,NA,rashin nasara,anticipation,0.336
germ,ƙwayar cuta,NA,ƙwayar cuta,anticipation,0.336
brotherly,yan'uwan juna,NA,yan'uwan juna,anticipation,0.336
lessen,rage,NA,rage,anticipation,0.336
pare,gaskiya,NA,gaskiya,anticipation,0.336
chastity,tsarki,NA,tsarki,anticipation,0.328
council,majalisa,NA,majalisa,anticipation,0.328
patient,mai haƙuri,NA,mai haƙuri,anticipation,0.328
possess,mallaka,NA,mallaka,anticipation,0.328
digress,digress,kaucewa,kaucewa,anticipation,0.328
secular,na boko,NA,na boko,anticipation,0.328
ribbon,kintinkiri,NA,kintinkiri,anticipation,0.328
dove,kurciya,NA,kurciya,anticipation,0.328
olfactory,ƙanshi,NA,ƙanshi,anticipation,0.328
immature,m,rashin balaga,rashin balaga,anticipation,0.32
fancy,zato,NA,zato,anticipation,0.32
disposed,zubar,NA,zubar,anticipation,0.32
heft,heft,nauyi,nauyi,anticipation,0.32
paddle,filafili,NA,filafili,anticipation,0.32
cove,rufewa,NA,rufewa,anticipation,0.32
regularity,akai -akai,NA,akai -akai,anticipation,0.32
mediator,matsakanci,NA,matsakanci,anticipation,0.32
preservative,mai kiyayewa,NA,mai kiyayewa,anticipation,0.32
scrutinize,bincika,NA,bincika,anticipation,0.32
infanticide,kashe -kashe,NA,kashe -kashe,anticipation,0.32
denying,musu,NA,musu,anticipation,0.312
analyst,manazarci,NA,manazarci,anticipation,0.312
unpublished,ba a buga ba,NA,ba a buga ba,anticipation,0.312
church,coci,NA,coci,anticipation,0.312
grim,m,mai tsanani/duhu,mai tsanani/duhu,anticipation,0.312
bugle,bugle,mabushi,mabushi,anticipation,0.312
mill,niƙa,NA,niƙa,anticipation,0.305
priesthood,firist,NA,firist,anticipation,0.305
broadside,fadin,faɗi,faɗi,anticipation,0.305
judicial,shari'a,NA,shari'a,anticipation,0.305
saliva,yau,NA,yau,anticipation,0.297
thermocouple,thermocouple,ma'auni,ma'auni,anticipation,0.297
dismay,damuwa,NA,damuwa,anticipation,0.297
cap,hula,NA,hula,anticipation,0.297
instructor,malami,NA,malami,anticipation,0.297
exhaustion,gajiya,NA,gajiya,anticipation,0.297
tributary,na haraji,NA,na haraji,anticipation,0.297
shackle,dauri,ɗauri,ɗauri,anticipation,0.289
cataract,cataract,yanar ido,yanar ido,anticipation,0.289
wont,saba,NA,saba,anticipation,0.289
bruise,kurma,NA,kurma,anticipation,0.289
visor,visor,makari,makari,anticipation,0.289
addresses,adiresoshin,adiresoshi,adiresoshi,anticipation,0.289
homeless,marasa gida,NA,marasa gida,anticipation,0.289
discreet,m,kaucewa abin kunya,kaucewa abin kunya,anticipation,0.289
network,cibiyar sadarwa,NA,cibiyar sadarwa,anticipation,0.289
noncompliance,rashin biyayya,NA,rashin biyayya,anticipation,0.289
astronomer,masanin taurari,NA,masanin taurari,anticipation,0.281
neighbor,makwabci,maƙwabci,maƙwabci,anticipation,0.281
skewed,karkata,NA,karkata,anticipation,0.281
sentence,hukunci,NA,hukunci,anticipation,0.273
picket,picket,masu zanga-zanga,masu zanga-zanga,anticipation,0.273
immaturity,rashin balaga,NA,rashin balaga,anticipation,0.273
cream,kirim,NA,kirim,anticipation,0.273
devil,shaidan,shaiɗan,shaiɗan,anticipation,0.273
latent,latent,mai yiwuwa,mai yiwuwa,anticipation,0.273
holiness,tsarki,NA,tsarki,anticipation,0.273
lull,lull,shiru,shiru,anticipation,0.266
morals,dabi'u,ɗabi'u,ɗabi'u,anticipation,0.266
habitual,na al'ada,NA,na al'ada,anticipation,0.266
neighborhood,unguwa,NA,unguwa,anticipation,0.266
weight,nauyi,NA,nauyi,anticipation,0.258
bye,wallahi,NA,wallahi,anticipation,0.258
forearm,gaba,NA,gaba,anticipation,0.25
clown,wawa,NA,wawa,anticipation,0.25
organ,gabobin jiki,gaɓoɓin jiki,gaɓoɓin jiki,anticipation,0.25
quote,faɗi,NA,faɗi,anticipation,0.242
commonplace,gama gari,NA,gama gari,anticipation,0.242
dictatorship,mulkin kama -karya,NA,mulkin kama -karya,anticipation,0.234
treadmill,treadmill,na'urar gudu,na'urar gudu,anticipation,0.234
board,jirgi,NA,jirgi,anticipation,0.234
rail,dogo,NA,dogo,anticipation,0.234
tree,itace,NA,itace,anticipation,0.227
sundial,sundial,ma'auni,ma'auni,anticipation,0.227
paralysis,inna,NA,inna,anticipation,0.211
worm,tsutsa,NA,tsutsa,anticipation,0.203
cement,siminti,NA,siminti,anticipation,0.203
organization,kungiya,ƙungiya,ƙungiya,anticipation,0.203
lagging,m,koma-baya,koma-baya,anticipation,0.18
neutral,tsaka tsaki,tsaka-tsaki,tsaka-tsaki,anticipation,0.148
cannibalism,cin naman mutane,NA,cin naman mutane,disgust,0.953
mutilation,yankewa,NA,yankewa,disgust,0.93
incest,lalata,NA,lalata,disgust,0.914
molestation,cin zarafi,NA,cin zarafi,disgust,0.914
rape,fyade,fyaɗe,fyaɗe,disgust,0.906
gonorrhea,gonorrhea,guloriya,guloriya,disgust,0.906
cannibal,mai cin nama,NA,mai cin nama,disgust,0.898
rot,rubewa,ruɓewa,ruɓewa,disgust,0.891
corpse,gawa,NA,gawa,disgust,0.883
excrement,najasa,NA,najasa,disgust,0.883
massacre,kisan gilla,NA,kisan gilla,disgust,0.883
barf,barf,amai,amai,disgust,0.875
slaughter,yanka,NA,yanka,disgust,0.875
slaughterhouse,mayanka,NA,mayanka,disgust,0.867
filth,ƙazanta,NA,ƙazanta,disgust,0.859
sewerage,magudanar ruwa,NA,magudanar ruwa,disgust,0.859
incestuous,rashin aure,NA,rashin aure,disgust,0.859
bigot,girman kai,NA,girman kai,disgust,0.859
rancid,rancid,abinci mai wari,abinci mai wari,disgust,0.859
plague,annoba,NA,annoba,disgust,0.852
infestation,infestation,dandazon ƙwari,dandazon ƙwari,disgust,0.852
holocaust,kisan kiyashi,NA,kisan kiyashi,disgust,0.852
bloodthirsty,masu shan jini,NA,masu shan jini,disgust,0.852
maggot,tsutsa,NA,tsutsa,disgust,0.844
rotting,rotting,ruɓewa,ruɓewa,disgust,0.844
feces,najasa,NA,najasa,disgust,0.844
fecal,najasa,NA,najasa,disgust,0.844
murder,kisan kai,NA,kisan kai,disgust,0.839
infanticide,kashe -kashe,NA,kashe -kashe,disgust,0.836
enslaved,bautar,NA,bautar,disgust,0.836
homicide,kisan kai,NA,kisan kai,disgust,0.836
asshole,mahaukaci,NA,mahaukaci,disgust,0.836
perverted,karkatattu,NA,karkatattu,disgust,0.828
gore,gore,zubar da jini,zubar da jini,disgust,0.828
slaughtering,yanka,NA,yanka,disgust,0.828
excretion,excretion,bahaya,bahaya,disgust,0.828
torture,azabtarwa,gurɓata,gurɓata,disgust,0.828
contaminate,gurbata,NA,gurbata,disgust,0.821
diarrhoea,gudawa,NA,gudawa,disgust,0.82
murderer,mai kisan kai,NA,mai kisan kai,disgust,0.82
manure,taki,NA,taki,disgust,0.82
gory,gori,NA,gori,disgust,0.82
repugnant,abin ƙyama,NA,abin ƙyama,disgust,0.82
terrorist,'yan ta'adda,NA,'yan ta'adda,disgust,0.82
shit,shirme,NA,shirme,disgust,0.82
desecration,wulakanci,wulaƙanci,wulaƙanci,disgust,0.82
grotesque,m,mummuna,mummuna,disgust,0.82
revolting,tawaye,NA,tawaye,disgust,0.82
pervert,karkatattu,NA,karkatattu,disgust,0.82
dismemberment,yankewa,NA,yankewa,disgust,0.812
vomit,amai,NA,amai,disgust,0.812
sewer,lambatu,NA,lambatu,disgust,0.812
slavery,bauta,NA,bauta,disgust,0.812
faeces,najasa,NA,najasa,disgust,0.812
cadaver,gawa,NA,gawa,disgust,0.812
manslaughter,kisan kai,NA,kisan kai,disgust,0.812
hemorrhage,zubar jini,NA,zubar jini,disgust,0.805
repulsive,abin ƙyama,NA,abin ƙyama,disgust,0.805
perverse,karkatattu,NA,karkatattu,disgust,0.805
diseased,mai ciwo,NA,mai ciwo,disgust,0.797
filthy,ƙazanta,NA,ƙazanta,disgust,0.797
depravity,lalata,NA,lalata,disgust,0.797
sewage,najasa,NA,najasa,disgust,0.797
carcass,gawa,NA,gawa,disgust,0.795
decompose,rugujewa,NA,rugujewa,disgust,0.789
dung,dung,kashin dabba,kashin dabba,disgust,0.789
parasite,m,kaska,kaska,disgust,0.789
horrific,m,na tsoratarwa,na tsoratarwa,disgust,0.789
murderous,mai kisan kai,NA,mai kisan kai,disgust,0.789
puke,puke,amai,amai,disgust,0.789
vermin,kwari,NA,kwari,disgust,0.789
decayed,rubewa,ruɓewa,ruɓewa,disgust,0.789
mutilated,yanke jiki,NA,yanke jiki,disgust,0.789
herpes,herpes,huciyar zazzaɓi,huciyar zazzaɓi,disgust,0.789
gruesome,m,marar daɗi na musamman,marar daɗi na musamman,disgust,0.789
flatulence,kumburin ciki,NA,kumburin ciki,disgust,0.781
slime,slime,abu mai kauri da santsi,abu mai kauri da santsi,disgust,0.781
monstrosity,girman kai,NA,girman kai,disgust,0.781
crap,banza,NA,banza,disgust,0.781
malaria,zazzabin cizon sauro,zazzaɓin cizon sauro,zazzaɓin cizon sauro,disgust,0.781
pestilence,annoba,NA,annoba,disgust,0.781
carnage,kashe -kashe,NA,kashe -kashe,disgust,0.781
insidious,m,mai illa mai cutarwa,mai illa mai cutarwa,disgust,0.773
pus,tura,NA,tura,disgust,0.773
morgue,dakin ajiye gawa,ɗakin ajiye gawa,ɗakin ajiye gawa,disgust,0.773
loathsome,abin ƙyama,NA,abin ƙyama,disgust,0.773
herpesvirus,herpesvirus kamuwa da cuta,kamuwa da cuta,kamuwa da cuta,disgust,0.773
leprosy,kuturta,NA,kuturta,disgust,0.773
toxic,mai guba,NA,mai guba,disgust,0.773
revulsion,tayar da hankali,NA,tayar da hankali,disgust,0.766
anthrax,anthrax,gubar iska,gubar iska,disgust,0.766
regurgitation,regurgitation,haraswa,haraswa,disgust,0.766
cruel,zalunci,NA,zalunci,disgust,0.766
repugnance,abin ƙyama,NA,abin ƙyama,disgust,0.766
xenophobia,kyamar baki,ƙyamar baƙi,ƙyamar baƙi,disgust,0.766
whore,karuwa,NA,karuwa,disgust,0.766
lynch,kwanciya,kashe mutum,kashe mutum,disgust,0.766
dissection,rarrabuwa,NA,rarrabuwa,disgust,0.759
perversion,karkacewa,NA,karkacewa,disgust,0.758
mucous,mucous,majina,majina,disgust,0.758
evil,mugunta,NA,mugunta,disgust,0.758
cruelty,zalunci,NA,zalunci,disgust,0.758
infectious,mai kamuwa da cuta,NA,mai kamuwa da cuta,disgust,0.758
canker,kankara,ƙurajen baki,ƙurajen baki,disgust,0.758
slum,unguwa,NA,unguwa,disgust,0.758
phlegm,phlegm,kaki,kaki,disgust,0.758
decomposition,bazuwar,bazuwa,bazuwa,disgust,0.75
sinister,mugu,NA,mugu,disgust,0.75
corrupting,m,mai lalatarwa,mai lalatarwa,disgust,0.75
leeches,leeches,matsattsaku,matsattsaku,disgust,0.75
stinking,wari,NA,wari,disgust,0.742
sickening,rashin lafiya,NA,rashin lafiya,disgust,0.742
soiled,datti,NA,datti,disgust,0.742
deranged,deranged,hauka,hauka,disgust,0.742
mucus,gamsai,NA,gamsai,disgust,0.742
bile,bile,maɗaciya,maɗaciya,disgust,0.742
abhorrence,abin ƙyama,NA,abin ƙyama,disgust,0.742
demon,aljani,NA,aljani,disgust,0.742
abomination,abin ƙyama,NA,abin ƙyama,disgust,0.742
demonic,na aljanu,NA,na aljanu,disgust,0.742
septic,septic,kamuwar cuta,kamuwar cuta,disgust,0.742
sicken,rashin lafiya,NA,rashin lafiya,disgust,0.734
foul,mugunta,NA,mugunta,disgust,0.734
cancer,ciwon daji,NA,ciwon daji,disgust,0.734
terrorism,ta'addanci,NA,ta'addanci,disgust,0.734
atrocity,zalunci,NA,zalunci,disgust,0.734
crucifixion,giciye,NA,giciye,disgust,0.734
despicable,abin ƙyama,NA,abin ƙyama,disgust,0.734
obese,kiba,ƙiba,ƙiba,disgust,0.734
degeneracy,degeneracy,lalacewa,lalacewa,disgust,0.734
repulsion,tunkudewa,tunkuɗewa,tunkuɗewa,disgust,0.727
adultery,zina,NA,zina,disgust,0.727
grisly,grisly,tunku,tunku,disgust,0.727
dirty,datti,NA,datti,disgust,0.727
contamination,gurbatawa,gurɓatawa,gurɓatawa,disgust,0.727
enema,enema,allurar dubura,allurar dubura,disgust,0.727
diabolical,diabolical,siffar ibilis,siffar ibilis,disgust,0.727
bacterium,kwayan cuta,ƙwayar cuta,ƙwayar cuta,disgust,0.727
dysentery,ciwon ciki,NA,ciwon ciki,disgust,0.727
morbidity,cututtuka,NA,cututtuka,disgust,0.727
garbage,datti,NA,datti,disgust,0.719
disgust,ƙyama,NA,ƙyama,disgust,0.719
autopsy,gawa,NA,gawa,disgust,0.719
bowels,hanji,NA,hanji,disgust,0.719
contagion,yaduwa,yaɗuwa,yaɗuwa,disgust,0.719
entrails,ciki,NA,ciki,disgust,0.719
muck,tsutsa,NA,tsutsa,disgust,0.719
gross,babba,NA,babba,disgust,0.719
vulgar,m,maras ɗa'a,maras ɗa'a,disgust,0.719
deterioration,tabarbarewa,taɓarɓarewa,taɓarɓarewa,disgust,0.719
pungent,m,mai ɗaci,mai ɗaci,disgust,0.719
lewd,lalata,NA,lalata,disgust,0.719
vicious,mugu,NA,mugu,disgust,0.719
disfigured,nakasasshe,NA,nakasasshe,disgust,0.719
barbaric,dabbanci,NA,dabbanci,disgust,0.719
bloodshed,zubar da jini,NA,zubar da jini,disgust,0.714
poisoned,guba,NA,guba,disgust,0.711
mortification,ɓarna,NA,ɓarna,disgust,0.711
gag,gaba,NA,gaba,disgust,0.711
nausea,tashin zuciya,NA,tashin zuciya,disgust,0.711
pollute,gurbata,gurɓata,gurɓata,disgust,0.711
tyrant,azzalumi,NA,azzalumi,disgust,0.711
violent,tashin hankali,NA,tashin hankali,disgust,0.711
wretched,mugu,NA,mugu,disgust,0.711
slimy,siriri,NA,siriri,disgust,0.703
poisoning,guba,NA,guba,disgust,0.703
hateful,m,mai ƙiyayya,mai ƙiyayya,disgust,0.703
nasty,m,mai sa ƙyama,mai sa ƙyama,disgust,0.703
secretion,asiri,NA,asiri,disgust,0.703
grope,gira,NA,gira,disgust,0.703
slut,lalata,NA,lalata,disgust,0.703
noxious,m,mai cutarwa,mai cutarwa,disgust,0.703
grime,datti,NA,datti,disgust,0.703
depraved,lalata,NA,lalata,disgust,0.703
nauseate,tashin zuciya,NA,tashin zuciya,disgust,0.703
disgusting,abin ƙyama,NA,abin ƙyama,disgust,0.703
vulgarity,alfasha,NA,alfasha,disgust,0.703
porn,batsa,NA,batsa,disgust,0.703
constipation,maƙarƙashiya,NA,maƙarƙashiya,disgust,0.703
despotism,son zuciya,NA,son zuciya,disgust,0.703
measles,kyanda,ƙyanda,ƙyanda,disgust,0.696
hellish,wuta,NA,wuta,disgust,0.695
scum,datti,NA,datti,disgust,0.695
intestinal,hanji,NA,hanji,disgust,0.695
hate,ƙiyayya,NA,ƙiyayya,disgust,0.695
obesity,kiba,ƙiba,ƙiba,disgust,0.695
contagious,mai yaɗuwa,NA,mai yaɗuwa,disgust,0.695
suicidal,kashe kansa,NA,kashe kansa,disgust,0.695
waste,sharar gida,NA,sharar gida,disgust,0.695
wretch,mugu,NA,mugu,disgust,0.695
abuse,zagi,NA,zagi,disgust,0.695
disease,cuta,NA,cuta,disgust,0.688
contaminated,gurbata,gurɓata,gurɓata,disgust,0.688
ooze,zuw,NA,zuw,disgust,0.688
smut,smut,ruɓewa,ruɓewa,disgust,0.688
treason,cin amanar kasa,cin amanar ƙasa,cin amanar ƙasa,disgust,0.688
rabid,rabid,tsaurin ra'ayi,tsaurin ra'ayi,disgust,0.688
heartworm,tsutsar ciki,NA,tsutsar ciki,disgust,0.688
bestial,mafi kyau,NA,mafi kyau,disgust,0.68
pollution,gurbatawa,gurɓatawa,gurɓatawa,disgust,0.68
freakish,m,sabon abu,sabon abu,disgust,0.68
soulless,marasa rai,NA,marasa rai,disgust,0.68
abominate,abin ƙyama,NA,abin ƙyama,disgust,0.68
germ,ƙwayar cuta,NA,ƙwayar cuta,disgust,0.68
deformed,nakasasshe,NA,nakasasshe,disgust,0.68
antichrist,maƙiyin Kristi,NA,maƙiyin Kristi,disgust,0.68
abhorrent,abin ƙyama,NA,abin ƙyama,disgust,0.68
cholera,kwalara,NA,kwalara,disgust,0.68
sickness,rashin lafiya,NA,rashin lafiya,disgust,0.68
hell,jahannama,NA,jahannama,disgust,0.68
grimy,m,mai tsanani/duhu,mai tsanani/duhu,disgust,0.68
detest,abin ƙyama,NA,abin ƙyama,disgust,0.68
hatred,ƙiyayya,NA,ƙiyayya,disgust,0.68
dilapidated,ya lalace,NA,ya lalace,disgust,0.672
hideous,m,mummuna sosai,mummuna sosai,disgust,0.672
loathful,m,mai ƙyama,mai ƙyama,disgust,0.672
dictatorship,mulkin kama -karya,NA,mulkin kama -karya,disgust,0.672
obscene,batsa,NA,batsa,disgust,0.672
inhuman,m,rashin mutuntaka,rashin mutuntaka,disgust,0.672
loathing,ƙiyayya,NA,ƙiyayya,disgust,0.672
greasy,m,marar ladabi,marar ladabi,disgust,0.672
cess,cice,NA,cice,disgust,0.67
devil,shaidan,shaiɗan,shaiɗan,disgust,0.664
masochism,masochism,gamsuwa ta wahala,gamsuwa ta wahala,disgust,0.664
abominable,abin ƙyama,NA,abin ƙyama,disgust,0.664
deadly,m,na haddasa mutuwa,na haddasa mutuwa,disgust,0.664
nauseous,tashin zuciya,NA,tashin zuciya,disgust,0.664
deformity,nakasa,NA,nakasa,disgust,0.664
swine,alade,NA,alade,disgust,0.664
heretic,bidi'a,NA,bidi'a,disgust,0.664
discrimination,nuna bambanci,NA,nuna bambanci,disgust,0.664
corruption,cin hanci da rashawa,NA,cin hanci da rashawa,disgust,0.656
poisonous,mai guba,NA,mai guba,disgust,0.656
horror,tsoro,NA,tsoro,disgust,0.656
goo,goo,abu mai danƙo/sirri,abu mai danƙo/sirri,disgust,0.656
prejudiced,son zuciya,NA,son zuciya,disgust,0.656
poison,guba,NA,guba,disgust,0.656
mange,girma,NA,girma,disgust,0.656
oppression,zalunci,NA,zalunci,disgust,0.656
horrible,m,mai razanawa,mai razanawa,disgust,0.656
bacteria,kwayoyin cuta,ƙwayoyin cuta,ƙwayoyin cuta,disgust,0.656
death,mutuwa,NA,mutuwa,disgust,0.656
abortion,zubar da ciki,NA,zubar da ciki,disgust,0.656
latrines,bandaki,banɗaki,banɗaki,disgust,0.656
nefarious,m,mugun aiki,mugun aiki,disgust,0.656
victimized,wanda aka zalunta,NA,wanda aka zalunta,disgust,0.656
trash,datti,NA,datti,disgust,0.656
vindictive,mai fansa,NA,mai fansa,disgust,0.648
horrid,tsoro,NA,tsoro,disgust,0.648
immoral,m,rashin ɗa'a,rashin ɗa'a,disgust,0.648
detestation,ƙiyayya,NA,ƙiyayya,disgust,0.648
outhouse,waje,NA,waje,disgust,0.648
bitch,karkiya,NA,karkiya,disgust,0.648
ugly,mugu,NA,mugu,disgust,0.648
sludge,laka,NA,laka,disgust,0.648
trashy,datti,NA,datti,disgust,0.648
indecency,lalata,NA,lalata,disgust,0.641
horrifying,m,mai haifar da tsoro,mai haifar da tsoro,disgust,0.641
derogatory,wulakanci,wulaƙanci,wulaƙanci,disgust,0.641
pimple,kuraje,NA,kuraje,disgust,0.641
laxative,mai laxative,zawayi,zawayi,disgust,0.641
malfeasance,malfeasance,zalunci,zalunci,disgust,0.641
cystic,cystic,ƙuraje,ƙuraje,disgust,0.641
unsightly,maras kyau,NA,maras kyau,disgust,0.641
villainous,mugu,NA,mugu,disgust,0.641
criminality,laifi,NA,laifi,disgust,0.641
spew,zagi,NA,zagi,disgust,0.641
slop,gangarawa,NA,gangarawa,disgust,0.641
secrete,asiri,NA,asiri,disgust,0.633
oppressive,zalunci,NA,zalunci,disgust,0.633
rat,bera,ɓera,ɓera,disgust,0.633
sinful,mai zunubi,NA,mai zunubi,disgust,0.633
queasy,son zuciya,NA,son zuciya,disgust,0.633
perpetrator,mai aikatawa,NA,mai aikatawa,disgust,0.633
prostitution,karuwanci,NA,karuwanci,disgust,0.633
mildew,mildew,ruma,ruma,disgust,0.633
doomsday,ranar alkiyama,NA,ranar alkiyama,disgust,0.633
bigoted,mai girman kai,NA,mai girman kai,disgust,0.633
ulcer,miki,NA,miki,disgust,0.633
aghast,mamaki,NA,mamaki,disgust,0.625
persecution,fitina,NA,fitina,disgust,0.625
gluttony,cin abinci,NA,cin abinci,disgust,0.625
stools,stool,kashi,kashi,disgust,0.625
dastardly,dastardly,mamugunci,mamugunci,disgust,0.625
sin,zunubi,NA,zunubi,disgust,0.625
bloated,kumburin ciki,NA,kumburin ciki,disgust,0.625
contemptible,abin ƙyama,NA,abin ƙyama,disgust,0.625
ghastly,mugunta,NA,mugunta,disgust,0.625
cuckold,cuckold,karija,karija,disgust,0.625
suffering,wahala,NA,wahala,disgust,0.625
degrading,ƙasƙanci,NA,ƙasƙanci,disgust,0.625
fungus,naman gwari,NA,naman gwari,disgust,0.625
obscenity,batsa,NA,batsa,disgust,0.625
disgraceful,wulakanci,wulaƙanci,wulaƙanci,disgust,0.625
devilish,shaidan,shaiɗan,shaiɗan,disgust,0.625
louse,kuzari,NA,kuzari,disgust,0.617
diaper,diaper,famfas,famfas,disgust,0.617
deceit,yaudara,NA,yaudara,disgust,0.617
dying,mutuwa,NA,mutuwa,disgust,0.617
infect,cutar,NA,cutar,disgust,0.617
crusty,m,mutum abin ƙyama,mutum abin ƙyama,disgust,0.617
guillotine,guillotine,injin sare kai,injin sare kai,disgust,0.617
polygamy,auren mata fiye da daya,auren mata fiye da ɗaya,auren mata fiye da ɗaya,disgust,0.617
loathe,ƙiyayya,NA,ƙiyayya,disgust,0.617
sickly,rashin lafiya,NA,rashin lafiya,disgust,0.617
atrocious,m,mai ban tsoro,mai ban tsoro,disgust,0.617
fat,mai,NA,mai,disgust,0.617
termite,lokaci,NA,lokaci,disgust,0.617
malicious,mugu,NA,mugu,disgust,0.617
spoil,ganimar,lalata,lalata,disgust,0.617
tetanus,tetanus,tetanas,tetanas,disgust,0.617
betrayal,cin amana,NA,cin amana,disgust,0.617
strangle,makure,maƙure,maƙure,disgust,0.617
wench,ciwo,NA,ciwo,disgust,0.617
sabotage,sabotage,maƙarƙashiya,maƙarƙashiya,disgust,0.609
bleeding,zubar jini,NA,zubar jini,disgust,0.609
violently,da karfi,da ƙarfi,da ƙarfi,disgust,0.609
slander,ƙiren ƙarya,NA,ƙiren ƙarya,disgust,0.609
deform,nakasa,NA,nakasa,disgust,0.609
abhor,abin ƙyama,NA,abin ƙyama,disgust,0.609
hostile,maƙiya,NA,maƙiya,disgust,0.609
ghetto,ghetto,unguwar talakawa,unguwar talakawa,disgust,0.609
brothel,gidan karuwai,NA,gidan karuwai,disgust,0.609
venomous,dafi,NA,dafi,disgust,0.609
drool,zuci,NA,zuci,disgust,0.609
poaching,farauta,NA,farauta,disgust,0.602
traitor,mayaudari,NA,mayaudari,disgust,0.602
hag,hag,maye,maye,disgust,0.602
ugliness,mummuna,NA,mummuna,disgust,0.602
infidel,kafiri,NA,kafiri,disgust,0.602
lunacy,hauka,NA,hauka,disgust,0.602
unwashed,ba a wanke ba,NA,ba a wanke ba,disgust,0.602
musty,musty,wari,wari,disgust,0.602
illicit,haram,NA,haram,disgust,0.602
swampy,fadama,NA,fadama,disgust,0.602
deprivation,hanawa,NA,hanawa,disgust,0.602
imprisonment,kurkuku,NA,kurkuku,disgust,0.602
toilet,bandaki,banɗaki,banɗaki,disgust,0.594
slug,slug,dodon koɗi,dodon koɗi,disgust,0.594
catastrophe,bala'i,NA,bala'i,disgust,0.594
intoxicated,maye,NA,maye,disgust,0.594
lunatic,mahaukaci,NA,mahaukaci,disgust,0.594
epidemic,annoba,NA,annoba,disgust,0.594
blister,kumburi,NA,kumburi,disgust,0.594
gut,hanji,NA,hanji,disgust,0.594
repelling,korewa,NA,korewa,disgust,0.594
thug,ɗan daba,NA,ɗan daba,disgust,0.594
hostility,ƙiyayya,NA,ƙiyayya,disgust,0.594
deceitful,yaudara,NA,yaudara,disgust,0.594
venom,dafi,NA,dafi,disgust,0.594
sinner,mai zunubi,NA,mai zunubi,disgust,0.594
butcher,mahauci,NA,mahauci,disgust,0.594
lurid,lurid,launi marar kyau,launi marar kyau,disgust,0.594
queasiness,damuwa,NA,damuwa,disgust,0.594
misery,zullumi,NA,zullumi,disgust,0.594
deteriorated,ya lalace,ya taɓarɓare,ya taɓarɓare,disgust,0.586
appalling,m,mai sa firgita,mai sa firgita,disgust,0.586
dreadful,m,mai haddasa wahala,mai haddasa wahala,disgust,0.586
lavatory,bandaki,banɗaki,banɗaki,disgust,0.586
harass,tursasawa,NA,tursasawa,disgust,0.586
